name,num_ordered,window,num_repeated,order_code_description,price_description,min_price,max_price,mean_price,median_price,min_volume_charge,max_volume_charge,mean_volume_charge,median_volume_charge
LAB11531R,92,3,2,PARANEOPLASTIC AB SCREEN,HC 6961 PARANEO AB NES,175,244,208.25,207,350,488,416.5,414
LAB11531R,92,3,2,PARANEOPLASTIC AB SCREEN,HC 6961 PARANEO AB WB,175,244,208.25,207,350,488,416.5,414
LAB11531R,92,7,3,PARANEOPLASTIC AB SCREEN,HC 6961 PARANEO AB RIA,175,244,208.25,207,525,732,624.75,621
LAB11531R,92,7,3,PARANEOPLASTIC AB SCREEN,HC 6961 PARANEO AB WB RPT,175,244,208.25,207,525,732,624.75,621
LAB11531R,92,7,3,PARANEOPLASTIC AB SCREEN,HC 6961 PARANEO AB NES,175,244,208.25,207,525,732,624.75,621
LAB11531R,92,7,3,PARANEOPLASTIC AB SCREEN,HC 6961 PARANEO AB WB,175,244,208.25,207,525,732,624.75,621
LAB11556R,122,1,5,BLASTOMYCES SEROLOGIES,HC 6942 BLASTOMYCES AB,49,49,49,49,245,245,245,245
LAB11556R,122,3,11,BLASTOMYCES SEROLOGIES,HC 6942 BLASTOMYCES AB,49,49,49,49,539,539,539,539
LAB11556R,122,7,13,BLASTOMYCES SEROLOGIES,HC 6942 BLASTOMYCES AB,49,49,49,49,637,637,637,637
LAB11562R,19,7,1,LYMPHOCYTIC CHORIOMENINGITI AB,HC 6942 LYMPH CHORIOMEN AB,50,50,50,50,50,50,50,50
LAB11566R,35,1,4,"ENTEROVIRUS RNA,QUAL",HC 6942 ENTEROVIRUS RNA QUAL,244,244,244,244,976,976,976,976
LAB11566R,35,3,5,"ENTEROVIRUS RNA,QUAL",HC 6942 ENTEROVIRUS RNA QUAL,244,244,244,244,1220,1220,1220,1220
LAB11566R,35,7,6,"ENTEROVIRUS RNA,QUAL",HC 6942 ENTEROVIRUS RNA QUAL,244,244,244,244,1464,1464,1464,1464
LAB11593R,38,1,5,ETHYLENE GLYCOL,HC 6956 ETHYLENE GLYCO LEVEL,64,64,64,64,320,320,320,320
LAB11593R,38,3,6,ETHYLENE GLYCOL,HC 6956 ETHYLENE GLYCO LEVEL,64,64,64,64,384,384,384,384
LAB11593R,38,7,6,ETHYLENE GLYCOL,HC 6956 ETHYLENE GLYCO LEVEL,64,64,64,64,384,384,384,384
LAB11606R,4,7,1,CYTOCHROME P450 2D6 GENOTYPE,HC 6956 11606R P450 GENOTYPE,477,477,477,477,477,477,477,477
LAB11607R,12,7,1,"COENZYME Q10,REDUCED & TOTAL",HC 6956 Q10CHROM ANAL QUANT,123,123,123,123,123,123,123,123
LAB11615R,5,1,3,SODIUM BENZOATE LEVEL,HC 7065 NA BENZOATE GC/MS,150,150,150,150,450,450,450,450
LAB11615R,5,3,3,SODIUM BENZOATE LEVEL,HC 7065 NA BENZOATE GC/MS,150,150,150,150,450,450,450,450
LAB11615R,5,7,3,SODIUM BENZOATE LEVEL,HC 7065 NA BENZOATE GC/MS,150,150,150,150,450,450,450,450
LAB11824R,373,1,305,BUSULFAN,HC 7041 11824R BUSULFAN MSQNT,233,233,233,233,71065,71065,71065,71065
LAB11824R,373,3,306,BUSULFAN,HC 7041 11824R BUSULFAN MSQNT,233,233,233,233,71298,71298,71298,71298
LAB11824R,373,7,309,BUSULFAN,HC 7041 11824R BUSULFAN MSQNT,233,233,233,233,71997,71997,71997,71997
LAB11851R,6,1,2,"FECAL LIPIDS, TOTAL",HC 6911 LIPID FECES TOTAL QUAN,44,44,44,44,88,88,88,88
LAB11851R,6,3,2,"FECAL LIPIDS, TOTAL",HC 6911 LIPID FECES TOTAL QUAN,44,44,44,44,88,88,88,88
LAB11851R,6,7,2,"FECAL LIPIDS, TOTAL",HC 6911 LIPID FECES TOTAL QUAN,44,44,44,44,88,88,88,88
LAB11885R,3,7,1,"CHLAMYDIA TRACHOMATIS, RECTAL",HC 6911 C TRACH RNA TMA RECTAL,60,60,60,60,60,60,60,60
LAB11887R,5,1,1,"CHLAMYDIA TRACHOMATIS, THROAT",HC 6911 C TRACH RNA TMA THROAT,60,60,60,60,60,60,60,60
LAB11887R,5,3,1,"CHLAMYDIA TRACHOMATIS, THROAT",HC 6911 C TRACH RNA TMA THROAT,60,60,60,60,60,60,60,60
LAB11887R,5,7,3,"CHLAMYDIA TRACHOMATIS, THROAT",HC 6911 C TRACH RNA TMA THROAT,60,60,60,60,180,180,180,180
LAB11901R,7,7,1,"N. GONORRHOEAE RNA, THROAT",HC 6911 11901R GC RNA APT THRT,60,60,60,60,60,60,60,60
LAB11982R,148,1,11,POSACONAZOLE,HC 6956 POSACONAZOLE QUAN,76,76,76,76,836,836,836,836
LAB11982R,148,3,19,POSACONAZOLE,HC 6956 POSACONAZOLE QUAN,76,76,76,76,1444,1444,1444,1444
LAB11982R,148,7,32,POSACONAZOLE,HC 6956 POSACONAZOLE QUAN,76,76,76,76,2432,2432,2432,2432
LAB11984R,37,1,1,NIACIN,HC 6956 NIACIN VITAMIN B3,75,75,75,75,75,75,75,75
LAB11984R,37,3,1,NIACIN,HC 6956 NIACIN VITAMIN B3,75,75,75,75,75,75,75,75
LAB11984R,37,7,1,NIACIN,HC 6956 NIACIN VITAMIN B3,75,75,75,75,75,75,75,75
LAB12003R,2,1,1,"HERPESVIRUS 6 AB, IGG",HC 6942 HHV-6 AB IGG,68,68,68,68,68,68,68,68
LAB12003R,2,3,1,"HERPESVIRUS 6 AB, IGG",HC 6942 HHV-6 AB IGG,68,68,68,68,68,68,68,68
LAB12003R,2,7,1,"HERPESVIRUS 6 AB, IGG",HC 6942 HHV-6 AB IGG,68,68,68,68,68,68,68,68
LAB12017R,6,3,1,ECHOVIRUS AB,HC 6959 12017R ECHOVRS AB EA,36,36,36,36,36,36,36,36
LAB12017R,6,7,1,ECHOVIRUS AB,HC 6959 12017R ECHOVRS AB EA,36,36,36,36,36,36,36,36
LAB12212R,14,1,1,WA1 IGG AB,HC 6942 12212R PRTZ NES WA1 AB,88,88,88,88,88,88,88,88
LAB12212R,14,3,1,WA1 IGG AB,HC 6942 12212R PRTZ NES WA1 AB,88,88,88,88,88,88,88,88
LAB12212R,14,7,1,WA1 IGG AB,HC 6942 12212R PRTZ NES WA1 AB,88,88,88,88,88,88,88,88
LAB12214R,121,1,3,"B. BURGDORFERI C6 PEP AB, RFLX",HC 6942 12214R B BRGDFRI LYME,80,80,80,80,240,240,240,240
LAB12214R,121,3,4,"B. BURGDORFERI C6 PEP AB, RFLX",HC 6942 12214R B BRGDFRI LYME,80,80,80,80,320,320,320,320
LAB12214R,121,7,5,"B. BURGDORFERI C6 PEP AB, RFLX",HC 6942 12214R B BRGDFRI LYME,80,80,80,80,400,400,400,400
LAB12230R,47,1,2,SOLUBLE IL 2R,HC 7069 12230R SOL IL2R IMM QN,322,322,322,322,644,644,644,644
LAB12230R,47,3,4,SOLUBLE IL 2R,HC 7069 12230R SOL IL2R IMM QN,322,322,322,322,1288,1288,1288,1288
LAB12230R,47,7,8,SOLUBLE IL 2R,HC 7069 12230R SOL IL2R IMM QN,322,322,322,322,2576,2576,2576,2576
LAB12232R,75,1,4,THYROGLOBULIN & THYROID AB,HC 7074 12232R THYRGLBLN AB,37,38,37.5,37.5,148,152,150,150
LAB12232R,75,1,4,THYROGLOBULIN & THYROID AB,HC 7074 12232R THYROGLOBULIN,37,38,37.5,37.5,148,152,150,150
LAB12232R,75,3,5,THYROGLOBULIN & THYROID AB,HC 7074 12232R THYRGLBLN AB,37,38,37.5,37.5,185,190,187.5,187.5
LAB12232R,75,3,5,THYROGLOBULIN & THYROID AB,HC 7074 12232R THYROGLOBULIN,37,38,37.5,37.5,185,190,187.5,187.5
LAB12232R,75,7,5,THYROGLOBULIN & THYROID AB,HC 7074 12232R THYRGLBLN AB,37,38,37.5,37.5,185,190,187.5,187.5
LAB12232R,75,7,5,THYROGLOBULIN & THYROID AB,HC 7074 12232R THYROGLOBULIN,37,38,37.5,37.5,185,190,187.5,187.5
LAB12236R,15,1,8,IBUPROFEN,HC 6959 12236R IBUPROFEN,34,34,34,34,272,272,272,272
LAB12236R,15,3,8,IBUPROFEN,HC 6959 12236R IBUPROFEN,34,34,34,34,272,272,272,272
LAB12236R,15,7,9,IBUPROFEN,HC 6959 12236R IBUPROFEN,34,34,34,34,306,306,306,306
LAB12238R,103,1,2,LACOSAMIDE,HC 6956 12238R LCSMD CHRM SPC,96,96,96,96,192,192,192,192
LAB12238R,103,3,4,LACOSAMIDE,HC 6956 12238R LCSMD CHRM SPC,96,96,96,96,384,384,384,384
LAB12238R,103,7,5,LACOSAMIDE,HC 6956 12238R LCSMD CHRM SPC,96,96,96,96,480,480,480,480
LAB12241R,10,3,1,B CELL PHENOTYPING PROFILE,HC 6956 12241R B CELL TOT CNT,15,42,28.28571429,34,15,42,28.28571429,34
LAB12241R,10,3,1,B CELL PHENOTYPING PROFILE,HC 6956 12241R FC INTRP 9-15,15,42,28.28571429,34,15,42,28.28571429,34
LAB12241R,10,3,1,B CELL PHENOTYPING PROFILE,HC 6956 12241R MONO CL AG QN,15,42,28.28571429,34,15,42,28.28571429,34
LAB12241R,10,3,1,B CELL PHENOTYPING PROFILE,HC 6956 12241R NK CELL TOT CNT,15,42,28.28571429,34,15,42,28.28571429,34
LAB12241R,10,3,1,B CELL PHENOTYPING PROFILE,HC 6956 12241R T CELL TOT CNT,15,42,28.28571429,34,15,42,28.28571429,34
LAB12241R,10,3,1,B CELL PHENOTYPING PROFILE,HC 6956 12241R TCL ABS CD4 CD8,15,42,28.28571429,34,15,42,28.28571429,34
LAB12241R,10,3,1,B CELL PHENOTYPING PROFILE,HC 6956 12241R FC INTRP 2-8,15,42,28.28571429,34,15,42,28.28571429,34
LAB12241R,10,7,2,B CELL PHENOTYPING PROFILE,HC 6956 12241R B CELL TOT CNT,15,42,28.28571429,34,30,84,56.57142857,68
LAB12241R,10,7,2,B CELL PHENOTYPING PROFILE,HC 6956 12241R FC INTRP 9-15,15,42,28.28571429,34,30,84,56.57142857,68
LAB12241R,10,7,2,B CELL PHENOTYPING PROFILE,HC 6956 12241R MONO CL AG QN,15,42,28.28571429,34,30,84,56.57142857,68
LAB12241R,10,7,2,B CELL PHENOTYPING PROFILE,HC 6956 12241R NK CELL TOT CNT,15,42,28.28571429,34,30,84,56.57142857,68
LAB12241R,10,7,2,B CELL PHENOTYPING PROFILE,HC 6956 12241R T CELL TOT CNT,15,42,28.28571429,34,30,84,56.57142857,68
LAB12241R,10,7,2,B CELL PHENOTYPING PROFILE,HC 6956 12241R TCL ABS CD4 CD8,15,42,28.28571429,34,30,84,56.57142857,68
LAB12241R,10,7,2,B CELL PHENOTYPING PROFILE,HC 6956 12241R FC INTRP 2-8,15,42,28.28571429,34,30,84,56.57142857,68
LAB12284R,3,7,2,"LYMPHOCYTE PROLIFERATION, AG",HC 6956 12284R LYMP TRNS BLST,137,137,137,137,274,274,274,274
LAB12292R,19,1,2,"T CELL PHENOTYPING, ADVANCED",HC 6956 12292R TCELL TOT CNT,100,230,164.3333333,163,200,460,328.6666667,326
LAB12292R,19,1,2,"T CELL PHENOTYPING, ADVANCED",HC 6956 12292R TCELL CD4 CNT,100,230,164.3333333,163,200,460,328.6666667,326
LAB12292R,19,1,2,"T CELL PHENOTYPING, ADVANCED",HC 6956 12292R FLOW 1ST MRKR,100,230,164.3333333,163,200,460,328.6666667,326
LAB12292R,19,3,5,"T CELL PHENOTYPING, ADVANCED",HC 6956 12292R TCELL TOT CNT,100,230,164.3333333,163,500,1150,821.6666667,815
LAB12292R,19,3,5,"T CELL PHENOTYPING, ADVANCED",HC 6956 12292R TCELL CD4 CNT,100,230,164.3333333,163,500,1150,821.6666667,815
LAB12292R,19,3,5,"T CELL PHENOTYPING, ADVANCED",HC 6956 12292R FLOW 1ST MRKR,100,230,164.3333333,163,500,1150,821.6666667,815
LAB12292R,19,7,6,"T CELL PHENOTYPING, ADVANCED",HC 6956 12292R TCELL TOT CNT,100,230,164.3333333,163,600,1380,986,978
LAB12292R,19,7,6,"T CELL PHENOTYPING, ADVANCED",HC 6956 12292R TCELL CD4 CNT,100,230,164.3333333,163,600,1380,986,978
LAB12292R,19,7,6,"T CELL PHENOTYPING, ADVANCED",HC 6956 12292R FLOW 1ST MRKR,100,230,164.3333333,163,600,1380,986,978
LAB12320R,7,3,1,THIOCYANATE,HC 6959 12320R THIOCYANATE,34,34,34,34,34,34,34,34
LAB12320R,7,7,1,THIOCYANATE,HC 6959 12320R THIOCYANATE,34,34,34,34,34,34,34,34
LAB12322R,29,1,1,VON WILLEBRAND MULTIMERS,HC 6957 12323R VON WIL FAC MLT,143,143,143,143,143,143,143,143
LAB12322R,29,3,1,VON WILLEBRAND MULTIMERS,HC 6957 12323R VON WIL FAC MLT,143,143,143,143,143,143,143,143
LAB12322R,29,7,2,VON WILLEBRAND MULTIMERS,HC 6957 12323R VON WIL FAC MLT,143,143,143,143,286,286,286,286
LAB12330R,46,1,8,EVEROLIMUS,HC 6956 12330R EVEROLMS TMS QN,149,149,149,149,1192,1192,1192,1192
LAB12330R,46,3,25,EVEROLIMUS,HC 6956 12330R EVEROLMS TMS QN,149,149,149,149,3725,3725,3725,3725
LAB12330R,46,7,31,EVEROLIMUS,HC 6956 12330R EVEROLMS TMS QN,149,149,149,149,4619,4619,4619,4619
LAB12352R,8,3,1,NMO EVALUATION WITH REFLEX,HC 6956 12352R NMO IMM QNT NOS,161,161,161,161,161,161,161,161
LAB12352R,8,7,1,NMO EVALUATION WITH REFLEX,HC 6956 12352R NMO IMM QNT NOS,161,161,161,161,161,161,161,161
LAB12362R,49,3,2,PARANEOPLASTIC AUTOANTIBODY,HC 6956 12362R FL NONIN TIT EA,38,38,38,38,76,76,76,76
LAB12362R,49,7,3,PARANEOPLASTIC AUTOANTIBODY,HC 6956 12362R FL NONIN TIT EA,38,38,38,38,114,114,114,114
LAB12371R,6,1,1,COBALT,HC 6956 12371R COBALT TMS QN,55,55,55,55,55,55,55,55
LAB12371R,6,3,1,COBALT,HC 6956 12371R COBALT TMS QN,55,55,55,55,55,55,55,55
LAB12371R,6,7,1,COBALT,HC 6956 12371R COBALT TMS QN,55,55,55,55,55,55,55,55
LAB12397R,8,1,1,ACETYLCHOLINE BLOCKING AB,HC 6959 12397R ACHR IMM QN RIA,42,42,42,42,42,42,42,42
LAB12397R,8,3,1,ACETYLCHOLINE BLOCKING AB,HC 6959 12397R ACHR IMM QN RIA,42,42,42,42,42,42,42,42
LAB12397R,8,7,1,ACETYLCHOLINE BLOCKING AB,HC 6959 12397R ACHR IMM QN RIA,42,42,42,42,42,42,42,42
LAB12399R,5,1,1,ACETYLCHOLINE MODULATING AB,HC 6959 12399R ACHR IMM QN RIA,85,85,85,85,85,85,85,85
LAB12399R,5,3,1,ACETYLCHOLINE MODULATING AB,HC 6959 12399R ACHR IMM QN RIA,85,85,85,85,85,85,85,85
LAB12399R,5,7,1,ACETYLCHOLINE MODULATING AB,HC 6959 12399R ACHR IMM QN RIA,85,85,85,85,85,85,85,85
LAB12418R,23,3,1,SULFONYLUREA HYPOGLYCEMICS PNL,HC 6959 12418R MS NES QL EA SP,115,115,115,115,115,115,115,115
LAB12418R,23,7,3,SULFONYLUREA HYPOGLYCEMICS PNL,HC 6959 12418R MS NES QL EA SP,115,115,115,115,345,345,345,345
LAB12470R,2,1,1,"CONGO RED, STAIN",HC 6956 12470R STN I&R GRP2 TS,144,144,144,144,144,144,144,144
LAB12470R,2,3,1,"CONGO RED, STAIN",HC 6956 12470R STN I&R GRP2 TS,144,144,144,144,144,144,144,144
LAB12470R,2,7,1,"CONGO RED, STAIN",HC 6956 12470R STN I&R GRP2 TS,144,144,144,144,144,144,144,144
LAB12571R,176,1,19,"FLT3-ITD, FLT3-D835 MUTATIONS",HC 7081 12571R FLT3 GENE ANAL,150,150,150,150,2850,2850,2850,2850
LAB12571R,176,1,19,"FLT3-ITD, FLT3-D835 MUTATIONS",HC 7081 12571R FLT3-ITD/D835,150,150,150,150,2850,2850,2850,2850
LAB12571R,176,3,29,"FLT3-ITD, FLT3-D835 MUTATIONS",HC 7081 12571R FLT3 GENE ANAL,150,150,150,150,4350,4350,4350,4350
LAB12571R,176,3,29,"FLT3-ITD, FLT3-D835 MUTATIONS",HC 7081 12571R FLT3-ITD/D835,150,150,150,150,4350,4350,4350,4350
LAB12571R,176,7,50,"FLT3-ITD, FLT3-D835 MUTATIONS",HC 7081 12571R FLT3 GENE ANAL,150,150,150,150,7500,7500,7500,7500
LAB12571R,176,7,50,"FLT3-ITD, FLT3-D835 MUTATIONS",HC 7081 12571R FLT3-ITD/D835,150,150,150,150,7500,7500,7500,7500
LAB12573R,230,1,4,ANCA,HC 6956 12573R FLR NONIN ABSCR,31,31,31,31,124,124,124,124
LAB12573R,230,3,8,ANCA,HC 6956 12573R FLR NONIN ABSCR,31,31,31,31,248,248,248,248
LAB12573R,230,7,10,ANCA,HC 6956 12573R FLR NONIN ABSCR,31,31,31,31,310,310,310,310
LAB12605R,9,3,1,"N-methyl-D-Aspartate, Receptor Ab, IgG",HC 6959 12605R FL NONI SRN EA,208,208,208,208,208,208,208,208
LAB12605R,9,7,1,"N-methyl-D-Aspartate, Receptor Ab, IgG",HC 6959 12605R FL NONI SRN EA,208,208,208,208,208,208,208,208
LAB12607R,15,3,1,"N-METHYL-D-ASPARTATE RECEPTOR AB, CSF",HC 6959 12607R FL NONI SRN EA,208,208,208,208,208,208,208,208
LAB12607R,15,7,1,"N-METHYL-D-ASPARTATE RECEPTOR AB, CSF",HC 6959 12607R FL NONI SRN EA,208,208,208,208,208,208,208,208
LAB12631R,477,1,42,VORICONAZOLE LEVEL,HC 6956 12631R VORI QNT DR NES,58,58,58,58,2436,2436,2436,2436
LAB12631R,477,3,88,VORICONAZOLE LEVEL,HC 6956 12631R VORI QNT DR NES,58,58,58,58,5104,5104,5104,5104
LAB12631R,477,7,136,VORICONAZOLE LEVEL,HC 6956 12631R VORI QNT DR NES,58,58,58,58,7888,7888,7888,7888
LAB12645R,5,1,3,"COMPLEMENT, ALTERNATE PATHWAY",HC 6956 12645R COMP FUNCACT EA,50,50,50,50,150,150,150,150
LAB12645R,5,3,3,"COMPLEMENT, ALTERNATE PATHWAY",HC 6956 12645R COMP FUNCACT EA,50,50,50,50,150,150,150,150
LAB12645R,5,7,3,"COMPLEMENT, ALTERNATE PATHWAY",HC 6956 12645R COMP FUNCACT EA,50,50,50,50,150,150,150,150
LAB12657R,8,1,1,T CELL ACTIVATION,HC 7084 12657R B CELLS TOT CNT,39,125,83,89,39,125,83,89
LAB12657R,8,1,1,T CELL ACTIVATION,HC 7084 12657R NK CELLS TOTCNT,39,125,83,89,39,125,83,89
LAB12657R,8,1,1,T CELL ACTIVATION,HC 7084 12657R T CELLS TOT CNT,39,125,83,89,39,125,83,89
LAB12657R,8,1,1,T CELL ACTIVATION,HC 7084 12657R TCELL ABS CD4&8,39,125,83,89,39,125,83,89
LAB12657R,8,1,1,T CELL ACTIVATION,HC 7084 12657R FLOW TC 1ST MRK,39,125,83,89,39,125,83,89
LAB12657R,8,1,1,T CELL ACTIVATION,HC 7084 12657R FLOW TC EA ADDL,39,125,83,89,39,125,83,89
LAB12657R,8,1,1,T CELL ACTIVATION,HC 7084 12657R FLOW INTRP 2-8,39,125,83,89,39,125,83,89
LAB12657R,8,3,3,T CELL ACTIVATION,HC 7084 12657R B CELLS TOT CNT,39,125,83,89,117,375,249,267
LAB12657R,8,3,3,T CELL ACTIVATION,HC 7084 12657R NK CELLS TOTCNT,39,125,83,89,117,375,249,267
LAB12657R,8,3,3,T CELL ACTIVATION,HC 7084 12657R T CELLS TOT CNT,39,125,83,89,117,375,249,267
LAB12657R,8,3,3,T CELL ACTIVATION,HC 7084 12657R TCELL ABS CD4&8,39,125,83,89,117,375,249,267
LAB12657R,8,3,3,T CELL ACTIVATION,HC 7084 12657R FLOW TC 1ST MRK,39,125,83,89,117,375,249,267
LAB12657R,8,3,3,T CELL ACTIVATION,HC 7084 12657R FLOW TC EA ADDL,39,125,83,89,117,375,249,267
LAB12657R,8,3,3,T CELL ACTIVATION,HC 7084 12657R FLOW INTRP 2-8,39,125,83,89,117,375,249,267
LAB12657R,8,7,3,T CELL ACTIVATION,HC 7084 12657R B CELLS TOT CNT,39,125,83,89,117,375,249,267
LAB12657R,8,7,3,T CELL ACTIVATION,HC 7084 12657R NK CELLS TOTCNT,39,125,83,89,117,375,249,267
LAB12657R,8,7,3,T CELL ACTIVATION,HC 7084 12657R T CELLS TOT CNT,39,125,83,89,117,375,249,267
LAB12657R,8,7,3,T CELL ACTIVATION,HC 7084 12657R TCELL ABS CD4&8,39,125,83,89,117,375,249,267
LAB12657R,8,7,3,T CELL ACTIVATION,HC 7084 12657R FLOW TC 1ST MRK,39,125,83,89,117,375,249,267
LAB12657R,8,7,3,T CELL ACTIVATION,HC 7084 12657R FLOW TC EA ADDL,39,125,83,89,117,375,249,267
LAB12657R,8,7,3,T CELL ACTIVATION,HC 7084 12657R FLOW INTRP 2-8,39,125,83,89,117,375,249,267
LAB12689R,4,7,1,"INFLIXIMAB, SERUM LEVEL AND AB",HC 7026 12689R CHEM IFXATI LVL,2500,2500,2500,2500,2500,2500,2500,2500
LAB12721R,21,3,1,"ADENOSINE DEAMINASE, PLEURAL",HC 6959 12721R SPCTMNES PL FL,40,40,40,40,40,40,40,40
LAB12721R,21,7,1,"ADENOSINE DEAMINASE, PLEURAL",HC 6959 12721R SPCTMNES PL FL,40,40,40,40,40,40,40,40
LAB12762R,156,1,88,TACROLIMUS,HC 6956 12762R TACROLIMUS,23,23,23,23,2024,2024,2024,2024
LAB12762R,156,3,109,TACROLIMUS,HC 6956 12762R TACROLIMUS,23,23,23,23,2507,2507,2507,2507
LAB12762R,156,7,112,TACROLIMUS,HC 6956 12762R TACROLIMUS,23,23,23,23,2576,2576,2576,2576
LAB12774R,12,1,1,MOTOR NEUROPATHY AB SCREEN,HC 6961 12774R MOTOR NEURO AB,218,218,218,218,218,218,218,218
LAB12774R,12,3,1,MOTOR NEUROPATHY AB SCREEN,HC 6961 12774R MOTOR NEURO AB,218,218,218,218,218,218,218,218
LAB12774R,12,7,1,MOTOR NEUROPATHY AB SCREEN,HC 6961 12774R MOTOR NEURO AB,218,218,218,218,218,218,218,218
LAB12796R,19,1,2,FLUCONAZOLE,HC 6959 12796R FLUCONAZOLE,54,54,54,54,108,108,108,108
LAB12796R,19,3,3,FLUCONAZOLE,HC 6959 12796R FLUCONAZOLE,54,54,54,54,162,162,162,162
LAB12796R,19,7,5,FLUCONAZOLE,HC 6959 12796R FLUCONAZOLE,54,54,54,54,270,270,270,270
LAB12808R,115,1,30,CK ISOENZYME WITH REFLEX,HC 6956 12808R CK TOTAL,9,9,9,9,270,270,270,270
LAB12808R,115,3,44,CK ISOENZYME WITH REFLEX,HC 6956 12808R CK TOTAL,9,9,9,9,396,396,396,396
LAB12808R,115,7,47,CK ISOENZYME WITH REFLEX,HC 6956 12808R CK TOTAL,9,9,9,9,423,423,423,423
LAB12809R,40,1,15,CK ISOENZYME ELECTROPHORESIS,HC 6956 12809R CK ISOENZ ELECT,20,20,20,20,300,300,300,300
LAB12809R,40,3,16,CK ISOENZYME ELECTROPHORESIS,HC 6956 12809R CK ISOENZ ELECT,20,20,20,20,320,320,320,320
LAB12809R,40,7,17,CK ISOENZYME ELECTROPHORESIS,HC 6956 12809R CK ISOENZ ELECT,20,20,20,20,340,340,340,340
LAB12810R,32,1,5,ELECTROLYTE AND OSMOLALITY PNL,HC 6956 12810R CHLORIDE,13,13,13,13,65,65,65,65
LAB12810R,32,1,5,ELECTROLYTE AND OSMOLALITY PNL,HC 6956 12810R MAGNESIUM,13,13,13,13,65,65,65,65
LAB12810R,32,1,5,ELECTROLYTE AND OSMOLALITY PNL,HC 6956 12810R SODIUM,13,13,13,13,65,65,65,65
LAB12810R,32,1,5,ELECTROLYTE AND OSMOLALITY PNL,HC 6956 12810R PHOSPHORUS,13,13,13,13,65,65,65,65
LAB12810R,32,1,5,ELECTROLYTE AND OSMOLALITY PNL,HC 6956 12810R OSMOLALITY POTAS,13,13,13,13,65,65,65,65
LAB12810R,32,3,9,ELECTROLYTE AND OSMOLALITY PNL,HC 6956 12810R CHLORIDE,13,13,13,13,117,117,117,117
LAB12810R,32,3,9,ELECTROLYTE AND OSMOLALITY PNL,HC 6956 12810R MAGNESIUM,13,13,13,13,117,117,117,117
LAB12810R,32,3,9,ELECTROLYTE AND OSMOLALITY PNL,HC 6956 12810R SODIUM,13,13,13,13,117,117,117,117
LAB12810R,32,3,9,ELECTROLYTE AND OSMOLALITY PNL,HC 6956 12810R PHOSPHORUS,13,13,13,13,117,117,117,117
LAB12810R,32,3,9,ELECTROLYTE AND OSMOLALITY PNL,HC 6956 12810R OSMOLALITY POTAS,13,13,13,13,117,117,117,117
LAB12810R,32,7,12,ELECTROLYTE AND OSMOLALITY PNL,HC 6956 12810R CHLORIDE,13,13,13,13,156,156,156,156
LAB12810R,32,7,12,ELECTROLYTE AND OSMOLALITY PNL,HC 6956 12810R MAGNESIUM,13,13,13,13,156,156,156,156
LAB12810R,32,7,12,ELECTROLYTE AND OSMOLALITY PNL,HC 6956 12810R SODIUM,13,13,13,13,156,156,156,156
LAB12810R,32,7,12,ELECTROLYTE AND OSMOLALITY PNL,HC 6956 12810R PHOSPHORUS,13,13,13,13,156,156,156,156
LAB12810R,32,7,12,ELECTROLYTE AND OSMOLALITY PNL,HC 6956 12810R OSMOLALITY POTAS,13,13,13,13,156,156,156,156
LAB12811R,21,1,1,"MYOGLOBIN, URINE",HC 6956 12811R MYOGLOBIN URINE,19,19,19,19,19,19,19,19
LAB12811R,21,3,4,"MYOGLOBIN, URINE",HC 6956 12811R MYOGLOBIN URINE,19,19,19,19,76,76,76,76
LAB12811R,21,7,4,"MYOGLOBIN, URINE",HC 6956 12811R MYOGLOBIN URINE,19,19,19,19,76,76,76,76
LAB12814R,30,1,1,MYCOPLASMA ANTIBODIES IGG IGM,HC 6942 12814R MYCO PNM IGG IGM,52,52,52,52,52,52,52,52
LAB12814R,30,3,1,MYCOPLASMA ANTIBODIES IGG IGM,HC 6942 12814R MYCO PNM IGG IGM,52,52,52,52,52,52,52,52
LAB12814R,30,7,2,MYCOPLASMA ANTIBODIES IGG IGM,HC 6942 12814R MYCO PNM IGG IGM,52,52,52,52,104,104,104,104
LAB12815R,22,3,1,LYME DISEASE AB IGG IGM W/RFLX,HC 6942 12815R LYME AB IGG IGM,55,55,55,55,55,55,55,55
LAB12815R,22,7,2,LYME DISEASE AB IGG IGM W/RFLX,HC 6942 12815R LYME AB IGG IGM,55,55,55,55,110,110,110,110
LAB12838R,12,1,1,INSULIN-LIKE GROWTH FACTOR 1,HC 6956 12838R IGF1 SOMATOMED,28,28,28,28,28,28,28,28
LAB12838R,12,3,1,INSULIN-LIKE GROWTH FACTOR 1,HC 6956 12838R IGF1 SOMATOMED,28,28,28,28,28,28,28,28
LAB12838R,12,7,1,INSULIN-LIKE GROWTH FACTOR 1,HC 6956 12838R IGF1 SOMATOMED,28,28,28,28,28,28,28,28
LAB12853R,14,3,10,"EVEROLIMUS, BLOOD",HC 6956 12853R EVEROLIMUS BLOOD,170,170,170,170,1700,1700,1700,1700
LAB12853R,14,7,10,"EVEROLIMUS, BLOOD",HC 6956 12853R EVEROLIMUS BLOOD,170,170,170,170,1700,1700,1700,1700
LAB13006R,10,3,1,"REDUCING SUBSTANCE, FECES",HC 6956 REDUCE SUBSTANCE FECES,45,45,45,45,45,45,45,45
LAB13006R,10,7,1,"REDUCING SUBSTANCE, FECES",HC 6956 REDUCE SUBSTANCE FECES,45,45,45,45,45,45,45,45
