protocol_name,frac_out,n_pat_out,no_ttt_out,n_pres_out,frac_not,n_pat_not,no_ttt_not,n_pres_not,odds_ratio,fisher_pval,pval_str,drg_no,outlier,drg
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.1,12,108,48,0.007,4,591,15,16.42,3.063392331743014e-07,< 10^-6,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
IP RAD NEURORADIOLOGY PRE-PROCEDURE,0.282,22,56,22,0.062,21,316,22,5.91,3.205055540388888e-07,< 10^-6,1600,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
IP ICU/CCU GENERAL ADMIT,0.095,14,134,129,0.01,7,724,31,10.81,3.3710478143887085e-07,< 10^-6,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.218,17,61,119,0.036,15,401,65,7.45,3.806579313266266e-07,< 10^-6,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP ICU PAIN MANAGEMENT,0.065,18,258,94,0.01,14,1335,56,6.65,4.036059083133741e-07,< 10^-6,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.317,38,82,148,0.118,70,525,192,3.48,4.1194216240383617e-07,< 10^-6,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
IP ICU/CCU GENERAL ADMIT,0.13,30,200,128,0.283,350,885,2199,0.38,4.528102973536765e-07,< 10^-6,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC RIS CT CONTRAST ORDER SET,0.66,159,82,285,0.482,590,634,730,2.08,4.808436294968298e-07,< 10^-6,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.375,21,35,92,0.098,41,376,134,5.5,5.02896636000944e-07,< 10^-6,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC RIS MRI CONTRAST SMART SET,0.189,28,120,40,0.055,40,691,47,4.03,5.570553589903712e-07,< 10^-6,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
IP GEN ALBUMIN,0.171,13,63,118,0.017,6,357,14,12.28,5.639558487430474e-07,< 10^-6,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.519,67,62,144,0.744,558,192,1353,0.37,5.717121042015318e-07,< 10^-6,2462,lo,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.087,24,252,139,0.021,28,1321,131,4.49,5.998749702861019e-07,< 10^-6,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
"IP NEU ICU SHIVERING PROTOCOL FOR TIER 1, 2, AND 3",0.04,11,265,54,0.002,3,1346,17,18.62,6.403562483925764e-07,< 10^-6,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
IP/ED GEN HYPERKALEMIA THERAPY,0.22,18,64,138,0.04,15,364,78,6.83,6.575114252691456e-07,< 10^-6,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SHC IP GEN TUBE FEEDING,0.108,13,107,22,0.009,4,466,5,14.15,6.629490589629777e-07,< 10^-6,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC RIS DIAG/FLUORO SMART SET,0.192,23,97,90,0.047,28,567,103,4.8,7.253888416630952e-07,< 10^-6,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
IP ICU/CCU GENERAL ADMIT,0.322,19,40,138,0.074,27,339,199,5.96,7.963736755626268e-07,< 10^-6,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP VAD HEPARIN IV INFUSION LVAD PROTOCOLS,0.047,14,287,29,0.006,9,1623,12,8.8,8.040058904557807e-07,< 10^-6,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP REN CONTINUOUS RENAL REPLACEMENT THERAPY(CRRT),0.096,29,272,274,0.029,47,1585,358,3.6,8.411089798147294e-07,< 10^-6,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC RIS DIAG/FLUORO SMART SET,0.147,15,87,33,0.019,8,423,15,9.12,8.65778745840726e-07,< 10^-6,6267,hi,MAJOR SMALL BOWEL PROCEDURES
SHC IP GEN ELECTROLYTE REPLACEMENT SCALES,0.308,24,54,139,0.087,36,380,129,4.69,8.986750986037843e-07,< 10^-6,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC RIS CT CONTRAST ORDER SET,0.059,4,64,5,0.323,141,296,314,0.13,1.05989981428752e-06,< 10^-5,2448,lo,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.051,14,262,70,0.006,8,1341,24,8.96,1.078987103688888e-06,< 10^-5,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.136,12,76,40,0.012,5,412,8,13.01,1.1700176336084417e-06,< 10^-5,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC RIS DIAG/FLUORO SMART SET,0.158,38,203,116,0.058,71,1153,216,3.04,1.1947235505135807e-06,< 10^-5,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.218,24,86,79,0.061,41,626,164,4.26,1.2213789833823477e-06,< 10^-5,2412,hi,HEART FAILURE
SHC IP ICU PAIN MANAGEMENT,0.161,15,78,68,0.025,14,536,48,7.36,1.2290458684609352e-06,< 10^-5,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC RIS MRI CONTRAST SMART SET,0.221,17,60,20,0.513,263,250,361,0.27,1.2292510714525958e-06,< 10^-5,1599,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.441,26,33,135,0.15,55,311,297,4.46,1.3726739456643746e-06,< 10^-5,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC RIS CT CONTRAST ORDER SET,0.4,48,72,76,0.183,86,384,99,2.98,1.3849889817900772e-06,< 10^-5,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
IP ICU SUR/TRAUMA  ADMIT,0.176,18,84,152,0.032,14,417,112,6.38,1.4159718401031718e-06,< 10^-5,6267,hi,MAJOR SMALL BOWEL PROCEDURES
SHC IP VAD ARGATROBAN IV INFUSION LVAD PROTOCOLS,0.117,14,106,59,0.015,9,586,11,8.6,1.5055255917231904e-06,< 10^-5,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC RIS DIAG/FLUORO SMART SET,0.151,14,79,69,0.022,12,538,45,7.95,1.5502364220881092e-06,< 10^-5,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP ICU PAIN MANAGEMENT,0.211,16,60,116,0.036,13,350,56,7.18,1.6215464851141085e-06,< 10^-5,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
IP INSULIN TRANSITION OFF IV INFUSION,0.145,11,65,98,0.011,4,359,43,15.19,1.663936523142896e-06,< 10^-5,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
IP/ED GEN HYPERKALEMIA THERAPY,0.183,17,76,89,0.036,20,530,116,5.93,1.8755989491653944e-06,< 10^-5,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.314,32,70,143,0.111,48,383,212,3.65,1.8851435203724684e-06,< 10^-5,6267,hi,MAJOR SMALL BOWEL PROCEDURES
IP ICU SUR/TRAUMA  ADMIT,0.159,14,74,119,0.022,9,408,81,8.58,1.9885915758545723e-06,< 10^-5,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.377,29,48,227,0.14,81,498,441,3.71,2.1040472829867263e-06,< 10^-5,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC RIS CT CONTRAST ORDER SET,0.179,14,64,16,0.024,8,329,11,9.0,2.164914172324464e-06,< 10^-5,1600,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.571,32,24,152,0.247,103,314,450,4.06,2.179382708251775e-06,< 10^-5,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC RIS DIAG/FLUORO SMART SET,0.232,13,43,55,0.036,15,402,46,8.1,2.213371241832195e-06,< 10^-5,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.179,10,46,40,0.017,7,410,27,12.73,2.5372943001106796e-06,< 10^-5,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP ICU END OF LIFE CARE,0.13,10,67,66,0.012,7,572,53,12.2,2.8066590566476353e-06,< 10^-5,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP GEN TPN/PPN ADULT PROTOCOL,0.075,9,111,25,0.003,2,593,4,24.04,3.313011988049993e-06,< 10^-5,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
IP GEN ALBUMIN,0.12,29,212,80,0.039,48,1176,88,3.35,3.832386658615034e-06,< 10^-5,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.39,32,50,96,0.15,57,322,149,3.62,3.872589352983756e-06,< 10^-5,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.182,14,63,45,0.033,19,560,74,6.55,3.99908190214441e-06,< 10^-5,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP GEN TUBE FEEDING,0.182,14,63,31,0.033,19,560,44,6.55,3.99908190214441e-06,< 10^-5,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.175,21,99,46,0.043,20,450,43,4.77,4.532593814389582e-06,< 10^-5,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.095,23,218,110,0.026,32,1192,113,3.93,4.58102461840412e-06,< 10^-5,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
IP GEN VTE PROPHYLAXIS,0.054,15,261,17,0.009,12,1337,20,6.4,4.928569276872568e-06,< 10^-5,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.16,35,184,145,0.303,520,1194,2946,0.44,5.2296216905615324e-06,< 10^-5,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP NSR ICU NEUROSURGERY POSTOPERATIVE,0.6,87,58,1524,0.38,173,282,2915,2.45,5.242149718740433e-06,< 10^-5,1601,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
IP/ED MEDICATION ADMINISTRATION - INTRANASAL ANETHETIC FOR NG,0.125,11,77,16,0.012,5,412,9,11.77,5.28241480223962e-06,< 10^-5,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.195,47,194,181,0.088,108,1116,394,2.5,5.319432461172925e-06,< 10^-5,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
IP RD TUBE FEEDS,0.169,10,49,55,0.016,6,360,12,12.24,5.334551437358427e-06,< 10^-5,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP NSR ICU NEUROSURGERY POSTOPERATIVE,0.338,26,51,411,0.618,317,196,6057,0.32,5.7215117869617114e-06,< 10^-5,1599,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.364,32,56,261,0.144,60,357,310,3.4,6.2001804456599535e-06,< 10^-5,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.265,18,50,54,0.063,21,311,46,5.33,6.360156298464344e-06,< 10^-5,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
SHC IP CVICU HIGH RISK TUBE FEEDING PROTOCOL,0.125,7,49,13,0.005,2,415,4,29.64,6.847977172541773e-06,< 10^-5,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP GEN TPN/PPN ADULT PROTOCOL,0.125,7,49,23,0.005,2,415,2,29.64,6.847977172541773e-06,< 10^-5,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP ICU END OF LIFE CARE,0.125,7,49,33,0.005,2,415,13,29.64,6.847977172541773e-06,< 10^-5,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.154,37,204,205,0.061,75,1149,300,2.78,7.053828306773369e-06,< 10^-5,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP ICU END OF LIFE CARE,0.143,43,258,257,0.063,102,1530,609,2.5,7.253479151146545e-06,< 10^-5,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.17,15,73,84,0.031,13,404,42,6.39,7.535003996563596e-06,< 10^-5,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC RIS CT CONTRAST ORDER SET,0.645,194,107,364,0.505,824,808,1033,1.78,7.779795889433773e-06,< 10^-5,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP GEN ELECTROLYTE REPLACEMENT SCALES,0.275,28,74,163,0.093,40,391,213,3.7,8.279739388212035e-06,< 10^-5,6267,hi,MAJOR SMALL BOWEL PROCEDURES
IP GEN ALBUMIN,0.271,16,43,76,0.063,23,343,42,5.55,8.776253308256878e-06,< 10^-5,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP GEN ALBUMIN,0.113,34,267,107,0.043,70,1562,147,2.84,8.87786007077137e-06,< 10^-5,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.108,9,74,40,0.008,4,481,14,14.63,8.890751564795375e-06,< 10^-5,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
IP CAR CIED PRE-PROCEDURE,0.105,8,68,12,0.003,1,326,1,38.35,8.933136038192422e-06,< 10^-5,5613,hi,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
SHC IP ICU VOLUME BASED TUBE FEEDING (ICU ONLY),0.036,10,266,24,0.003,4,1345,13,12.64,9.121313254653656e-06,< 10^-5,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
IP ICU SEDATION MANAGEMENT FOR MECHANICALLY VENTILATED PATIENTS,0.056,17,284,27,0.012,20,1612,25,4.82,9.839911946331875e-06,< 10^-5,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.13,10,67,72,0.016,9,570,42,9.45,1.0927882552306144e-05,< 10^-4,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
IP RD TUBE FEEDS,0.169,13,64,37,0.031,18,561,34,6.33,1.0991301602320005e-05,< 10^-4,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP ICU PAIN MANAGEMENT,0.081,7,79,35,0.002,1,472,8,41.82,1.1538394176920332e-05,< 10^-4,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC IP GEN TPN/PPN ADULT PROTOCOL,0.054,13,228,31,0.008,10,1214,20,6.92,1.1626659138772956e-05,< 10^-4,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC RIS MRI CONTRAST SMART SET,0.018,4,215,4,0.097,167,1547,189,0.17,1.1902822660529578e-05,< 10^-4,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC RIS MRI CONTRAST SMART SET,0.232,13,43,17,0.044,17,371,17,6.6,1.2095376158904574e-05,< 10^-4,6427,hi,OTHER CHEMOTHERAPY
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.127,13,89,22,0.019,8,423,9,7.72,1.222700242377114e-05,< 10^-4,6267,hi,MAJOR SMALL BOWEL PROCEDURES
SHC RIS DIAG/FLUORO SMART SET,0.125,11,77,26,0.014,6,411,7,9.79,1.2821809611396782e-05,< 10^-4,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC RIS DIAG/FLUORO SMART SET,0.158,12,64,32,0.022,8,355,31,8.32,1.2851753897865831e-05,< 10^-4,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
IP RESP INHALED EPOPROSTENOL (VELETRI),0.301,28,65,60,0.113,62,488,160,3.39,1.3139466021884416e-05,< 10^-4,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.305,18,41,62,0.085,31,335,77,4.74,1.3597774700824907e-05,< 10^-4,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP ICU/CCU GENERAL ADMIT,0.276,21,55,225,0.083,30,333,230,4.24,1.4019594055561752e-05,< 10^-4,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC IP NSR ICU NEUROSURGERY POSTOPERATIVE,0.287,56,139,902,0.45,644,786,11637,0.49,1.419758636109804e-05,< 10^-4,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.22,13,46,98,0.041,15,351,62,6.61,1.4609948610014313e-05,< 10^-4,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP ICU PAIN MANAGEMENT,0.108,11,91,58,0.012,5,426,22,10.3,1.461996008768512e-05,< 10^-4,6267,hi,MAJOR SMALL BOWEL PROCEDURES
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.07,21,280,40,0.02,32,1600,49,3.75,1.5221511125701194e-05,< 10^-4,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC ANE PACU,0.274,17,45,194,0.573,228,170,2878,0.28,1.5570739510777784e-05,< 10^-4,2447,lo,OTHER DIGESTIVE SYSTEM DIAGNOSES
IP GEN ARGATROBAN IV INFUSION,0.172,16,77,32,0.04,22,528,36,4.99,1.629897801849765e-05,< 10^-4,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.032,7,212,19,0.12,205,1509,884,0.24,1.642713569975997e-05,< 10^-4,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC RIS CT CONTRAST ORDER SET,0.292,28,68,36,0.527,326,293,555,0.37,1.649718171641373e-05,< 10^-4,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP ANE PERIPHERAL NERVE CATHETER/REGIONAL ANALGESIA,0.018,1,55,3,0.24,100,317,364,0.06,1.6501917272749974e-05,< 10^-4,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
IP ICU SUR/TRAUMA  ADMIT,0.116,10,76,54,0.013,6,467,33,10.24,1.6694766886586586e-05,< 10^-4,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC IP PAI EPIDURAL ANALGESIA,0.25,24,72,158,0.082,41,457,250,3.72,1.6775096675378167e-05,< 10^-4,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.196,20,82,143,0.053,23,408,95,4.33,1.711267586163681e-05,< 10^-4,6267,hi,MAJOR SMALL BOWEL PROCEDURES
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.075,9,111,33,0.004,2,468,13,18.97,1.7564865148916845e-05,< 10^-4,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
IP REN CONTINUOUS RENAL REPLACEMENT THERAPY(CRRT),0.159,13,69,209,0.026,10,369,84,6.95,1.880107115149249e-05,< 10^-4,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP GEN ARGATROBAN IV INFUSION,0.03,9,292,10,0.002,4,1628,6,12.54,1.933417726160299e-05,< 10^-4,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP RESP INHALED EPOPROSTENOL (VELETRI),0.105,8,68,22,0.006,2,361,6,21.24,1.9546727146459584e-05,< 10^-4,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC RIS MRI CONTRAST SMART SET,0.022,5,225,5,0.1,123,1112,138,0.2,2.026868913380224e-05,< 10^-4,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.092,9,89,30,0.008,4,510,8,12.89,2.0338855326273516e-05,< 10^-4,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
RETIRE IP RAD INTERVENTIONAL RADIOLOGY POSTOP (SAME DAY DISCHARGE),0.066,20,281,52,0.018,30,1602,93,3.8,2.075472193226412e-05,< 10^-4,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC ANE PACU,0.166,40,201,499,0.074,91,1133,924,2.48,2.1435836711342857e-05,< 10^-4,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP/ED/CDU GEN COMFORT CARE - NON ICU UNITS,0.103,7,61,22,0.003,1,331,10,37.98,2.1734784540774616e-05,< 10^-4,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
SHC RIS MRI CONTRAST SMART SET,0.65,78,42,119,0.43,202,268,262,2.46,2.3197492640742112e-05,< 10^-4,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC IP ICU COVID-19 EVALUATION/MANAGEMENT,0.06,18,283,249,0.015,25,1607,250,4.09,2.62103399509692e-05,< 10^-4,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP GEN BRONCHOSCOPY PRE/INTRA/POST,0.06,18,283,146,0.015,25,1607,224,4.09,2.62103399509692e-05,< 10^-4,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP CTS ICU CARDIAC SURGERY POSTOP,0.875,49,7,1415,0.6,250,167,6846,4.68,2.6773568680742487e-05,< 10^-4,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
IP RD TUBE FEEDS,0.08,7,81,37,0.002,1,416,2,35.95,2.7327775168898547e-05,< 10^-4,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.5,37,37,81,0.746,388,132,843,0.34,2.7705456904311383e-05,< 10^-4,1836,lo,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
SHC RIS CT CONTRAST ORDER SET,0.212,18,67,22,0.054,18,315,20,4.7,2.8349687550662477e-05,< 10^-4,2474,hi,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
IP RESP INHALED EPOPROSTENOL (VELETRI),0.292,35,85,87,0.129,77,518,183,2.77,2.8482932513969467e-05,< 10^-4,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.471,32,36,67,0.732,320,117,800,0.33,2.920654851996654e-05,< 10^-4,2448,lo,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
IP RD TUBE FEEDS,0.005,1,218,1,0.064,109,1605,354,0.07,3.4219674349390224e-05,< 10^-4,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.174,48,228,237,0.085,115,1234,582,2.26,3.68052734425986e-05,< 10^-4,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.169,14,69,30,0.037,18,467,38,5.26,3.718563310827099e-05,< 10^-4,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
SHC RIS CT CONTRAST ORDER SET,0.525,31,28,78,0.249,91,275,143,3.35,3.738058958842647e-05,< 10^-4,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC RIS CT CONTRAST ORDER SET,0.451,41,50,72,0.228,81,275,99,2.78,3.9040265437607054e-05,< 10^-4,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
IP GEN ARGATROBAN IV INFUSION,0.143,8,48,21,0.014,6,411,10,11.42,4.085837472501926e-05,< 10^-4,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP REN HEMODIALYSIS/PUF,0.143,8,48,38,0.014,6,411,11,11.42,4.085837472501926e-05,< 10^-4,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.115,9,69,37,0.012,5,411,9,10.72,4.09950677848656e-05,< 10^-4,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
