protocol_name,frac_out,n_pat_out,no_ttt_out,n_pres_out,frac_not,n_pat_not,no_ttt_not,n_pres_not,odds_ratio,fisher_pval,pval_str,drg_no,outlier,drg
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.829,68,14,1340,0.501,190,189,1439,4.83,2.0613244014374072e-08,< 10^-7,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP ICU/CCU GENERAL ADMIT,0.13,30,200,690,0.301,372,863,9319,0.35,2.0785476461483945e-08,< 10^-7,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
IP RAD NEURORADIOLOGY PRE-PROCEDURE,0.241,35,110,435,0.062,28,427,350,4.85,2.1214917942393857e-08,< 10^-7,1601,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.725,74,28,430,0.42,181,250,693,3.65,2.3990947795560693e-08,< 10^-7,6267,hi,MAJOR SMALL BOWEL PROCEDURES
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.197,15,61,511,0.017,6,357,152,14.63,2.4738183731444017e-08,< 10^-7,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
IP VAST RN POST PLACEMENT (VAST RN ONLY),0.014,3,216,19,0.118,202,1512,1394,0.1,3.580300568128637e-08,< 10^-7,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.482,27,29,154,0.144,60,357,168,5.54,3.770096635192359e-08,< 10^-7,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP GEN TUBE FEEDING,0.234,18,59,63,0.038,22,557,64,7.72,3.8428753225827755e-08,< 10^-7,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.117,14,106,177,0.008,5,590,52,15.58,3.946130843069944e-08,< 10^-7,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.169,33,162,76,0.359,514,916,1760,0.36,4.47991402583672e-08,< 10^-7,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC ANE PACU,0.258,31,89,266,0.074,44,551,262,4.36,6.524951521282987e-08,< 10^-7,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
"IP LAB SPECIMEN TESTING, CSF",0.158,19,101,231,0.021,10,460,88,8.65,6.766627258737628e-08,< 10^-7,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
IP VAST RN POST PLACEMENT (VAST RN ONLY),0.209,18,68,111,0.032,15,458,102,8.08,6.88804507352033e-08,< 10^-7,6268,hi,MAJOR LARGE BOWEL PROCEDURES
IP VAST RN POST PLACEMENT (VAST RN ONLY),0.009,2,228,14,0.102,126,1109,837,0.08,7.16108385520981e-08,< 10^-7,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.219,21,75,185,0.511,316,303,3913,0.27,7.620142613404404e-08,< 10^-7,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP REN HEMODIALYSIS,0.172,16,77,576,0.022,12,538,143,9.32,7.778628191979066e-08,< 10^-7,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
IP VAST RN POST PLACEMENT (VAST RN ONLY),0.161,15,78,135,0.018,10,540,78,10.38,8.54714177602052e-08,< 10^-7,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
IP RAD NEURORADIOLOGY POST-PROCEDURE,0.283,34,86,407,0.085,40,430,409,4.25,8.669036187870564e-08,< 10^-7,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC IP GEN TUBE FEEDING,0.271,16,43,60,0.038,14,352,67,9.36,8.944839696456974e-08,< 10^-7,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP RAD NEURORADIOLOGY POST-PROCEDURE,0.333,26,52,263,0.083,28,309,325,5.52,9.262717045166578e-08,< 10^-7,1600,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
IP VAST RN POST PLACEMENT (VAST RN ONLY),0.321,18,38,139,0.06,25,392,179,7.43,9.916285124596809e-08,< 10^-7,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.982,55,1,237,0.687,283,129,1082,25.07,1.1367397397424596e-07,< 10^-6,1930,hi,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.308,37,83,268,0.102,48,422,204,3.92,1.171711681440788e-07,< 10^-6,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
IP ICU SUR/TRAUMA  ADMIT,0.193,17,71,318,0.026,11,406,195,8.84,1.3222916354946786e-07,< 10^-6,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC IP PAI EPIDURAL ANALGESIA,0.233,20,66,123,0.044,21,452,151,6.52,1.3523031326927977e-07,< 10^-6,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC IP CTS ECMO ORDERSET,0.132,10,66,357,0.003,1,362,22,54.85,1.3668157469021776e-07,< 10^-6,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
IP VAST RN POST PLACEMENT (VAST RN ONLY),0.132,10,66,83,0.003,1,362,7,54.85,1.3668157469021776e-07,< 10^-6,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
"IP LAB SPECIMEN TESTING, BLOOD CULTURE - INFECTIOUS AGENT DETECTION",0.142,17,103,47,0.017,8,462,16,9.53,1.627138115768814e-07,< 10^-6,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.267,32,88,93,0.077,36,434,96,4.38,1.635542967450815e-07,< 10^-6,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.167,10,50,23,0.518,245,228,1100,0.19,1.6742334960373734e-07,< 10^-6,6267,lo,MAJOR SMALL BOWEL PROCEDURES
"IP LAB SPECIMEN TESTING, BLOOD CULTURE - INFECTIOUS AGENT DETECTION",0.294,20,48,68,0.057,19,313,44,6.86,1.6877362537807097e-07,< 10^-6,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.067,3,42,33,0.448,167,206,2171,0.09,1.869082847967128e-07,< 10^-6,2474,lo,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.048,7,139,19,0.212,170,630,600,0.19,2.3130974751567877e-07,< 10^-6,2459,lo,HIP JOINT REPLACEMENT
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.221,17,60,36,0.033,12,352,29,8.31,2.408491676825505e-07,< 10^-6,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.148,27,155,92,0.035,23,632,64,4.79,2.429592506689416e-07,< 10^-6,2460,hi,KNEE JOINT REPLACEMENT
IP REN CONTINUOUS RENAL REPLACEMENT THERAPY(CRRT),0.108,9,74,122,0.002,1,461,14,56.07,2.6314895604646505e-07,< 10^-6,1806,hi,HEART FAILURE AND SHOCK WITH MCC
SHC IP NSR NEUROSURGERY ADMISSION/POST-OP,0.319,88,188,1973,0.486,656,693,13633,0.49,2.9724008396250785e-07,< 10^-6,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
IP RAD NEURORADIOLOGY POST-PROCEDURE,0.255,37,108,404,0.081,37,418,425,3.87,3.0790212313250313e-07,< 10^-6,1601,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.633,38,22,247,0.288,121,299,574,4.27,3.114354109032766e-07,< 10^-6,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.08,22,254,761,0.016,22,1327,714,5.22,3.15311397089571e-07,< 10^-6,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
IP CAR CIED POST PROCEDURE,0.145,11,65,128,0.006,2,325,21,27.5,3.230999604601598e-07,< 10^-6,5613,hi,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
IP LABS CULTURES,0.258,24,69,165,0.067,37,513,112,4.82,3.384856691681712e-07,< 10^-6,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.218,17,61,666,0.036,15,401,370,7.45,3.806579313266266e-07,< 10^-6,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
IP ICU SUR/TRAUMA  ADMIT,0.186,19,83,500,0.032,14,417,394,6.82,4.082126819028185e-07,< 10^-6,6267,hi,MAJOR SMALL BOWEL PROCEDURES
IP REN CONTINUOUS RENAL REPLACEMENT THERAPY(CRRT),0.096,29,272,318,0.028,45,1587,482,3.76,4.311708023259297e-07,< 10^-6,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.17,15,73,499,0.022,9,408,206,9.32,4.84258951576866e-07,< 10^-6,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.375,21,35,1059,0.098,41,376,1257,5.5,5.02896636000944e-07,< 10^-6,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
IP LABS CULTURES,0.145,11,65,46,0.008,3,360,10,20.31,5.157203485434754e-07,< 10^-6,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.607,34,22,158,0.257,106,306,357,4.46,5.192523027083487e-07,< 10^-6,1930,hi,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.397,27,41,137,0.123,41,291,111,4.67,5.416313579692422e-07,< 10^-6,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
IP VAST RN POST PLACEMENT (VAST RN ONLY),0.178,43,198,305,0.069,85,1139,546,2.91,5.660808785353847e-07,< 10^-6,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.519,67,62,779,0.744,558,192,7183,0.37,5.717121042015318e-07,< 10^-6,2462,lo,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.317,38,82,1681,0.121,72,523,1976,3.37,5.727208781983928e-07,< 10^-6,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.592,71,49,526,0.345,205,390,1010,2.76,6.313714827303022e-07,< 10^-6,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP/ED/CDU GEN COMFORT CARE - NON ICU UNITS,0.132,9,59,135,0.003,1,331,15,50.49,6.454641912267188e-07,< 10^-6,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.333,34,68,245,0.118,51,380,311,3.73,7.373373020202427e-07,< 10^-6,6267,hi,MAJOR SMALL BOWEL PROCEDURES
SHC IP ICU SPINAL CORD ISCHEMIA PREVENTION PROTOCOL,0.142,17,103,295,0.024,14,581,276,6.85,7.861444567457604e-07,< 10^-6,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP CVICU HIGH RISK TUBE FEEDING PROTOCOL,0.118,11,82,19,0.009,5,545,9,14.62,7.912148948178335e-07,< 10^-6,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP VAD HEPARIN IV INFUSION LVAD PROTOCOLS,0.047,14,287,440,0.006,9,1623,173,8.8,8.040058904557807e-07,< 10^-6,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.182,14,63,100,0.022,8,356,69,9.89,8.32490410009691e-07,< 10^-6,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.198,18,73,39,0.034,12,344,20,7.07,8.661201499338481e-07,< 10^-6,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.027,2,72,2,0.254,132,388,407,0.08,8.668550733206243e-07,< 10^-6,1836,lo,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
IP CAR CIED POST PROCEDURE,0.226,21,72,233,0.055,30,520,398,5.06,8.924104540144829e-07,< 10^-6,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP GEN TUBE FEEDING,0.293,24,58,156,0.079,30,349,128,4.81,9.073705149518854e-07,< 10^-6,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP RAD NEURORADIOLOGY PRE-PROCEDURE,0.282,22,56,294,0.068,23,314,273,5.36,9.219632871275152e-07,< 10^-6,1600,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
IP MED GENERAL ADMIT,0.595,179,122,2850,0.738,1205,427,17960,0.52,9.605730140253992e-07,< 10^-6,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.051,14,262,187,0.006,8,1341,81,8.96,1.078987103688888e-06,< 10^-5,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
IP VAST RN POST PLACEMENT (VAST RN ONLY),0.151,14,79,108,0.016,6,361,33,10.66,1.0858449619163395e-06,< 10^-5,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.218,24,86,432,0.061,41,626,912,4.26,1.2213789833823477e-06,< 10^-5,2412,hi,HEART FAILURE
IP RAD NEURORADIOLOGY POST-PROCEDURE,0.021,4,191,42,0.124,177,1253,2423,0.15,1.2383115515573989e-06,< 10^-5,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP GEN TPN/PPN ADULT PROTOCOL,0.245,25,77,168,0.067,29,402,189,4.5,1.2415441889091146e-06,< 10^-5,6267,hi,MAJOR SMALL BOWEL PROCEDURES
IP RESP INHALED EPOPROSTENOL (VELETRI),0.323,30,63,196,0.113,62,488,471,3.75,1.2447433543140693e-06,< 10^-5,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.589,33,23,230,0.257,107,310,638,4.16,1.2951393588702257e-06,< 10^-5,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.441,26,33,190,0.15,55,311,394,4.46,1.3726739456643746e-06,< 10^-5,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.196,20,82,205,0.042,18,413,163,5.6,1.400431977542514e-06,< 10^-5,6267,hi,MAJOR SMALL BOWEL PROCEDURES
SHC IP VAD ARGATROBAN IV INFUSION LVAD PROTOCOLS,0.117,14,106,567,0.015,9,586,150,8.6,1.5055255917231904e-06,< 10^-5,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP GEN TPN/PPN ADULT PROTOCOL,0.058,14,227,87,0.007,9,1215,57,8.33,1.521431710751368e-06,< 10^-5,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
"IP LAB SPECIMEN TESTING, RESPIRATORY SECRETIONS",0.108,10,83,25,0.007,4,546,10,16.45,1.5682597016405658e-06,< 10^-5,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
IP/ED GEN HYPERKALEMIA THERAPY,0.172,16,77,79,0.031,17,533,84,6.51,1.5996544745201665e-06,< 10^-5,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP GEN TUBE FEEDING,0.211,16,60,61,0.036,13,350,40,7.18,1.6215464851141085e-06,< 10^-5,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
IP INSULIN TRANSITION OFF IV INFUSION,0.145,11,65,111,0.011,4,359,34,15.19,1.663936523142896e-06,< 10^-5,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.145,11,65,103,0.011,4,359,39,15.19,1.663936523142896e-06,< 10^-5,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.594,57,39,327,0.329,164,334,550,2.98,1.6772261010018878e-06,< 10^-5,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.196,11,45,136,0.022,9,408,110,11.08,1.816138570927268e-06,< 10^-5,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.313,26,57,69,0.101,49,436,96,4.06,1.836737344980623e-06,< 10^-5,1712,hi,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.208,16,61,69,0.493,253,260,1133,0.27,2.07216825411971e-06,< 10^-5,1599,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
IP VAST RN POST PLACEMENT (VAST RN ONLY),0.092,9,89,58,0.004,2,512,12,25.89,2.08040431138012e-06,< 10^-5,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
"IP LAB SPECIMEN TESTING, PLEURAL FLUID",0.095,23,218,260,0.025,30,1194,283,4.2,2.098804992099877e-06,< 10^-5,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.434,33,43,231,0.171,62,301,340,3.73,2.2062975341493104e-06,< 10^-5,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.135,10,64,28,0.406,211,309,849,0.23,2.4783053504645508e-06,< 10^-5,1836,lo,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.097,6,56,22,0.389,155,243,860,0.17,2.5759997128710804e-06,< 10^-5,2447,lo,OTHER DIGESTIVE SYSTEM DIAGNOSES
IP ICU/CCU GENERAL ADMIT,0.322,19,40,696,0.082,30,336,858,5.32,2.6416166259219898e-06,< 10^-5,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.361,79,140,424,0.531,910,804,5492,0.5,2.6559823614604297e-06,< 10^-5,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP ICU END OF LIFE CARE,0.13,10,67,61,0.012,7,572,54,12.2,2.8066590566476353e-06,< 10^-5,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.162,39,202,628,0.064,78,1146,952,2.84,2.931420229749718e-06,< 10^-5,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.136,12,76,352,0.014,6,411,122,10.82,3.0085175973168474e-06,< 10^-5,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
"IP LAB SPECIMEN TESTING, RESPIRATORY SECRETIONS",0.036,10,266,18,0.002,3,1346,4,16.87,3.063486821610028e-06,< 10^-5,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
"IP NEU ICU SHIVERING PROTOCOL FOR TIER 1, 2, AND 3",0.036,10,266,114,0.002,3,1346,23,16.87,3.063486821610028e-06,< 10^-5,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.095,23,218,647,0.025,31,1193,644,4.06,3.121649650202065e-06,< 10^-5,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.198,18,73,108,0.039,14,342,40,6.02,3.295813636146196e-06,< 10^-5,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
SHC IP GEN TPN/PPN ADULT PROTOCOL,0.075,9,111,61,0.003,2,593,16,24.04,3.313011988049993e-06,< 10^-5,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
IP ICU/CCU GENERAL ADMIT,0.218,17,61,338,0.046,19,397,357,5.82,3.4097229596588245e-06,< 10^-5,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
IP ICU SUR/TRAUMA  ADMIT,0.128,11,75,211,0.013,6,467,141,11.42,3.5796478803855313e-06,< 10^-5,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.273,24,64,286,0.082,34,383,292,4.22,3.5802221687370563e-06,< 10^-5,2448,hi,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.377,29,48,253,0.145,84,495,446,3.56,3.635736411432354e-06,< 10^-5,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.581,54,39,333,0.322,177,373,820,2.92,3.657594899285181e-06,< 10^-5,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.373,22,37,132,0.115,42,324,141,4.59,3.6704857257504462e-06,< 10^-5,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.16,35,184,187,0.304,521,1193,3873,0.44,3.817763058865069e-06,< 10^-5,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.39,32,50,1111,0.15,57,322,1540,3.62,3.872589352983756e-06,< 10^-5,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP VAST RN POST PLACEMENT (VAST RN ONLY),0.265,18,50,146,0.06,20,312,127,5.62,3.932580633006615e-06,< 10^-5,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.182,14,63,248,0.033,19,560,380,6.55,3.99908190214441e-06,< 10^-5,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.36,31,55,322,0.14,66,407,271,3.48,4.095189521068755e-06,< 10^-5,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC IP ICU VOLUME BASED TUBE FEEDING (ICU ONLY),0.033,9,267,22,0.001,2,1347,6,22.7,4.202630992283818e-06,< 10^-5,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.241,14,44,27,0.566,232,178,1213,0.24,4.2298332385718025e-06,< 10^-5,1930,lo,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.172,16,77,144,0.035,19,531,164,5.81,4.334106835421092e-06,< 10^-5,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.481,62,67,251,0.695,521,229,2255,0.41,4.461371621506367e-06,< 10^-5,2462,lo,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
IP LABS CULTURES,0.021,2,94,12,0.184,114,505,658,0.09,4.495006744163774e-06,< 10^-5,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.174,15,71,146,0.032,15,458,126,6.45,4.5601046820767975e-06,< 10^-5,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.375,15,25,84,0.087,32,336,117,6.3,4.629421757887173e-06,< 10^-5,6164,hi,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.132,24,158,78,0.035,23,632,55,4.17,4.761928385513269e-06,< 10^-5,2460,hi,KNEE JOINT REPLACEMENT
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.559,52,41,345,0.297,109,258,537,3.0,4.96912488591376e-06,< 10^-5,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
