procedure_cat,reference_code_set,code,proc_simple,proc_simple_comment,reference_description
AMP,ICD-10-PCS,0Y6M0ZF,Orthopedic surgery,Leg amputation,"Detachment at Right Foot, Partial 5th Ray, Open Approach"
AMP,ICD-10-PCS,0Y6F0ZZ,Orthopedic surgery,Leg amputation,"Detachment at Right Knee Region, Open Approach"
AMP,ICD-10-PCS,0Y6H0Z1,Orthopedic surgery,Leg amputation,"Detachment at Right Lower Leg, High, Open Approach"
AMP,ICD-10-PCS,0Y6H0Z3,Orthopedic surgery,Leg amputation,"Detachment at Right Lower Leg, Low, Open Approach"
AMP,ICD-10-PCS,0Y6H0Z2,Orthopedic surgery,Leg amputation,"Detachment at Right Lower Leg, Mid, Open Approach"
AMP,ICD-10-PCS,0Y6C0Z1,Orthopedic surgery,Leg amputation,"Detachment at Right Upper Leg, High, Open Approach"
AMP,ICD-10-PCS,0Y6C0Z3,Orthopedic surgery,Leg amputation,"Detachment at Right Upper Leg, Low, Open Approach"
AMP,ICD-10-PCS,0Y6C0Z2,Orthopedic surgery,Leg amputation,"Detachment at Right Upper Leg, Mid, Open Approach"
AMP,ICD-10-PCS,0Y640ZZ,Orthopedic surgery,,"Detachment at Bilateral Hindquarter, Open Approach"
AMP,ICD-10-PCS,0Y630ZZ,Orthopedic surgery,,"Detachment at Left Hindquarter, Open Approach"
AMP,ICD-10-PCS,0Y620ZZ,Orthopedic surgery,,"Detachment at Right Hindquarter, Open Approach"
APPY,CPT,44950,Intra_abdominal surgery,Appendectomy,Appendectomy
APPY,CPT,44960,Intra_abdominal surgery,Appendectomy,Appendectomy; for ruptured appendix with abscess or generalized peritonitis 
APPY,CPT,44955,Intra_abdominal surgery,Appendectomy,Appendectomy; when done for indicated purpose at time of other major procedure (not as separate procedure) (List separately in No changeition to code for primary procedure) 
APPY,CPT,44900,Intra_abdominal surgery,Appendectomy,"Incision and drainage of appendiceal abscess, open"
APPY,CPT,44970,Intra_abdominal surgery,Appendectomy,"Laparoscopy, surgical, appendectomy "
APPY,CPT,44979,Intra_abdominal surgery,Appendectomy,"Unlisted laparoscopy procedure, appendix "
APPY,ICD-10-PCS,0D5J0ZZ,Intra_abdominal surgery,Appendectomy,"Destruction of Appendix, Open Approach"
APPY,ICD-10-PCS,0D5J4ZZ,Intra_abdominal surgery,Appendectomy,"Destruction of Appendix, Percutaneous Endoscopic Approach"
APPY,ICD-10-PCS,0D9J00Z,Intra_abdominal surgery,Appendectomy,"Drainage of Appendix with Drainage Device, Open Approach"
APPY,ICD-10-PCS,0D9J40Z,Intra_abdominal surgery,Appendectomy,"Drainage of Appendix with Drainage Device, Percutaneous Endoscopic Approach"
APPY,ICD-10-PCS,0D9J0ZZ,Intra_abdominal surgery,Appendectomy,"Drainage of Appendix, Open Approach"
APPY,ICD-10-PCS,0D9J4ZZ,Intra_abdominal surgery,Appendectomy,"Drainage of Appendix, Percutaneous Endoscopic Approach"
APPY,ICD-10-PCS,0DBJ0ZZ,Intra_abdominal surgery,Appendectomy,"Excision of Appendix, Open Approach"
APPY,ICD-10-PCS,0DBJ4ZZ,Intra_abdominal surgery,Appendectomy,"Excision of Appendix, Percutaneous Endoscopic Approach"
APPY,ICD-10-PCS,0DCJ0ZZ,Intra_abdominal surgery,Appendectomy,"Extirpation of Matter from Appendix, Open Approach"
APPY,ICD-10-PCS,0DCJ4ZZ,Intra_abdominal surgery,Appendectomy,"Extirpation of Matter from Appendix, Percutaneous Endoscopic Approach"
APPY,ICD-10-PCS,0DQJ0ZZ,Intra_abdominal surgery,Appendectomy,"Repair Appendix, Open Approach"
APPY,ICD-10-PCS,0DQJ4ZZ,Intra_abdominal surgery,Appendectomy,"Repair Appendix, Percutaneous Endoscopic Approach"
APPY,ICD-10-PCS,0DTJ0ZZ,Intra_abdominal surgery,Appendectomy,"Resection of Appendix, Open Approach"
APPY,ICD-10-PCS,0DTJ4ZZ,Intra_abdominal surgery,Appendectomy,"Resection of Appendix, Percutaneous Endoscopic Approach"
AVSD,CPT,36820,Vascular surgery,AV fistula,"Arteriovenous anastomosis, open; by forearm vein transposition "
AVSD,CPT,36819,Vascular surgery,AV fistula,"Arteriovenous anastomosis, open; by upper arm basilic vein transposition "
AVSD,CPT,36818,Vascular surgery,AV fistula,"Arteriovenous anastomosis, open; by upper arm cephalic vein transposition "
AVSD,CPT,36821,Vascular surgery,AV fistula,"Arteriovenous anastomosis, open; direct, any site (e.g., Cimino type) (separate procedure) "
AVSD,CPT,36825,Vascular surgery,AV fistula,Creation of arteriovenous fistula by other than direct arteriovenous anastomosis (separate procedure); autogenous graft 
AVSD,CPT,36830,Vascular surgery,AV fistula,Creation of arteriovenous fistula by other than direct arteriovenous anastomosis (separate procedure); non autogenous graft 
AVSD,CPT,36838,Vascular surgery,AV fistula,"Distal revascularization and interval ligation (DRIL), upper extremity hemodialysis access (steal syndrome) "
AVSD,CPT,36810,Vascular surgery,AV fistula,"Insertion of cannula for hemodialysis, other purpose (separate procedure); arteriovenous, external (Scribner type) "
AVSD,CPT,36815,Vascular surgery,AV fistula,"Insertion of cannula for hemodialysis, other purpose (separate procedure); arteriovenous, external revision, or closure "
AVSD,CPT,36800,Vascular surgery,AV fistula,"Insertion of cannula for hemodialysis, other purpose (separate procedure); vein to vein "
AVSD,CPT,36833,Vascular surgery,AV fistula,"Revision, open, arteriovenous fistula; with thrombectomy, autogenous or nonautogenous dialysis graft (separate procedure)"
AVSD,CPT,36832,Vascular surgery,AV fistula,"Revision, open, arteriovenous fistula; without thrombectomy, autogenous or nonautogenous dialysis graft (separate procedure)"
AVSD,ICD-10-PCS,03120AF,Vascular surgery,AV fistula,"Bypass Innominate Artery to Lower Arm Vein with Autologous Arterial Tissue, Open Approach"
AVSD,ICD-10-PCS,031209F,Vascular surgery,AV fistula,"Bypass Innominate Artery to Lower Arm Vein with Autologous Venous Tissue, Open Approach"
AVSD,ICD-10-PCS,03120KF,Vascular surgery,AV fistula,"Bypass Innominate Artery to Lower Arm Vein with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,03120JF,Vascular surgery,AV fistula,"Bypass Innominate Artery to Lower Arm Vein with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,03120ZF,Vascular surgery,AV fistula,"Bypass Innominate Artery to Lower Arm Vein, Open Approach"
AVSD,ICD-10-PCS,03120AW,Vascular surgery,AV fistula,"Bypass Innominate Artery to Lower Extremity Vein with Autologous Arterial Tissue, Open Approach"
AVSD,ICD-10-PCS,031209W,Vascular surgery,AV fistula,"Bypass Innominate Artery to Lower Extremity Vein with Autologous Venous Tissue, Open Approach"
AVSD,ICD-10-PCS,03120KW,Vascular surgery,AV fistula,"Bypass Innominate Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,03120JW,Vascular surgery,AV fistula,"Bypass Innominate Artery to Lower Extremity Vein with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,03120ZW,Vascular surgery,AV fistula,"Bypass Innominate Artery to Lower Extremity Vein, Open Approach"
AVSD,ICD-10-PCS,03120AD,Vascular surgery,AV fistula,"Bypass Innominate Artery to Upper Arm Vein with Autologous Arterial Tissue, Open Approach"
AVSD,ICD-10-PCS,031209D,Vascular surgery,AV fistula,"Bypass Innominate Artery to Upper Arm Vein with Autologous Venous Tissue, Open Approach"
AVSD,ICD-10-PCS,03120KD,Vascular surgery,AV fistula,"Bypass Innominate Artery to Upper Arm Vein with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,03120JD,Vascular surgery,AV fistula,"Bypass Innominate Artery to Upper Arm Vein with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,03120ZD,Vascular surgery,AV fistula,"Bypass Innominate Artery to Upper Arm Vein, Open Approach"
AVSD,ICD-10-PCS,03160AF,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Lower Arm Vein with Autologous Arterial Tissue, Open Approach"
AVSD,ICD-10-PCS,031609F,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Lower Arm Vein with Autologous Venous Tissue, Open Approach"
AVSD,ICD-10-PCS,03160KF,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Lower Arm Vein with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,03160JF,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Lower Arm Vein with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,03160ZF,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Lower Arm Vein, Open Approach"
AVSD,ICD-10-PCS,03160AW,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Lower Extremity Vein with Autologous Arterial Tissue, Open Approach"
AVSD,ICD-10-PCS,031609W,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Lower Extremity Vein with Autologous Venous Tissue, Open Approach"
AVSD,ICD-10-PCS,03160KW,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,03160JW,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Lower Extremity Vein with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,03160ZW,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Lower Extremity Vein, Open Approach"
AVSD,ICD-10-PCS,03160KV,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Superior Vena Cava with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,03160JV,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Superior Vena Cava with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,03160ZV,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Superior Vena Cava, Open Approach"
AVSD,ICD-10-PCS,03160AD,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Upper Arm Vein with Autologous Arterial Tissue, Open Approach"
AVSD,ICD-10-PCS,031609D,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Upper Arm Vein with Autologous Venous Tissue, Open Approach"
AVSD,ICD-10-PCS,03160KD,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Upper Arm Vein with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,03160JD,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Upper Arm Vein with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,03160ZD,Vascular surgery,AV fistula,"Bypass Left Axillary Artery to Upper Arm Vein, Open Approach"
AVSD,ICD-10-PCS,03180AF,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Lower Arm Vein with Autologous Arterial Tissue, Open Approach"
AVSD,ICD-10-PCS,031809F,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Lower Arm Vein with Autologous Venous Tissue, Open Approach"
AVSD,ICD-10-PCS,03180KF,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Lower Arm Vein with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,03180JF,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Lower Arm Vein with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,03180ZF,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Lower Arm Vein, Open Approach"
AVSD,ICD-10-PCS,03180AW,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Lower Extremity Vein with Autologous Arterial Tissue, Open Approach"
AVSD,ICD-10-PCS,031809W,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Lower Extremity Vein with Autologous Venous Tissue, Open Approach"
AVSD,ICD-10-PCS,03180KW,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,03180JW,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Lower Extremity Vein with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,03180ZW,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Lower Extremity Vein, Open Approach"
AVSD,ICD-10-PCS,03180AV,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Superior Vena Cava with Autologous Arterial Tissue, Open Approach"
AVSD,ICD-10-PCS,031809V,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Superior Vena Cava with Autologous Venous Tissue, Open Approach"
AVSD,ICD-10-PCS,03180KV,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Superior Vena Cava with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,03180JV,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Superior Vena Cava with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,03180ZV,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Superior Vena Cava, Open Approach"
AVSD,ICD-10-PCS,03180AD,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Upper Arm Vein with Autologous Arterial Tissue, Open Approach"
AVSD,ICD-10-PCS,031809D,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Upper Arm Vein with Autologous Venous Tissue, Open Approach"
AVSD,ICD-10-PCS,03180KD,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Upper Arm Vein with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,03180JD,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Upper Arm Vein with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,03180ZD,Vascular surgery,AV fistula,"Bypass Left Brachial Artery to Upper Arm Vein, Open Approach"
AVSD,ICD-10-PCS,041L0AS,Vascular surgery,AV fistula,"Bypass Left Femoral Artery to Lower Extremity Vein with Autologous Arterial Tissue, Open Approach"
AVSD,ICD-10-PCS,041L4AS,Vascular surgery,AV fistula,"Bypass Left Femoral Artery to Lower Extremity Vein with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041L09S,Vascular surgery,AV fistula,"Bypass Left Femoral Artery to Lower Extremity Vein with Autologous Venous Tissue, Open Approach"
AVSD,ICD-10-PCS,041L49S,Vascular surgery,AV fistula,"Bypass Left Femoral Artery to Lower Extremity Vein with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041L0KS,Vascular surgery,AV fistula,"Bypass Left Femoral Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,041L4KS,Vascular surgery,AV fistula,"Bypass Left Femoral Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041L0JS,Vascular surgery,AV fistula,"Bypass Left Femoral Artery to Lower Extremity Vein with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,041L4JS,Vascular surgery,AV fistula,"Bypass Left Femoral Artery to Lower Extremity Vein with Synthetic Substitute, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041L0ZS,Vascular surgery,AV fistula,"Bypass Left Femoral Artery to Lower Extremity Vein, Open Approach"
AVSD,ICD-10-PCS,041L4ZS,Vascular surgery,AV fistula,"Bypass Left Femoral Artery to Lower Extremity Vein, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041W0AS,Vascular surgery,AV fistula,"Bypass Left Foot Artery to Lower Extremity Vein with Autologous Arterial Tissue, Open Approach"
AVSD,ICD-10-PCS,041W4AS,Vascular surgery,AV fistula,"Bypass Left Foot Artery to Lower Extremity Vein with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041W09S,Vascular surgery,AV fistula,"Bypass Left Foot Artery to Lower Extremity Vein with Autologous Venous Tissue, Open Approach"
AVSD,ICD-10-PCS,041W49S,Vascular surgery,AV fistula,"Bypass Left Foot Artery to Lower Extremity Vein with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041W0KS,Vascular surgery,AV fistula,"Bypass Left Foot Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,041W4KS,Vascular surgery,AV fistula,"Bypass Left Foot Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041W0JS,Vascular surgery,AV fistula,"Bypass Left Foot Artery to Lower Extremity Vein with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,041W4JS,Vascular surgery,AV fistula,"Bypass Left Foot Artery to Lower Extremity Vein with Synthetic Substitute, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041W0ZS,Vascular surgery,AV fistula,"Bypass Left Foot Artery to Lower Extremity Vein, Open Approach"
AVSD,ICD-10-PCS,041W4ZS,Vascular surgery,AV fistula,"Bypass Left Foot Artery to Lower Extremity Vein, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041U0AS,Vascular surgery,AV fistula,"Bypass Left Peroneal Artery to Lower Extremity Vein with Autologous Arterial Tissue, Open Approach"
AVSD,ICD-10-PCS,041U4AS,Vascular surgery,AV fistula,"Bypass Left Peroneal Artery to Lower Extremity Vein with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041U09S,Vascular surgery,AV fistula,"Bypass Left Peroneal Artery to Lower Extremity Vein with Autologous Venous Tissue, Open Approach"
AVSD,ICD-10-PCS,041U49S,Vascular surgery,AV fistula,"Bypass Left Peroneal Artery to Lower Extremity Vein with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041U0KS,Vascular surgery,AV fistula,"Bypass Left Peroneal Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,041U4KS,Vascular surgery,AV fistula,"Bypass Left Peroneal Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041U0JS,Vascular surgery,AV fistula,"Bypass Left Peroneal Artery to Lower Extremity Vein with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,041U4JS,Vascular surgery,AV fistula,"Bypass Left Peroneal Artery to Lower Extremity Vein with Synthetic Substitute, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041U0ZS,Vascular surgery,AV fistula,"Bypass Left Peroneal Artery to Lower Extremity Vein, Open Approach"
AVSD,ICD-10-PCS,041U4ZS,Vascular surgery,AV fistula,"Bypass Left Peroneal Artery to Lower Extremity Vein, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041N0AS,Vascular surgery,AV fistula,"Bypass Left Popliteal Artery to Lower Extremity Vein with Autologous Arterial Tissue, Open Approach"
AVSD,ICD-10-PCS,041N4AS,Vascular surgery,AV fistula,"Bypass Left Popliteal Artery to Lower Extremity Vein with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041N09S,Vascular surgery,AV fistula,"Bypass Left Popliteal Artery to Lower Extremity Vein with Autologous Venous Tissue, Open Approach"
AVSD,ICD-10-PCS,041N49S,Vascular surgery,AV fistula,"Bypass Left Popliteal Artery to Lower Extremity Vein with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041N0KS,Vascular surgery,AV fistula,"Bypass Left Popliteal Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,041N4KS,Vascular surgery,AV fistula,"Bypass Left Popliteal Artery to Lower Extremity Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041N0JS,Vascular surgery,AV fistula,"Bypass Left Popliteal Artery to Lower Extremity Vein with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,041N4JS,Vascular surgery,AV fistula,"Bypass Left Popliteal Artery to Lower Extremity Vein with Synthetic Substitute, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,041N0ZS,Vascular surgery,AV fistula,"Bypass Left Popliteal Artery to Lower Extremity Vein, Open Approach"
AVSD,ICD-10-PCS,041N4ZS,Vascular surgery,AV fistula,"Bypass Left Popliteal Artery to Lower Extremity Vein, Percutaneous Endoscopic Approach"
AVSD,ICD-10-PCS,031C0AF,Vascular surgery,AV fistula,"Bypass Left Radial Artery to Lower Arm Vein with Autologous Arterial Tissue, Open Approach"
AVSD,ICD-10-PCS,031C09F,Vascular surgery,AV fistula,"Bypass Left Radial Artery to Lower Arm Vein with Autologous Venous Tissue, Open Approach"
AVSD,ICD-10-PCS,031C0KF,Vascular surgery,AV fistula,"Bypass Left Radial Artery to Lower Arm Vein with Nonautologous Tissue Substitute, Open Approach"
AVSD,ICD-10-PCS,031C0JF,Vascular surgery,AV fistula,"Bypass Left Radial Artery to Lower Arm Vein with Synthetic Substitute, Open Approach"
AVSD,ICD-10-PCS,031C0ZF,Vascular surgery,AV fistula,"Bypass Left Radial Artery to Lower Arm Vein, Open Approach"
