proc_code	description	base_name	component_name	count
LABFCUL	FUNGAL CULTURE	CULT	CULT/OTHER RSLT:	10531
LABFCUL	FUNGAL CULTURE	RPT	RPT	10531
LABFCUL	FUNGAL CULTURE	SDES	SPECIMEN	10531
LABFCUL	FUNGAL CULTURE	SREQ	COMMENTS	10531
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	WBC	WBC	10417
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	HCT	HEMATOCRIT	10415
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	HGB	HEMOGLOBIN	10415
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	MCH	MCH	10415
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	MCHC	MCHC	10415
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	MCV	MCV	10415
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	PLT	PLATELET COUNT	10415
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	RBC	RBC	10415
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	RDW	RDW	10415
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	SLREV	SLIDE REVIEW	10406
LABPCCR	ISTAT CREATININE	CR	"CREATININE,ISTAT"	9997
LABPCCR	ISTAT CREATININE	PCCOM	POCT COMMENT	9997
LABDOA	"DRUGS OF ABUSE SCREEN, URINE"	AMPHET	AMPHETAMINE	9938
LABDOA	"DRUGS OF ABUSE SCREEN, URINE"	BARB	BARBITURATES	9938
LABDOA	"DRUGS OF ABUSE SCREEN, URINE"	BENZO	BENZODIAZEPINES	9938
LABDOA	"DRUGS OF ABUSE SCREEN, URINE"	COCAINE	COCAINE METABOLITES	9938
LABDOA	"DRUGS OF ABUSE SCREEN, URINE"	DOACOM	DOACOM COMMENTS	9938
LABDOA	"DRUGS OF ABUSE SCREEN, URINE"	METHADONE	METHADONE	9938
LABDOA	"DRUGS OF ABUSE SCREEN, URINE"	OPIATE	OPIATES	9938
LABDOA	"DRUGS OF ABUSE SCREEN, URINE"	PCP	PCP	9938
LABDOA	"DRUGS OF ABUSE SCREEN, URINE"	TCA	TRICYCLICS	9938
LABDOA	"DRUGS OF ABUSE SCREEN, URINE"	THC	THC	9938
LABTBP2	TRANSFUSION BLOOD PRODUCT 3	XMR	UNIT CROSSMATCH  	9856
LABPLTS	PLATELET COUNT	PLT	PLATELET COUNT	9852
LABPCEG7	"ISTAT EG7, ARTERIAL"	FIO2	FIO2	9839
LABLIDOL	LIDOCAINE	LI	"PEAK, TROUGH, OR RANDOM"	9729
LABLIDOL	LIDOCAINE	LIDO	LIDOCAINE	9729
LABLIDOL	LIDOCAINE	LIDO2	DATE & TIME OF LAST DOSE	9729
LABLIDOL	LIDOCAINE	LIDO3	DOSAGE	9729
LABLIDOL	LIDOCAINE	LIDO4	ADMINISTRATION ROUTE	9729
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	MORPH	MORPHOLOGY	9586
LABTBP3	TRANSFUSION BLOOD PRODUCT 4	DI	ISSUE DATE/TIME	9143
LABPCCG4V	"ISTAT CG4,VENOUS"	BE	"BASE EXCESS, ISTAT"	8970
POC31	POC NITRAZINE PAPER FOR PH MEASUREMENT	UPH	PH URINE	8896
LABFT4	"T4, FREE"	FT4	FREE T4	8889
POC1	POC URINE DIPSTICK	UWBC	LEUKOCYTES	8781
POC1	POC URINE DIPSTICK	EXPDATE	EXP DATE	8780
POC1	POC URINE DIPSTICK	NITRITE	NITRITE	8780
POC1	POC URINE DIPSTICK	SPG	SPECIFIC GRAVITY	8780
POC1	POC URINE DIPSTICK	UBLOOD	BLOOD URINE	8780
POC1	POC URINE DIPSTICK	UGLU	GLUCOSE URINE	8780
POC1	POC URINE DIPSTICK	UKET	KETONES	8779
POC1	POC URINE DIPSTICK	UPH	PH URINE	8779
POC1	POC URINE DIPSTICK	UPROT	PROTEIN URINE	8779
POC1	POC URINE DIPSTICK	DIPLOT	DIPSTICK LOT	8777
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	NEUTAB	"NEUT, ABS"	8638
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	MONOAB	"MONO, ABS"	8637
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	BASOAB	"BASOS, ABS"	8636
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	EOSAB	"EOS, ABS"	8636
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	LYMAB	"LYM, ABS"	8636
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	LYM	"LYM, %"	8635
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	MONO	"MONO, %"	8635
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	NEUT	"NEUT, %"	8635
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	BASO	"BASO, %"	8634
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	EOS	"EOS, %"	8634
LABYPREAL	PREALBUMIN	PREALBUMIN	PREALBUMIN	8608
LABTBP3	TRANSFUSION BLOOD PRODUCT 4	XMR	UNIT CROSSMATCH  	8550
LABPCG3V	"ISTAT G3+, VENOUS"	HCO3V	"HCO3 (V), ISTAT"	8527
LABPCG3V	"ISTAT G3+, VENOUS"	O2SATV	"O2 SATURATION, ISTAT"	8527
LABPCG3V	"ISTAT G3+, VENOUS"	PCCOM	POCT COMMENT	8527
LABPCG3V	"ISTAT G3+, VENOUS"	PCO2V	"PCO2 (V), ISTAT"	8527
LABPCG3V	"ISTAT G3+, VENOUS"	PHV	"PH (V), ISTAT"	8527
LABPCG3V	"ISTAT G3+, VENOUS"	PO2V	"PO2 (V), ISTAT"	8527
LABPCG3V	"ISTAT G3+, VENOUS"	TCO2V	"TCO2 (V), ISTAT"	8527
LABTRIG	"TRIGLYCERIDES, SERUM / PLASMA"	TGL	"TRIGLYCERIDE, SER/PLAS"	8518
LABFLDC	FLUID CULTURE AND GRAM STAIN	CULT	CULT/OTHER RSLT:	8169
LABFLDC	FLUID CULTURE AND GRAM STAIN	GS	GRAM STAIN	8169
LABFLDC	FLUID CULTURE AND GRAM STAIN	RPT	RPT	8169
LABFLDC	FLUID CULTURE AND GRAM STAIN	SDES	SPECIMEN	8169
LABFLDC	FLUID CULTURE AND GRAM STAIN	SREQ	COMMENTS	8169
LABCBCD	CBC WITH DIFF	BASO	BASOPHILS	8140
LABCBCD	CBC WITH DIFF	BASOAB	"BASO, ABS (MAN DIFF)"	8061
LABLPD	LIPID PANEL WITH DIRECT LDL	CHOL	"CHOLESTEROL, TOTAL"	7963
LABLPD	LIPID PANEL WITH DIRECT LDL	CHOLHDL	CHOLESTEROL/HDL RATIO	7963
LABLPD	LIPID PANEL WITH DIRECT LDL	HDL	HDL CHOLESTEROL	7963
LABLPD	LIPID PANEL WITH DIRECT LDL	LDL	DIRECT LDL CHOL	7963
LABLPD	LIPID PANEL WITH DIRECT LDL	NHDL	"NON-HDL CHOL, CALC"	7963
LABLPD	LIPID PANEL WITH DIRECT LDL	TGL	"TRIGLYCERIDE, SER/PLAS"	7963
LABPCEG7V	"ISTAT EG7, VENOUS"	FIO2	FIO2	7836
LABPCEG7V	"ISTAT EG7, VENOUS"	BE	"BASE EXCESS, ISTAT"	7835
LABPCEG7	"ISTAT EG7, ARTERIAL"	BE	"BASE EXCESS, ISTAT"	7694
LABTBP4	TRANSFUSION BLOOD PRODUCT 5	PRO	PRODUCT ID  	7628
LABTBP4	TRANSFUSION BLOOD PRODUCT 5	SI	<<STATUS>>  	7628
LABTYPSNI	TYPE AND SCREEN	AS	ANTIBODY SCREEN	7596
LABNH3	"AMMONIA, PLASMA"	NH3	"AMMONIA, PLASMA"	7230
LABPCG3V	"ISTAT G3+, VENOUS"	FIO2	FIO2	7108
LABUA	URINALYSIS WITH MICROSCOPIC	AMORCRY	AMORPHOUS CRYSTALS	7093
LABTYPSNI	TYPE AND SCREEN	ABORH	ABO/RH	7003
LABFER	FERRITIN	FERRITIN	FERRITIN	6948
LABUA	URINALYSIS WITH MICROSCOPIC	HYCAST	HYALINE CASTS	6923
LABB12	VITAMIN B12	B12	VITAMIN B12	6918
LABTBP5	TRANSFUSION BLOOD PRODUCT 6	PRO	PRODUCT ID  	6917
LABTBP5	TRANSFUSION BLOOD PRODUCT 6	SI	<<STATUS>>  	6917
LABUSPG	"SPECIFIC GRAVITY, URINE"	SPG	SPECIFIC GRAVITY	6905
LABTBP4	TRANSFUSION BLOOD PRODUCT 5	UBT	UNIT BLOOD TYPE  	6268
LABTBP4	TRANSFUSION BLOOD PRODUCT 5	UNT	UNIT NUMBER  	6268
LABPCCG4V	"ISTAT CG4,VENOUS"	BD	"BASE DEFICIT, ISTAT"	6251
LABAMY	"AMYLASE, SERUM"	AMYLASE	"AMYLASE, SERUM"	6246
LABCBCD	CBC WITH DIFF	BLASTS	BLASTS	6214
LABPATHR	REVIEW BY PATHOLOGIST	REVUE	COMMENTS	6179
LABCBCD	CBC WITH DIFF	BLASTSAB	"BLASTS,ABS(MAN DIFF)"	6155
LABTRFS	TRANSFERRIN SATURATION	FE	"IRON, TOTAL"	6042
LABTRFS	TRANSFERRIN SATURATION	TRFRN	TRANSFERRIN	6042
LABTRFS	TRANSFERRIN SATURATION	TRFSAT	TRANSFERRIN SAT	6042
LABARI	ABO/RH (ARI)	ABORH	ABO/RH	6019
LABPCEG7	"ISTAT EG7, ARTERIAL"	BD	"BASE DEFICIT, ISTAT"	5869
LABURNA	"SODIUM, URINE (RANDOM)"	UNA	"SODIUM, URINE"	5864
LABRETIC	RETICULOCYTE COUNT AUTOMATED	RETIC	"RETIC, %"	5756
LABRETIC	RETICULOCYTE COUNT AUTOMATED	RETICAB	"RETIC, ABS [AUTORETIC]"	5755
LABHAP	HAPTOGLOBIN	HAPTO	HAPTOGLOBIN	5750
LABASI	AB SCREEN (ASI)	AS	ANTIBODY SCREEN	5714
LABTBP5	TRANSFUSION BLOOD PRODUCT 6	UBT	UNIT BLOOD TYPE  	5631
LABTBP5	TRANSFUSION BLOOD PRODUCT 6	UNT	UNIT NUMBER  	5631
LABAFBC	"AFB CULTURE, RESPIRATORY"	AFB	AFB SMEAR	5539
LABAFBC	"AFB CULTURE, RESPIRATORY"	CULT	CULT/OTHER RSLT:	5539
LABAFBC	"AFB CULTURE, RESPIRATORY"	RPT	RPT	5539
LABAFBC	"AFB CULTURE, RESPIRATORY"	SDES	SPECIMEN	5539
LABAFBC	"AFB CULTURE, RESPIRATORY"	SREQ	COMMENTS	5539
LABCYCWBL	"CYCLOSPORINE, WHOLE BLOOD"	CYC	"PEAK, TROUGH, OR RANDOM"	5436
LABCYCWBL	"CYCLOSPORINE, WHOLE BLOOD"	CYC2	DATE & TIME LAST DOSE	5436
LABCYCWBL	"CYCLOSPORINE, WHOLE BLOOD"	CYC3	DOSAGE	5436
LABCYCWBL	"CYCLOSPORINE, WHOLE BLOOD"	CYC4	ADMINISTRATION ROUTE	5436
LABCYCWBL	"CYCLOSPORINE, WHOLE BLOOD"	CYCWB	"CYCLOSPORINE, WHOLE BLOOD"	5436
LABALB	"ALBUMIN, SERUM/PLASMA"	ALB	"ALBUMIN, SER/PLAS"	5412
LABPHEN	PHENYTOIN LEVEL	PHEN	"PEAK, TROUGH, OR RANDOM"	5338
LABPHEN	PHENYTOIN LEVEL	PHEN	PHENYTOIN	5338
LABPHEN	PHENYTOIN LEVEL	PHEN2	DATE & TIME OF LAST DOSE	5338
LABPHEN	PHENYTOIN LEVEL	PHEN3	DOSAGE	5338
LABPHEN	PHENYTOIN LEVEL	PHEN4	ADMINISTRATION ROUTE	5338
LABUOSM	"OSMOLALITY, URINE"	UOSM	"OSMOLALITY, URINE"	5290
LABCBCD	CBC WITH DIFF	REACTL	REACTIVE LYMPHS	5204
LABCORT	"CORTISOL, SERUM"	CORT	"CORTISOL, SERUM"	5155
LABUA	URINALYSIS WITH MICROSCOPIC	TRANST	TRANSITIONAL	5153
LABDIGL	"DIGOXIN, SERUM"	DIG	DIGOXIN	5126
LABDIGL	"DIGOXIN, SERUM"	DIG	"PEAK, TOUGH, OR RANDOM"	5126
LABDIGL	"DIGOXIN, SERUM"	DIG2	DATE & TIME OF LAST DOSE	5126
LABDIGL	"DIGOXIN, SERUM"	DIG3	DOSAGE	5126
LABDIGL	"DIGOXIN, SERUM"	DIG4	ADMINISTRATION ROUTE	5126
LABVOLTL	VOLATILE SCREEN	ETOH	ETHANOL	4982
LABVOLTL	VOLATILE SCREEN	ETOHI	ETHANOL INTERP	4982
LABVOLTL	VOLATILE SCREEN	OSMGAP	OSMOLAL GAP	4979
LABVOLTL	VOLATILE SCREEN	OSMGPI	OSMOLAL GAP INTERP	4979
LABCBCD	CBC WITH DIFF	PRMY	PROMYELOCYTES	4938
LABSLHELD	SLIDE HELD FOR REVIEW	SLHELD	SLIDE HELD TO REVIEW	4929
LABAFBD	"AFB CULTURE, NON - RESPIRATORY"	AFB	AFB SMEAR	4858
LABAFBD	"AFB CULTURE, NON - RESPIRATORY"	CULT	CULT/OTHER RSLT:	4858
LABAFBD	"AFB CULTURE, NON - RESPIRATORY"	RPT	RPT	4858
LABAFBD	"AFB CULTURE, NON - RESPIRATORY"	SDES	SPECIMEN	4858
LABAFBD	"AFB CULTURE, NON - RESPIRATORY"	SREQ	COMMENTS	4858
LABBFCT	"CELL COUNT AND DIFF, FLUID"	DX	DIAGNOSIS	4829
LABBFCT	"CELL COUNT AND DIFF, FLUID"	FCOLOR	APPEARANCE	4829
LABBFCT	"CELL COUNT AND DIFF, FLUID"	FLDTYP	FLUID SOURCE	4829
LABBFCT	"CELL COUNT AND DIFF, FLUID"	MALIG	SUSPECT MALIGNANCY?	4829
LABBFCT	"CELL COUNT AND DIFF, FLUID"	FTURB	"TURBIDITY, FLD"	4827
LABBFCT	"CELL COUNT AND DIFF, FLUID"	LYMFLD	"LYMPHOCYTE %, FLD"	4827
LABBFCT	"CELL COUNT AND DIFF, FLUID"	MONFLD	"MONO/MESO %, FLD"	4827
LABBFCT	"CELL COUNT AND DIFF, FLUID"	RBCFLD	"RBC COUNT, FLD (/UL)"	4827
LABBFCT	"CELL COUNT AND DIFF, FLUID"	WBCFLD	"NUCL CELLS, FLD(/UL)"	4827
LABBFCT	"CELL COUNT AND DIFF, FLUID"	NEUTFLD	"NEUTROPHIL %, FLD"	4826
LABESRP	SEDIMENTATION RATE (ESR)	ESR	"ESR, (MANUAL)"	4807
LABCBCD	CBC WITH DIFF	PSREV	PATH/SPEC REVIEW	4789
LABTBP6	TRANSFUSION BLOOD PRODUCT 7	PRO	PRODUCT ID  	4765
LABTBP6	TRANSFUSION BLOOD PRODUCT 7	SI	<<STATUS>>  	4765
LABPCG3V	"ISTAT G3+, VENOUS"	BD	"BASE DEFICIT, ISTAT"	4572
LABTBP	TRANSFUSION BLOOD PRODUCT 1	SPEXP	SPECIMEN EXPIRATION DATE/TIME	4565
LABHIVWBL	ANTI-HIV	HIVAR	ANTI-HIV ANTIBODY	4562
LABHIVWBL	ANTI-HIV	HIVI	INTERPRETATION	4562
LABCSFCT	"CELL COUNT AND DIFF, CSF"	BTURB	"TURBIDITY, CSF"	4561
LABCSFCT	"CELL COUNT AND DIFF, CSF"	COLORCSF	"COLOR, CSF"	4561
LABCSFCT	"CELL COUNT AND DIFF, CSF"	CSOURC	SOURCE	4561
LABCSFCT	"CELL COUNT AND DIFF, CSF"	DX	DIAGNOSIS	4561
LABCSFCT	"CELL COUNT AND DIFF, CSF"	MALIG	SUSPECT MALIGNANCY?	4561
LABCSFCT	"CELL COUNT AND DIFF, CSF"	RBCCSF	"RBC COUNT, CSF"	4561
LABCSFCT	"CELL COUNT AND DIFF, CSF"	TUBENO	CSF TUBE #	4561
LABCSFCT	"CELL COUNT AND DIFF, CSF"	WBCCSF	"WBC COUNT, CSF"	4561
LABCSFCT	"CELL COUNT AND DIFF, CSF"	LYMCSF	"LYMPHOCYTES, CSF"	4560
LABCSFCT	"CELL COUNT AND DIFF, CSF"	MONOCSF	"MONOCYTOID CELLS, CSF"	4560
LABCSFCT	"CELL COUNT AND DIFF, CSF"	NEUTCSF	"NEUTROPHILS, CSF"	4560
LABUCR	"CREATININE, URINE (RANDOM)"	UCR	"CREATININE, URINE"	4555
LABCSFCT	"CELL COUNT AND DIFF, CSF"	COLORCSF	"COLOR AFTER CENTRIFUGE, CSF"	4533
LABCSFCT	"CELL COUNT AND DIFF, CSF"	CTURB	"TURB. AFTER CENTRIF., CSF"	4533
LABBLCSTK	"BLOOD CULT - FIRST SET, VIA PHLEBOTOMY"	CULT	CULT/OTHER RSLT:	4529
LABBLCSTK	"BLOOD CULT - FIRST SET, VIA PHLEBOTOMY"	RPT	RPT	4529
LABBLCSTK	"BLOOD CULT - FIRST SET, VIA PHLEBOTOMY"	SDES	SPECIMEN	4529
LABBLCSTK	"BLOOD CULT - FIRST SET, VIA PHLEBOTOMY"	SREQ	COMMENTS	4529
LABPCEG7V	"ISTAT EG7, VENOUS"	BD	"BASE DEFICIT, ISTAT"	4524
LABTBP4	TRANSFUSION BLOOD PRODUCT 5	DI	ISSUE DATE/TIME	4519
LABBXTG	BIOPSY / TISSUE CULTURE AND GRAM STAIN	CULT	CULT/OTHER RSLT:	4430
LABBXTG	BIOPSY / TISSUE CULTURE AND GRAM STAIN	GS	GRAM STAIN	4430
LABBXTG	BIOPSY / TISSUE CULTURE AND GRAM STAIN	RPT	RPT	4430
LABBXTG	BIOPSY / TISSUE CULTURE AND GRAM STAIN	SDES	SPECIMEN	4430
LABBXTG	BIOPSY / TISSUE CULTURE AND GRAM STAIN	SREQ	COMMENTS	4430
LABTBP7	TRANSFUSION BLOOD PRODUCT 8	PRO	PRODUCT ID  	4402
LABTBP7	TRANSFUSION BLOOD PRODUCT 8	SI	<<STATUS>>  	4402
LABPCEG7	"ISTAT EG7, ARTERIAL"	PCTEMP	BODY TEMPERATURE	4374
LABSPLAC	SEPSIS PROTOCOL LACTATE	LACWBL	LACWBL	4353
LABPCEG7V	"ISTAT EG7, VENOUS"	PCTEMP	BODY TEMPERATURE	4251
LABUAPRN	"URINALYSIS, SCREEN FOR CULTURE"	AMORCRY	AMORPHOUS CRYSTALS	4242
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	SIGNIF	SIGNIFICANT ABNORMALITIES	4199
LABPCCG4O	"ISTAT CG4, OTHER"	HCO3	"HCO3, ISTAT"	4112
LABPCCG4O	"ISTAT CG4, OTHER"	LAC	"LACTATE, ISTAT"	4112
LABPCCG4O	"ISTAT CG4, OTHER"	PCCOM	POCT COMMENT	4112
LABPCCG4O	"ISTAT CG4, OTHER"	PCO2A	"PCO2, ISTAT"	4112
LABPCCG4O	"ISTAT CG4, OTHER"	PCO2SO	"O2 SATURATION, ISTAT"	4112
LABPCCG4O	"ISTAT CG4, OTHER"	PH	"PH, ISTAT"	4112
LABPCCG4O	"ISTAT CG4, OTHER"	PO2A	"PO2, ISTAT"	4112
LABPCCG4O	"ISTAT CG4, OTHER"	TCO2A	"TCO2, (ISTAT)"	4112
LABDBIL	"BILIRUBIN DIRECT, SERUM/PLASMA"	DBIL	CONJUGATED BILI	4104
LABESRP	SEDIMENTATION RATE (ESR)	ESR	"ESR, (AUTOMATED)"	4065
LABTBP5	TRANSFUSION BLOOD PRODUCT 6	DI	ISSUE DATE/TIME	4030
LABUAPRN	"URINALYSIS, SCREEN FOR CULTURE"	HYCAST	HYALINE CASTS	4027
LABBLCTIP	BLOOD CULT - 2ND SET VIA CATHETER	CULT	CULT/OTHER RSLT:	4015
LABBLCTIP	BLOOD CULT - 2ND SET VIA CATHETER	RPT	RPT	4015
LABBLCTIP	BLOOD CULT - 2ND SET VIA CATHETER	SDES	SPECIMEN	4015
LABBLCTIP	BLOOD CULT - 2ND SET VIA CATHETER	SREQ	COMMENTS	4015
LABSTOBGD	"OCCULT BLD, GUAIAC, STOOL, DIAG TEST"	OCCGU	"STOOL SAMPLE1,GUAIAC"	3995
LABSTOBGD	"OCCULT BLD, GUAIAC, STOOL, DIAG TEST"	DATE1	DATE 1	3991
LABPCG3V	"ISTAT G3+, VENOUS"	BE	"BASE EXCESS, ISTAT"	3984
POC31	POC NITRAZINE PAPER FOR PH MEASUREMENT	QC10	DAILY QC 10 RESULT	3940
POC31	POC NITRAZINE PAPER FOR PH MEASUREMENT	QC5	DAILY QC 5 RESULT	3940
POC31	POC NITRAZINE PAPER FOR PH MEASUREMENT	TESTLO	TEST STRIP LOT#	3939
LABGGT	GAMMA - GLUTAMYL TRANSFERASE	GGT	GAMMA-GLUTAMYL TRANS (GGT)	3877
LABTBP6	TRANSFUSION BLOOD PRODUCT 7	UBT	UNIT BLOOD TYPE  	3845
LABTBP6	TRANSFUSION BLOOD PRODUCT 7	UNT	UNIT NUMBER  	3845
LABSTOBGD	"OCCULT BLD, GUAIAC, STOOL, DIAG TEST"	DATE2	DATE 2	3838
LABSTOBGD	"OCCULT BLD, GUAIAC, STOOL, DIAG TEST"	DATE3	DATE 3	3836
LABCBCD	CBC WITH DIFF	MAOTH	"OTHER, ABS(MAN DIFF)"	3814
LABHBSAG	HBSAG	HBSINT	INTERPRETATION	3788
LABHBSAG	HBSAG	HBSR	HEP B SURFACE ANTIGEN	3788
LABPALB	PREALBUMIN	PREALBUMIN	PREALBUMIN	3724
LABPCG3O	"ISTAT G3+, OTHER"	HCO3	"HCO3, ISTAT"	3654
LABPCG3O	"ISTAT G3+, OTHER"	PCCOM	POCT COMMENT	3654
LABPCG3O	"ISTAT G3+, OTHER"	PCO2A	"PCO2, ISTAT"	3654
LABPCG3O	"ISTAT G3+, OTHER"	PCO2SO	"O2 SATURATION, ISTAT"	3654
LABPCG3O	"ISTAT G3+, OTHER"	PH	"PH, ISTAT"	3654
LABPCG3O	"ISTAT G3+, OTHER"	PO2A	"PO2, ISTAT"	3654
LABPCG3O	"ISTAT G3+, OTHER"	TCO2A	"TCO2, (ISTAT)"	3654
LABDVERVP	RESPIRATORY DFA PANEL	ADVP	ADENOVIRUS	3644
LABFOL	FOLIC ACID	FOLATE	FOLIC ACID (FOLATE)	3644
LABDVERVP	RESPIRATORY DFA PANEL	INFAP	INFLUENZA A	3644
LABDVERVP	RESPIRATORY DFA PANEL	INFBP	INFLUENZA B	3644
LABDVERVP	RESPIRATORY DFA PANEL	MPVPR	METAPNEUMOVIRUS	3644
LABDVERVP	RESPIRATORY DFA PANEL	P1P	PARAINFLUENZA 1	3644
LABDVERVP	RESPIRATORY DFA PANEL	P2P	PARAINFLUENZA 2	3644
LABDVERVP	RESPIRATORY DFA PANEL	P3P	PARAINFLUENZA 3	3644
LABDVERVP	RESPIRATORY DFA PANEL	RVP	RSV	3644
LABDVERVP	RESPIRATORY DFA PANEL	RVPIP	TEST DECRIPTION	3644
LABDVERVP	RESPIRATORY DFA PANEL	RVPSP	SPECIMEN	3644
LABPATHR	REVIEW BY PATHOLOGIST	FPATH	PATHOLOGIST	3556
LABTBP7	TRANSFUSION BLOOD PRODUCT 8	UBT	UNIT BLOOD TYPE  	3505
LABTBP7	TRANSFUSION BLOOD PRODUCT 8	UNT	UNIT NUMBER  	3505
LABCSFGL	"GLUCOSE, CSF"	GLUCSF	"GLUCOSE, CSF"	3470
LABCSFTP	"PROTEIN TOTAL, CSF"	TPCSF	"PROTEIN, TOTAL, CSF"	3446
LABPCEC4V	"ISTAT EC4, VENOUS"	HCT	"HCT(CALC), ISTAT"	3442
LABPCEC4V	"ISTAT EC4, VENOUS"	HGB	"HGB(CALC), ISTAT"	3442
LABPCEC4V	"ISTAT EC4, VENOUS"	K	"POTASSIUM, ISTAT"	3442
LABPCEC4V	"ISTAT EC4, VENOUS"	NA	"SODIUM, ISTAT"	3442
LABPCEC4V	"ISTAT EC4, VENOUS"	PCCOM	POCT COMMENT	3442
LABPCEC4V	"ISTAT EC4, VENOUS"	GLU	"GLUCOSE,ISTAT"	3441
LABBUN	"UREA NITROGEN, SERUM/PLASMA"	BUN	"UREA NITROGEN,SER/PLAS"	3438
LABSTOBGD	"OCCULT BLD, GUAIAC, STOOL, DIAG TEST"	OCCGU	"STOOL SAMPLE2,GUAIAC"	3425
LABSTOBGD	"OCCULT BLD, GUAIAC, STOOL, DIAG TEST"	OCCGU	"STOOL SAMPLE3,GUAIAC"	3422
LABUEP	"ELECTROLYTE PANEL, URINE WITH CREATININE"	UCL	"CHLORIDE, URINE"	3421
LABUEP	"ELECTROLYTE PANEL, URINE WITH CREATININE"	UCLCR	CHLORIDE/CREAT RATIO	3421
LABUEP	"ELECTROLYTE PANEL, URINE WITH CREATININE"	UCR	URINE CREAT	3421
LABUEP	"ELECTROLYTE PANEL, URINE WITH CREATININE"	UK	"POTASSIUM, URINE"	3421
LABUEP	"ELECTROLYTE PANEL, URINE WITH CREATININE"	UKCR	POTASSIUM/CREAT RATIO	3421
LABUEP	"ELECTROLYTE PANEL, URINE WITH CREATININE"	UNA	"SODIUM, URINE"	3421
LABUEP	"ELECTROLYTE PANEL, URINE WITH CREATININE"	UNACR	SODIUM/CREAT RATIO	3421
LABCA	"CALCIUM, SERUM/PLASMA"	CA	"CALCIUM, SER/PLAS"	3376
LABUA	URINALYSIS WITH MICROSCOPIC	UWBCC	WBC CLUMPS	3374
LABTBP4	TRANSFUSION BLOOD PRODUCT 5	XMR	UNIT CROSSMATCH  	3316
LABACETA	"ACETAMINOPHEN, SERUM"	ACETA	ACETAMINOPHEN	3287
LABPROCT	PROCALCITONIN	PROCTL	PROCALCITONIN	3235
LABANER2	"ANAEROBIC CULTURE, SHORT BATTERY"	CULT	CULT/OTHER RSLT:	3218
LABANER2	"ANAEROBIC CULTURE, SHORT BATTERY"	RPT	RPT	3218
LABANER2	"ANAEROBIC CULTURE, SHORT BATTERY"	SDES	SPECIMEN	3218
LABANER2	"ANAEROBIC CULTURE, SHORT BATTERY"	SREQ	COMMENTS	3218
LABTBP1	TRANSFUSION BLOOD PRODUCT 2	SPEXP	SPECIMEN EXPIRATION DATE/TIME	3194
LABUAPRN	"URINALYSIS, SCREEN FOR CULTURE"	TRANST	TRANSITIONAL	3171
LABCSFC	CSF CULTURE AND GRAM STAIN	CULT	CULT/OTHER RSLT:	3136
LABCSFC	CSF CULTURE AND GRAM STAIN	GS	GRAM STAIN	3136
LABCSFC	CSF CULTURE AND GRAM STAIN	RPT	RPT	3136
LABCSFC	CSF CULTURE AND GRAM STAIN	SDES	SPECIMEN	3136
LABCSFC	CSF CULTURE AND GRAM STAIN	SREQ	COMMENTS	3136
LABTBP5	TRANSFUSION BLOOD PRODUCT 6	XMR	UNIT CROSSMATCH  	3097
LABUAS	URINALYSIS MACROSCOPIC ONLY	UPROT	PROTEIN	3080
LABUAS	URINALYSIS MACROSCOPIC ONLY	LEUKEST	LEUK ESTERASE	3079
LABUAS	URINALYSIS MACROSCOPIC ONLY	NITRITE	NITRITE	3079
LABUAS	URINALYSIS MACROSCOPIC ONLY	SPECMN	SPECIMEN	3079
LABUAS	URINALYSIS MACROSCOPIC ONLY	SPG	SPECIFIC GRAVITY	3079
LABUAS	URINALYSIS MACROSCOPIC ONLY	UBLOOD	BLOOD	3079
LABUAS	URINALYSIS MACROSCOPIC ONLY	UCLAR	CLARITY	3079
LABUAS	URINALYSIS MACROSCOPIC ONLY	UCOL	COLOR	3079
LABUAS	URINALYSIS MACROSCOPIC ONLY	UGLU	GLUCOSE	3079
LABUAS	URINALYSIS MACROSCOPIC ONLY	UKET	KETONE	3079
LABUAS	URINALYSIS MACROSCOPIC ONLY	UPH	PH	3079
LABCMVPQ	"CMV DNA PCR QUANT, PLASMA"	CMVCP	RESULT	3048
LABCMVPQ	"CMV DNA PCR QUANT, PLASMA"	CMVDNA	CMV DNA	3048
