base_name	description	display_name	count
LAB11885R	C. TRACHOMATIS RNA, RECTAL	C. trachomatis RNA, Rectal	10
LAB11885R	C. TRACHOMATIS RNA, RECTAL		2
LAB11887R	C. TRACHOMATIS RNA, THROAT	C. trachomatis RNA, Throat	10
LAB11887R	C. TRACHOMATIS RNA, THROAT		2
LAB11899R	N. GONORRHOEAE RNA, RECTAL	N. gonorrhoeae RNA, Rectal	18
LAB11899R	N. GONORRHOEAE RNA, RECTAL		6
LAB11901R	N. GONORRHOEAE RNA, THROAT	N. gonorrhoeae RNA, Throat	14
LAB11901R	N. GONORRHOEAE RNA, THROAT		8
LAB11982R	POSACONAZOLE	Posaconazole	342
LAB11982R	POSACONAZOLE		16
LAB11984R	NIACIN	Niacin	86
LAB11984R	NIACIN		4
LAB11989R	LONG QT SYNDROME		4
LAB11991R	DNA EXTRACTION, NPL		6
LAB11991R	DNA EXTRACTION, NPL	DNA Extraction, NPL	4
LAB12003R	HERPESVIRUS 6 AB, IGG	Herpesvirus 6 AB, IgG	2
LAB12016R	CYTOMEGALOVIRUS IGG AB, ELISA	Cytomegalovirus IgG AB, ELISA	2
LAB12017R	ECHOVIRUS AB, SERUM	Echovirus Ab, Serum	14
LAB12017R	ECHOVIRUS AB, SERUM		1
LAB12023R	MYCOPLASMA PNEUMONIA IGG AB	Mycoplasma pneumonia IgG AB	2
LAB12043R	IL 5	IL 5	2
LAB12043R	IL 5		2
LAB12050R	RICKETTSIA AB PNL W/RFLX TITER	Rickettsia Ab Pnl w/Rflx Titer	38
LAB12055R	RMSF IGG TITER	RMSF IgG Titer	2
LAB12059R	R. TYPHI IGG TITER	R. Typhi IgG Titer	2
LAB12066R	CRMP-5-IGG WESTERN BLOT	CRMP-5-IgG Western Blot	20
LAB12066R	CRMP-5-IGG WESTERN BLOT		10
LAB12090R	HE4, OVARIAN CANCER MONITORING	HE4, Ovarian Cancer Monitoring	24
LAB12090R	HE4, OVARIAN CANCER MONITORING		4
LAB12092R	PAIN MNGMNT, FENTANYL, QUANT,U	Pain Mngmnt, Fentanyl, Quant,U	4
LAB12095R	DARUNAVIR,ANTIRETROVIRAL LEVEL	Darunavir,Antiretroviral Level	2
LAB12099R	BRUCELLA TOTAL AB,AGGLU (RFLX)	Brucella Total Ab,Agglu (RFLX)	8
LAB12099R	BRUCELLA TOTAL AB,AGGLU (RFLX)		8
LAB12206R	CYSTATIN C	Cystatin C, Serum/Plasma	12
LAB12210R	LIPOPROTN ASSOCTD PHOSPHLPSEA2	Lipoprotn Assoctd PhosphlpseA2	10
LAB12212R	WA1 IGG AB	WA1 IgG Ab	30
LAB12212R	WA1 IGG AB		2
LAB12214R	B. BURGDORFERI C6 PEP AB,RFLX	B. burgdorferi C6 Pep Ab,Rflx	254
LAB12214R	LYME SCREEN, SERUM	Lyme Screen, Serum	11
LAB12214R	B. BURGDORFERI C6 PEP AB,RFLX		2
LAB12214R	LYME SCREEN, SERUM		2
LAB12220R	MSUD MUTATION ANALYSIS	MSUD Mutation Analysis	4
LAB12228R	LATEX SPECIFIC IGE (RIA) PANEL	Latex Specific IgE (RIA) Panel	6
LAB12230R	SOLUBLE IL 2R	Soluble IL 2R	104
LAB12230R	SOLUBLE IL 2R		8
LAB12232R	THYROGLOBULIN & THYROID AB	Thyroglobulin & Thyroid Ab	157
LAB12232R	THYROGLOBULIN & THYROID AB		2
LAB12234R	VOLATILES	Volatiles	26
LAB12234R	VOLATILES		10
LAB12236R	IBUPROFEN	Ibuprofen	32
LAB12238R	LACOSAMIDE	Lacosamide	233
LAB12241R	B CELL PHENOTYPING PROFILE	B Cell Phenotyping Profile	25
LAB12279R	CVID CONFIRMATION FLOW PANEL		2
LAB12284R	LYMPHO PROLIFERATION, AG	LYMPHO PROLIFERATION, AG	8
LAB12292R	T CELL PHENOTYPING, ADVANCED	T Cell Phenotyping, Advanced	49
LAB12320R	THIOCYANATE	Thiocyanate	18
LAB12322R	VON WILLEBRAND MULTIMERS	Von Willebrand Multimers	65
LAB12328R	AMYLOID PROTEIN IDENTIFICATION	Amyloid Protein Identification	2
LAB12330R	EVEROLIMUS, BLOOD	EVEROLIMUS, BLOOD	75
LAB12330R	EVEROLIMUS, BLOOD	Everolimus, Blood	18
LAB12331R	MLH1 HYPERMETHYLATION ANALYSIS	MLH1 Hypermethylation Analysis	6
LAB12332R	KIT MUTATION ANALYSIS EXON 11	KIT Mutation Analysis Exon 11	16
LAB12333R	KIT MUTATION ANALYSIS EXON 9	KIT Mutation Analysis Exon 9	6
LAB12352R	NMO EVALUATION WITH REFLEX	NMO EVALUATION WITH REFLEX	42
LAB12352R	NMO EVALUATION WITH REFLEX	NMO Evaluation with Reflex	11
LAB12362R	PARANEOPLASTIC AUTOANTIBODY EVAL, CSF	Paraneoplastic Autoantibody Eval, CSF	172
LAB12362R	PARANEOPLASTIC AUTOANTIBODY	Paraneoplastic Autoantibody	16
LAB12362R	PARANEOPLASTIC AUTOANTIBODY	PARANEOPLASTIC AUTOANTIBODY	14
LAB12362R	PARANEOPLASTIC AUTOANTIBODY	Paraneoplastic Autoantibody Eval, CSF	2
LAB12362R	PARANEOPLASTIC AUTOANTIBODY		2
LAB12371R	COBALT	COBALT	10
LAB12371R	COBALT	Cobalt	4
LAB12373R	CARBAMAZEPINE-10,11-EPOXIDE	Carbamazepine-10,11-Epoxide	4
LAB12395R	5\'NUCLEOTIDASE	5\'NUCLEOTIDASE	9
LAB12395R	5\'NUCLEOTIDASE	5\'Nucleotidase	2
LAB12397R	ACETYLCHOLINE BLOCKING AB	ACETYLCHOLINE BLOCKING AB	31
LAB12397R	ACETYLCHOLINE BLOCKING AB	Acetylcholine Blocking Ab	8
LAB12399R	ACETYLCHOLINE MODULATING AB	ACETYLCHOLINE MODULATING AB	17
LAB12399R	ACETYLCHOLINE MODULATING AB	Acetylcholine Modulating Ab	6
LAB12401R	ALKP. PHOSPHATASE ISOENZYMES	Alkp. Phosphatase Isoenzymes	32
LAB12415R	ACVRL1 AND ENG (HHT)	ACVRL1 and ENG (HHT)	6
LAB12418R	SULFONYLUREA HYPOGLYCEMICS PNL	SULFONYLUREA HYPOGLYCEMICS PNL	49
LAB12418R	SULFONYLUREA HYPOGLYCEMICS PNL	Sulfonylurea Hypoglycemics Pnl	6
LAB12443R	NEOCOMPLETE PARANEOPLASTIC PRFL, SERUM	NeoComplete Paraneoplastic Prfl, Serum	26
LAB12443R	NEO PARANEOPLASTIC PRFL	NEO PARANEOPLASTIC PRFL	2
LAB12447R	AP SPECIAL STUDIES REVIEW	AP Special Studies Review	10
LAB12470R	STAIN, CONGO RED	Stain, Congo Red	2
LAB12471R	SURGICAL PATHOLOGY CONSULT	Surgical Pathology Consult	2
LAB12494R	PATH CONSULT, OUTSIDE SLIDE	Path Consult, Outside Slide	2
LAB12503R	POTASSIUM, 24-HR STOOL	POTASSIUM, 24-HR STOOL	29
LAB12503R	POTASSIUM, 24-HR STOOL	Potassium, 24-Hr Stool	6
LAB12505R	SODIUM, 24-HR STOOL	SODIUM, 24-HR STOOL	29
LAB12505R	SODIUM, 24-HR STOOL	Sodium, 24-Hr Stool	8
LAB12507R	IBD SGI DIAGNOSTIC	IBD SGI DIAGNOSTIC	8
LAB12507R	IBD SGI DIAGNOSTIC	IBD sgi Diagnostic	2
LAB12512R	VON HIPPEL-LINDAU SYNDROME	VON HIPPEL-LINDAU SYNDROME	2
LAB12548R	SIROLIMUS, BLOOD (HPLC-MS MS)	SIROLIMUS, BLOOD (HPLC-MS MS)	14
LAB12571R	FLT3-ITD, FLT3-D835 MUTATIONS	FLT3-ITD, FLT3-D835 Mutations	286
LAB12571R	FLT3-ITD, FLT3-D835 MUTATIONS	FLT3-ITD, FLT3-D835 MUTATIONS	152
LAB12573R	ANCA	ANCA	510
LAB12578R	CHLORIDE, 24 HR STOOL	Chloride, 24 Hr Stool	11
LAB12580R	CU INDEX PANEL	CU Index Panel	3
LAB12581R	S PNEUMONIAE AB IGG (PREVNAR 13)	S pneumoniae Ab IgG (Prevnar 13)	4
LAB12582R	LYMPH MITOGEN AND ANTIGEN SCRN	Lymph Mitogen and Antigen Scrn	4
LAB12584R	TIAGABINE CONCENTRATION	Tiagabine Concentration	2
LAB12585R	HEPATITIS D RNA, QUAL PCR	HEPATITIS D RNA, QUAL PCR	12
LAB12586R	THIAMIN (VITAMIN B1)	Thiamin (Vitamin B1)	44
LAB12586R	VITAMIN B1	Vitamin B1	2
LAB12599R	DILATED CARDIOMYOPATHY PANEL	Dilated Cardiomyopathy Panel	6
LAB12605R	N-METHYL-D-ASPARTATE RECEPTOR AB, IGG	N-Methyl-D-Aspartate Receptor Ab, IgG	65
LAB12607R	N-METHYL-D-ASPARTATE RECEPTOR AB, CSF	N-Methyl-D-Aspartate Receptor Ab, CSF	59
LAB12631R	VORICONAZOLE LEVEL	VORICONAZOLE LEVEL	1048
LAB12631R	VORICONAZOLE LEVEL		1
LAB12637R	MENINGOCOCCAL AB VACCINE	Meningococcal Ab Vaccine	25
LAB12643R	BRUTON\'S TYROSINE KINASE (BTK)	Bruton\'s Tyrosine Kinase (BTK)	4
LAB12645R	COMPLEMENT, ALTERNATE PATHWAY	Complement, Alternate Pathway	15
LAB12651R	HYPERTROPHIC CARDIOMYOPATHY PAN	Hypertrophic Cardiomyopathy Pan	10
LAB12657R	T CELL ACTIVATION	T Cell Activation	24
LAB12664R	NTX TELOPEPTIDE, URINE	NTX Telopeptide, Urine	22
LAB12689R	INFLIXIMAB, SERUM LEVEL AND AB	Infliximab, Serum Level and Ab	18
LAB12689R	SERM INFLIXIMAB/HACA MEASUREMT	SERM INFLIXIMAB/HACA MEASUREMT	1
LAB12711R	S PNEUMONIAE AB IGG (23 SEROTYPES)	S pneumoniae Ab IgG (23 Serotypes)	27
LAB12721R	ADENOSINE DEAMINASE, PLEURAL	Adenosine Deaminase, Pleural	72
LAB12723R	ADENOSINE DEAMINASE, PERITONEAL	Adenosine Deaminase, Peritoneal	14
LAB12733R	ALPHA-2 PLASMIN INHIBITOR	Alpha-2 Plasmin Inhibitor	5
LAB12733R	ALPHA-2-ANTIPLASMIN	Alpha-2-Antiplasmin	1
LAB12761R	HEPATITIS B VIRUS GENOTYPE	Hepatitis B Virus Genotype	2
LAB12762R	TACROLIMUS	TACROLIMUS	384
LAB12772R	ENCEPHALITIS AB SCREEN	Encephalitis Ab Screen	3
LAB12772R	ENCEPHALITIS AB SCREEN		3
LAB12772R	ENCEPHALITIS AB SCREEN	ENCEPHALITIS AB SCREEN	1
LAB12774R	MOTOR NEUROPATHY AB SCREEN	Motor Neuropathy Ab Screen	11
LAB12774R	MOTOR NEUROPATHY AB SCREEN	CO-GM1 TRIAD AB TEST	7
LAB12781R	BRUCELLA ANTIBODIES	Brucella Antibodies	63
LAB12790R	CYSTATIN C WITH ESTIMATED GFR	Cystatin C with Estimated GFR	10
LAB12796R	FLUCONAZOLE	Fluconazole	36
LAB12796R	FLUCONAZOLE LEVEL	Fluconazole Level	8
LAB12798R	CALPROTECTIN	Calprotectin	4
LAB12802R	HEPARIN COFACTOR	HEPARIN COFACTOR	2
LAB12808R	CK ISOENZYME WITH REFLEX	CK Isoenzyme With Reflex	262
LAB12809R	CK ISOENZYME ELECTROPHORESIS	CK Isoenzyme Electrophoresis	82
LAB12810R	ELECTROLYTE & OSMO PNL, FECES	Electrolyte & Osmo Pnl, Feces	123
LAB12811R	MYOGLOBIN, URINE	Myoglobin, Urine	63
LAB12811R	MYOGLOBIN, URINE		3
LAB12813R	PARVOVIRUS B19 AB, IGG	Parvovirus B19 AB, IgG	3
LAB12814R	MYCOPLASMA IGG/IGM AB	Mycoplasma IgG/IgM AB	69
LAB12815R	LYME DISEASE AB IGG IGM W/RFLX	Lyme Disease Ab IgG IgM w/Rflx	46
LAB12817R	DONOR, HCV AB SCREEN W/RFLX	Donor, HCV Ab Screen w/Rflx	2
LAB12836R	ETHYLENE GLYCOL	Ethylene Glycol	4
LAB12838R	INSULIN-LIKE GROWTH FACTOR 1	Insulin-like Growth Factor 1	25
LAB12845R	VMA AND HVA, PEDIATRIC, URINE	VMA and HVA, Pediatric, Urine	4
LAB12853R	EVEROLIMUS, BLOOD	Everolimus, Blood	10
LAB12853R	EVEROLIMUS, BLOOD	EVEROLIMUS, BLOOD	6
LAB12866R	B HENSELAE IGG TITER	B henselae IgG Titer	2
LAB13000R	AMINOLEVULINIC ACID 24HR UR	Aminolevulinic Acid 24Hr Ur	20
LAB13002R	COCCIDIOIDES AB IMMUNODIFF CSF	Coccidioides Ab Immunodiff CSF	70
LAB13006R	REDUCING SUBSTANCE, FECES	Reducing Substance, Feces	22
LAB13006R	REDUCING SUBSTANCE, STOOL	Reducing Substance, Stool	1
LAB13006R	REDUCING SUBSTANCE, STOOL		1
LAB13007R	Q FEVER IGG PHASE I TITER	Q Fever IgG Phase I Titer	2
LAB13008R	Q FEVER IGG PHASE II TITER	Q Fever IgG Phase II Titer	4
LAB13009R	Q FEVER IGM PHASE I TITER	Q Fever IgM Phase I Titer	2
LAB13010R	Q FEVER IGM PHASE II TITER	Q Fever IgM Phase II Titer	2
LABA1C	HEMOGLOBIN A1C	Hemoglobin A1c	52345
LABA1C	HEMOGLOBIN A1C		5498
LABA1C	HEMOGLOBIN A1C	Hemoglobon A1c	2007
LABA1C	HEMOGLOBIN A1C	HEMOGLOBIN A1C	2
LABAACSF	AMINO ACIDS, CSF	Amino Acids, CSF	8
LABAACSF	AMINO ACIDS, CSF		6
LABAAP	AMINO ACIDS, PLASMA	Amino Acids, Plasma	53
LABAAP	AMINO ACIDS, PLASMA		4
LABAAUR	AMINO ACIDS, URINE	Amino Acids, Urine	32
LABAAUR	AMINO ACIDS, URINE		6
LABABC	AUTOMATED BLOOD COUNT		22
LABABC	AUTOMATED BLOOD COUNT	Automated Blood Count	2
LABABG	BLOOD GASES, ARTERIAL	Blood Gases, Arterial	115012
LABABG	BLOOD GASES, ARTERIAL		64096
LABABG	BLOOD GASES, ARTERIAL	Blood gases arterial	106
LABABG	BLOOD GASES, ARTERIAL	BLOOD GASES ARTERIAL	92
LABABG	BLOOD GASES, ARTERIAL	Blood Gases Arterial	39
LABABIDI	AB ID		3720
LABABIDI	AB ID	Ab ID	2954
LABABIDI	AB ID	Antibody ID	41
LABABODIS	ABO DISCREPANCY		70
LABABODIS	ABO DISCREPANCY	ABO Discrepancy	42
LABABTITI	AB TITER	Ab Titer	189
LABABTITI	AB TITER		12
LABABTITI	AB TITER	Antibody Titer	2
LABACA	ANTI CARDIOLIPIN AB	Anti Cardiolipin Ab	1086
LABACA	ANTI CARDIOLIPIN AB	Anti Cardiolipin AB	524
LABACA	ANTI CARDIOLIPIN AB		106
LABACA	ANTI CARDIOLIPIN AB	Anti-cardiolipin Ab	4
LABACETA	ACETAMINOPHEN, SERUM	Acetaminophen, Serum	6008
LABACETA	ACETAMINOPHEN, SERUM	Acetaminophen	998
LABACETA	ACETAMINOPHEN, SERUM		854
LABACETA	ACETAMINOPHEN, SERUM	Acetaminophen Level	106
LABACHER	ACETYLCHOLINESTERASE	Acetylcholinesterase, AF	2
LABACHOO	AIRBORNE ALLERGY SCREEN	Airborne Allergy Screen	12
LABACHOO	AIRBORNE ALLERGY SCREEN		2
LABACRBLO	ACETYLCHOLINE BLOCKING AB	Acetylcholine Blocking Ab	26
LABACRMOD	ACETYLCHOLINE MOD AB	Acetylcholine Mod Ab	16
LABACTHO	ADRENOCORTICOTROPIC HORMONE (ACTH)	Adrenocorticotropic Hormone (ACTH)	960
LABACTHO	ADRENOCORTICOTROPIC HORMONE (ACTH)	ACTH	280
LABACTHO	ADRENOCORTICOTROPIC HORMONE (ACTH)		104
LABACYLP	ACYLCARNITINE PROFILE QUANTITATIVE	Acylcarnitine Profile Quantitative	20
LABADAM13	ADAMTS-13 ACTIVITY AND ANTIGEN TESTING	ADAMTS-13 Activity and Antigen Testing	54
LABADAM13	ADAMTS-13 ACTIVITY AND ANTIGEN TESTING		13
LABADAMTS	ADAMTS-13 PROFILE	ADAMTS-13 PROFILE	154
LABADAMTS	ADAMTS-13 PROFILE		8
LABADAMTS	ADAMTS-13 ACTIVITY AND ANTIGEN TESTING	ADAMTS-13 Activity and Antigen Testing	4
LABADAMTS	ADAMTS-13 ACTIVITY AND ANTIGEN TESTING		1
LABADAMTS	ADAMTS-13 PROFILE	ADAMTS-13 Activity and Antigen Testing	1
LABADAQ	ADENOSINE DEAMINASE, RBC	Adenosine Deaminase, RBC	26
LABADGM	ADENOVIRUS IGG AND IGM AB	Adenovirus IgG And IgM Ab	125
LABADGM	ADENOVIRUS IGG AND IGM AB		14
LABADIFF	DIFFERENTIAL		42
LABADIFF	DIFFERENTIAL	Differential	16
LABADIFFS	DIFFERENTIAL AND SLIDE REVIEW		8
LABADIFFS	DIFFERENTIAL AND SLIDE REVIEW	Differential And Slide Review	2
LABADMARK	ADMARK TAU/AB42, CSF	Admark TAU/Ab42, CSF	78
LABADMARK	ADMARK TAU/AB42, CSF		14
LABADPCRQ	ADENOVIRUS REAL TIME PCR,QUANTITATIVE	Adenovirus Real Time PCR,Quantitative	480
LABADPCRQ	ADENOVIRUS REAL TIME PCR,QUANTITATIVE		132
LABADPCRQ	ADENOVIRUS PCR QUANT		1
LABADVDNA	ADENOVIRUS DNA, QUALITATIVE PCR	Adenovirus DNA, Qualitative PCR	418
LABADVDNA	ADENOVIRUS DNA, QUALITATIVE PCR		92
LABADVQL	ADENOVIRUS DNA PCR QUAL	Adenovirus DNA PCR Qual	120
LABADVQL	ADENOVIRUS PCR QUAL		8
LABADVQL	ADENOVIRUS DNA, QUALITATIVE PCR	Adenovirus DNA, Qualitative PCR	5
LABADVQL	ADENOVIRUS PCR QUAL	Adenovirus PCR Qual	4
LABADVQL	ADENOVIRUS DNA, QUALITATIVE PCR		2
LABADVQT	ADENOVIRUS DNA PCR QUANT	Adenovirus DNA PCR Quant	580
LABADVQT	ADENOVIRUS PCR QUANT		53
LABADVQT	ADENOVIRUS DNA PCR QUANT	ADENOVIRUS DNA PCR QUANT	25
LABADVQT	ADENOVIRUS REAL TIME PCR,QUANTITATIVE	Adenovirus Real Time PCR,Quantitative	22
LABADVQT	ADENOVIRUS PCR QUANT	Adenovirus PCR Quant	2
LABADVRC	ADENOVIRUS RAPID CULTURE	Adenovirus Rapid Culture	36
LABAFBC	AFB CULTURE, RESPIRATORY	AFB Culture, Respiratory	9384
LABAFBC	AFB CULTURE, RESPIRATORY		5772
LABAFBC	AFB CULTURE, RESPIRATORY	AFB Culture + Smear, Induced Sputum	1810
LABAFBC	AFB CULTURE, RESPIRATORY	AFB Culture + Smear, Expectorated Sputum	466
LABAFBC	AFB CULTURE, RESPIRATORY	AFB Culture + Smear, Bronchoalveolar lavage	172
LABAFBC	AFB CULTURE, RESPIRATORY	AFB Culture + Smear, Tracheal Aspirate	170
LABAFBC	AFB CULTURE, RESPIRATORY	AFB culture (respiratory)	3
LABAFBCF	AFB CULTURE, RESPIRATORY FOR CYSTIC FIBROSIS	AFB Culture, Respiratory-Cystic Fibrosis	983
LABAFBCF	AFB CULTURE, RESPIRATORY FOR CYSTIC FIBROSIS	AFB Culture, Respiratory For Cystic Fibrosis	560
LABAFBCF	AFB CULTURE, RESPIRATORY FOR CYSTIC FIBROSIS		466
LABAFBCF	AFB CULTURE, RESPIRATORY FOR CYSTIC FIBROSIS	AFB Culture, Respiratory (Cystic fibrosis patient)	10
LABAFBD	AFB CULTURE, NON - RESPIRATORY	AFB Culture, Non-respiratory	6159
LABAFBD	AFB CULTURE, NON - RESPIRATORY		5172
LABAFBD	AFB CULTURE, NON - RESPIRATORY	AFB culture (non-respiratory)	632
LABAFBD	AFB CULTURE, NON - RESPIRATORY	AFB Culture + Smear, CSF (>5ml required)	622
LABAFBD	AFB CULTURE, NON - RESPIRATORY	AFB Culture + Smear, Pleural Fluid	286
LABAFBD	AFB CULTURE, NON - RESPIRATORY	AFB Culture + Smear, Peritoneal Fluid	82
LABAFBD	AFB CULTURE, NON - RESPIRATORY	AFB Culture + Smear, Pericardial Fluid	60
LABAFBD	AFB CULTURE, NON - RESPIRATORY	AFB Culture + Smear, Synovial Fluid	26
LABAFBD	AFB CULTURE, NON - RESPIRATORY	AFB Culture +Smear CSF (>5 mL required)	22
LABAFBD	AFB CULTURE, NON - RESPIRATORY	AFB Culture, CSF Shunt Fluid	16
LABAFBSO	AFB SMEAR ONLY	AFB Smear Only	598
LABAFBSO	AFB SMEAR ONLY	STAT AFB Smear Only	60
LABAFBSO	AFB SMEAR ONLY		20
LABAFCT	CELL CT & DIFF, APHERESIS FLD	Cell Ct & Diff, Apheresis fld	2
LABAFP	ALPHA FETOPROTEIN, SERUM	Alpha Fetoprotein, Serum	2167
LABAFP	ALPHA FETOPROTEIN, SERUM	AFP, SERUM	405
LABAFP	ALPHA FETOPROTEIN, SERUM		272
LABAFP	ALPHA FETOPROTEIN, SERUM	Alpha Feto-Protein, Serum	134
LABAFP	ALPHA FETOPROTEIN, SERUM	Int Alpha Fetoprotein, Serum Every 6 Months	2
LABAG	ALBUMIN / GLOBULIN RATIO	Albumin/Globulin Ratio	6
LABAG	ALBUMIN / GLOBULIN RATIO		6
LABAGALA	ASPERGILLUS GALACTOMANNAN	Aspergillus Galactomannan	1867
LABAGALA	ASPERGILLUS GALACTOMANNAN		66
LABAGAP	ANION GAP		50
LABAHP2	ACUTE HEPATITIS PANEL	Acute Hepatitis Panel	2710
LABAHP2	ACUTE HEPATITIS PANEL		164
LABAID	AEROBIC ORGANISM ID		10
LABAID	AEROBIC ORGANISM ID	Aerobic Organism ID	2
LABALB	ALBUMIN, SERUM/PLASMA	Albumin, Serum/Plasma	12021
LABALB	ALBUMIN, SERUM/PLASMA		1544
LABALB	ALBUMIN, SERUM/PLASMA	Albumin, Serum/Plasma (LABALB)	5
LABALB	ALBUMIN, SERUM/PLASMA	Albumin, Serum/Plasma  	2
LABALB	ALBUMIN, SERUM/PLASMA	Serum Albumin	2
LABALKP	ALKALINE PHOSPHATASE TOTAL SERUM/PLASMA		864
LABALKP	ALKALINE PHOSPHATASE TOTAL SERUM/PLASMA	Alkaline Phosphatase Total Serum/Plasma	623
LABALKP	ALKALINE PHOSPHATASE TOTAL SERUM/PLASMA	Alkaline phosphatase total serum/plasma	4
LABALLMC	INHALANT ALLERGY PANEL, SHC, MENLO	Inhalant Allergy Panel, SHC, Menlo	2
LABALPHA2	ALPHA-2-ANTIPLASMIN	Alpha-2-Antiplasmin	9
LABALPHA2	ALPHA-2-ANTIPLASMIN	Alpha2 Antiplasmin	6
LABALT	ALT, SERUM/PLASMA	ALT, Serum/Plasma	1020
LABALT	ALT, SERUM/PLASMA		876
LABALT	ALT, SERUM/PLASMA	ALT, Serum/Plasma 	2
LABAMAONC	ANTI - MALIGNIN AB	Anti-Malignin Ab	2
LABAMIPOL	AMIKACIN PEAK LEVEL	Amikacin Peak Level	143
LABAMIPOL	AMIKACIN PEAK LEVEL		6
LABAMIPRL	AMIKACIN TROUGH LEVEL	Amikacin Trough Level	272
LABAMIPRL	AMIKACIN TROUGH LEVEL		24
LABAMLP	AML PROGNOSIS ASSAY	AML Prognosis Assay	425
LABAMLP	AML PROGNOSIS ASSAY		42
LABAMLP	AML PROGNOSIS ASSAY	AML Prognosis Assay  (molecular diagnostic)	5
LABAMY	AMYLASE, SERUM	Amylase, Serum	10120
LABAMY	AMYLASE, SERUM		1828
LABAMY	AMYLASE, SERUM	Amylase, serum	1541
LABAMY	AMYLASE, SERUM	Amylase, Serum : POD # 1	243
LABANAS	ANTI - NUCLEAR AB	Anti-Nuclear Ab	5577
LABANAS	ANTI - NUCLEAR AB		352
LABANAS	ANTI - NUCLEAR AB	Anti-nuclear Ab	6
LABANAS	ANTI - NUCLEAR AB	FANA, (Anti-Nuclear Ab)	5
LABANAS	ANTI - NUCLEAR AB	Anti-Nuclear Antibody	4
LABANCA	NEUTROPHIL CYTOPLASMA REFLEX AB PANEL	Neutrophil Cytoplasma Reflex Ab Panel	612
LABANCA	NEUTROPHIL CYTOPLASMA REFLEX AB PANEL		98
LABANDRO	ANDROSTENEDIONE, SERUM	Androstenedione, Serum	6
LABANER	ANAEROBIC CULTURE		14350
LABANER	ANAEROBIC CULTURE	Anaerobic Culture	10931
LABANER	ANAEROBIC CULTURE	Anaerobic Culture, Pleural Fluid	304
LABANER	ANAEROBIC CULTURE	Anaerobic Culture, Peritoneal  Fluid	182
LABANER	ANAEROBIC CULTURE	Anaerobic Culture, CSF Shunt Fluid	128
LABANER	ANAEROBIC CULTURE	Anaerobic Culture, Synovial Fluid	114
LABANER	ANAEROBIC CULTURE	Anaerobic Culture, Pericardial Fluid	50
LABANER2	ANAEROBIC CULTURE, SHORT BATTERY		4290
LABANER2	ANAEROBIC CULTURE, SHORT BATTERY	Anaerobic Culture, Short Battery	2160
LABANERB	ANAEROBIC CULTURE BB		188
LABANTIM	ANTI - TPO AB	Anti-TPO Ab	730
LABANTIM	ANTI - TPO AB		44
LABANTITG	ANTI - THYROGLOBULIN AB	Anti-Thyroglobulin Ab	386
LABANTITG	ANTI - THYROGLOBULIN AB		24
LABANTIXA	LMWH ACTIVITY BY ANTIXA	LMWH ACTIVITY BY ANTIXA	892
LABANTIXA	LMW HEPARIN, ANTIXA U/ML	LMW Heparin, AntiXA u/mL	700
LABANTIXA	ANTI XA / LMWH	Anti XA/LMWH	504
LABANTIXA	ANTI XA / LMWH		88
LABANTIXA	LMW HEPARIN, ANTIXA U/ML		76
LABANTIXA	ANTI XA / LMWH	Anti XA / LMWH	18
LABANTIXA	LMWH ACTIVITY BY ANTIXA	Anti XA / LMWH	14
LABANTIXA	LMW HEPARIN, ANTIXA U/ML	Anti XA / LMWH	10
LABANTIXA	LMW HEPARIN, ANTIXA U/ML	Anti XA/LMWH	1
LABANTIXA	LMW HEPARIN, ANTIXA U/ML	Anti XA/LMWH (LABANTIXA)	1
LABANTNEU	ANTI - NEUTROPHIL AB	Anti-Neutrophil Ab	159
LABANTNEU	ANTI - NEUTROPHIL AB		12
LABANTNEU	ANTI - NEUTROPHIL AB	Anti-neutrophil antibody	4
LABAPC	ACTIVATED PROTEIN C RESISTANCE	Activated Protein C Resistance	152
LABAPC	ACTIVATED PROTEIN C RESISTANCE	APC Protein C Resistance	42
LABAPC	ACTIVATED PROTEIN C RESISTANCE		10
LABAPHSA2	ANTI PHOSPHOLIPID AB PANEL	Anti Phospholipid Ab Panel	525
LABAPHSA2	ANTI PHOSPHOLIPID AB PANEL	Anti Phospholipid AB Panel	28
LABAPHSA2	ANTI PHOSPHOLIPID AB PANEL		3
LABAPHSAB	ANTI PHOSPHOLIPID AB PANEL	Anti Phospholipid Ab Panel	464
LABAPHSAB	ANTI PHOSPHOLIPID AB PANEL	Anti Phospholipid AB Panel	36
LABAPHSAB	ANTI PHOSPHOLIPID AB PANEL		23
LABAPHSAB	ANTI PHOSPHOLIPID AB PANEL	Anti-phospholipid Ab panel	2
LABAPT	APT TEST FOR FETAL HGB	APT Test For Fetal Hgb	4
LABARBO	ARBOVIRUS AB PANEL, IFA (TITER)	Arbovirus Ab Panel, IFA (Titer)	2
LABARGI	ABO/RH	ABO/Rh	394
LABARGI	ABO/RH		22
LABARGI	ABO/RH	ABO/Rh  (Stanford laboratory)	1
LABARGI	ABO/RH	ABO/Rh (Draw once a day for 2 days - count 2)	1
LABARI	ABO/RH (ARI)		12334
LABARI	ABO/RH (ARI)	ABO/Rh (ARI)	1145
LABARI	ABO/RH (ARI)	ABO/RH (ARI)	304
LABARI	ABO/RH (ARI)	ABO/Rh (ARI) Type and Screen	26
LABARI	ABO/RH (ARI)	ABO/Rh (ARI) 	17
LABARIX	ARIXTRA	Arixtra	8
