features,indices
ZOCOR 80 MG PO TABS,769
AMITRIPTYLINE 25 MG PO TABS,770
BAYER ASPIRIN 325 MG PO TABS,771
I63.9,772
I77.9,773
GABAPENTIN 300 MG PO CAPS,774
LEXAPRO 10 MG PO TABS,775
REQUIP 0.25 MG PO TABS,776
LANTUS SC,777
ESR_0,778
SIMVASTATIN 40 MG PO TABS,779
PLAVIX 75 MG PO TABS,780
GLIPIZIDE 5 MG PO TABS,781
LOTENSIN 40 MG PO TABS,782
ASPIR-MOX 325 MG PO TABS,783
CARVEDILOL 6.25 MG PO TABS,784
"URIC ACID, SERUM / PLASMA",785
ESR_2,786
ANTI - NUCLEAR AB,787
RHUEMATOID FACTOR,788
N95.9,789
"CRYSTAL ANALYSIS, SYNOVIAL FLUID",790
CRP_1,791
N63.0,792
M67.40,793
Z12.11,794
"CELL COUNT AND DIFF, SYNOVIAL FLUID",795
HELP ORDER,796
KEPPRA XR 500 MG PO TB24,797
LORAZEPAM 0.5 MG PO TABS,798
J34.89,799
FLOVENT IN,800
H90.2,801
J38.00,802
PCO2V_4,803
DEXAMETHASONE 10 MG/50 ML NS IVPB,804
COMBIVENT 18-103 MCG/ACTUATION INH AERO,805
"TRYPTASE, SERUM",806
"CALCIUM, SERUM/PLASMA",807
"VITAMIN D, 25-HYDROXY",808
1 25 OH VITAMIN D,809
PARATHYROID HORMONE,810
K57.32,811
PAP SMEAR,812
FISH OIL PO,813
PROBIOTIC COMPLEX PO,814
"CHLAMYDIA GC, PAP FLUID",815
D05.90,816
MIRALAX 100 % PO POWD,817
PROPRANOLOL 10 MG PO TABS,818
CITRUCEL SUGAR FREE PO POWD,819
VITAMIN B-12 500 MCG PO LOZG,820
"CYANOCOBALAMIN 1,000 MCG SL SUBL",821
QUETIAPINE 200 MG PO TABS,822
PSYLLIUM PO PACK,823
CLONAZEPAM 2 MG PO TABS,824
MIRTAZAPINE 15 MG PO TABS,825
CYANOCOBALAMIN 500 MCG PO TABS,826
IBUPROFEN 800 MG PO TABS,827
MIRTAZAPINE 30 MG PO TABS,828
CYANOCOBALAMIN 100 MCG PO TABS,829
THERAPEUTIC MULTIVITAMIN PO TABS,830
CITRACAL + D 250-200 MG-UNIT PO TABS,831
PROCHLORPERAZINE MALEATE 10 MG PO TABS,832
OMEGA 3 PO,833
PROPRANOLOL PO,834
SODIUM CHLORIDE 0.65 % NASAL SPRA,835
CENTRUM SILVER 500-250 MCG PO CHEW,836
MV-MIN-FOLIC ACID-LUTEIN 500-250 MCG PO CHEW,837
CLONAZEPAM 1 MG PO TABS,838
CLONAZEPAM 0.5 MG PO TABS,839
CIPRO PO,840
NEUPOGEN IJ,841
ABO/RH,842
ATIVAN PO,843
CITRATE DEXTROSE SOLUTION MISC SOLN,844
C83.30,845
Z01.89,846
REGLAN 10 MG PO TABS,847
"CD34 PANEL, BLOOD",848
"CD34 PANEL, FLUID",849
RIFAMPIN PO,850
NIZATIDINE 150 MG PO CAPS,851
"HEPARIN, PORCINE (PF) 100 UNIT/ML IV SYRG",852
BMT PANEL 1,853
G47.30,854
I48.91,855
R19.00,856
WARFARIN 5 MG PO TABS,857
FLECAINIDE LEVEL,858
ACYCLOVIR 400 MG PO TABS,859
CEPHALEXIN 500 MG PO CAPS,860
SPIRONOLACTONE 25 MG PO TABS,861
CODEINE SULFATE 30 MG PO TABS,862
COREG 12.5 MG PO TABS,863
I50.9,864
ADVIL PO,865
LORAZEPAM 2 MG/ML INJ SYRG,866
K21.9,867
CYTARABINE IV CHEMO INFUSION,868
E44.1,869
K64.9,870
C83.00,871
LIDOCAINE 4 % TP CREA,872
LIDOCAINE (PF) 20 MG/ML (2 %) INJ SOLN,873
PROCHLORPERAZINE EDISYLATE 5 MG/ML INJ SOLN,874
VORICONAZOLE 200 MG PO TABS,875
ONDANSETRON (+DEXAMETHASONE) IVPB,876
C92.00,877
R78.81,878
IBUPROFEN 600 MG PO TABS,879
PROCTOCARE-HC 2.5 % PR CREA,880
BABY ASPIRIN PO,881
MULTIVITAMINS PO,882
TRICOR 145 MG PO TABS,883
METOLAZONE 5 MG PO TABS,884
PRAVASTATIN 80 MG PO TABS,885
NEXIUM 40 MG PO CPDR,886
C67.9,887
ATACAND 32 MG PO TABS,888
POTASSIUM CHLORIDE PO,889
AMLODIPINE 10 MG PO TABS,890
TRIAMTERENE-HYDROCHLOROTHIAZID PO,891
C55,892
MAGNESIUM 84 MG PO TBSR,893
SODIUM BICARBONATE IVPB,894
ONDANSETRON HCL 8 MG PO TABS,895
D5 1/2 NS WITH SOD BICARBONATE,896
LIDOCAINE HCL 20 MG/ML (2 %) INJ SOLN,897
MAGNESIUM CHLORIDE 64 MG PO TBSR,898
CRYOPRECIPITATE,899
"BILIRUBIN TOTAL, SERUM/PLASMA",900
FENTANYL 25 MCG/HR TD PT72,901
K43.2,902
C15.9,903
BUMEX 1 MG PO TABS,904
BUMEX 0.5 MG PO TABS,905
HEPARIN IV BOLUS (DVT/PE PROTOCOL),906
"HEPARIN IV REBOLUS (DVT/PE PROTOCOL, HAL < 0.3)",907
HBSAG,908
LAC_1,909
ANTI-HBS QUAL,910
HEPARIN INDUCED AB,911
PO2V_2,912
AVAPRO 150 MG PO TABS,913
DETROL LA 4 MG PO CP24,914
MIRALAX 17 GRAM (100 %) PO PWPK,915
ARANESP (POLYSORBATE) 60 MCG/ML INJ SOLN,916
"CORTISOL, SERUM",917
PREVACID 30 MG PO CPDR,918
USE ORDER SET FOR LAB TRANSFUSION,919
WARFARIN 4 MG PO TABS,920
RENAGEL 400 MG PO TABS,921
HECTOROL 0.5 MCG PO CAPS,922
NITROFURANTOIN 100 MG PO CAPS,923
PHENYLEPHRINE IN NS 100 MCG/ML SYRINGE,924
HEPARIN IV INFUSION (DVT/PE PROTOCOL),925
HEPARIN ACTIVITY LEVEL,926
C54.1,927
COUMADIN 4 MG PO TABS,928
ENOXAPARIN 120 MG/0.8 ML SC SYRG,929
IRON (FERROUS SULFATE) 325 MG (65 MG IRON) PO TABS,930
DARBEPOETIN ALFA IN POLYSORBAT 100 MCG/0.5 ML INJ SYRG,931
DONEPEZIL 10 MG PO TABS,932
NITROFURANTOIN 25 MG/5 ML PO SUSP,933
DEXTROSE 5% IN NORMAL SALINE IV SOLP,934
LIPID PANEL WITH DIRECT LDL,935
I61.9,936
RAMIPRIL 5 MG PO CAPS,937
RAMIPRIL 10 MG PO CAPS,938
DILTIAZEM HCL 120 MG PO CP24,939
DILTIAZEM IV INFUSION,940
DULOXETINE 20 MG PO CPDR,941
NITROFURANTOIN (MACROCRYST25%) 100 MG PO CAPS,942
DILTIAZEM HCL 5 MG/ML IV SOLN,943
DOXYCYCLINE HYCLATE 100 MG PO CAPS,944
LEVOFLOXACIN IN D5W 500 MG/100 ML IV PGBK,945
DESMOPRESSIN 4 MCG/ML INJ SOLN,946
1/2 NS WITH POTASSIUM CHLORIDE 20 MEQ/L IV SOLP,947
S06.5X9A,948
PHYTONADIONE 10 MG/ML INJ SOLN,949
CEFTRIAXONE 2 GRAM/50 ML D5W IVPB (COMPOUNDED),950
LEVETIRACETAM IVPB,951
VANCOMYCIN 500 MG IVPB,952
SENNOSIDES 8.8 MG/5 ML PO SYRP,953
AMIODARONE INFUSION PERIPH ADMIN,954
S09.90XA,955
MANNITOL 20 % 20 % IV SOLP,956
AMIODARONE IVPB,957
"OSMOLALITY, SERUM",958
OLANZAPINE 5 MG PO TBDL,959
PIPERACILLIN-TAZOBACTAM-DEXTRS 2.25 GRAM/50 ML IV PGBK,960
"T4, FREE",961
"CHLORIDE, URINE (RANDOM)",962
D5W WITH POTASSIUM CHLORIDE 20 MEQ/L IV SOLP,963
"MYOGLOBIN, URINE",964
"EOSINOPHILS, URINE",965
ESCITALOPRAM 20 MG PO TABS,966
ARIPIPRAZOLE 10 MG PO TABS,967
CLONAZEPAM (PAIN COCKTAIL) 0.5 MG PO TABS,968
ABILIFY 2 MG PO TABS,969
LEXAPRO 20 MG PO TABS,970
COMPREHENSIVE HEPATITIS PANEL,971
"NEOMYCIN-BACITRACNZN-POLYMYXIN 3.5-400-5,000 MG-UNIT-UNIT/G TP OINT",972
ARIPIPRAZOLE 15 MG PO TABS,973
CLONAZEPAM 0.25 MG PO TBDL,974
ESCITALOPRAM 10 MG PO TABS,975
R59.1,976
C95.00,977
BETA THALASSEMIA SEQUENCING,978
DETECTION OF C-KIT MUTATIONS,979
C85.90,980
M79.18,981
GROUP A STREP CULTURE,982
BETA STREP THROAT SCREEN RAPID EIA,983
"BCR - ABL, BLOOD",984
ALPHA THALASSEMIA PCR,985
"JANUS KINASE 2 V617F MUTATION, BLOOD",986
S22.009A,987
S24.109A,988
DECADRON PO,989
D47.3,990
VICODIN ES 7.5-750 MG PO TABS,991
HYDREA 500 MG PO CAPS,992
K50.90,993
REMICADE IV,994
CIPRO 500 MG PO TABS,995
RISPERIDONE 0.5 MG PO TABS,996
F29,997
RISPERIDONE 2 MG PO TABS,998
MOXIFLOXACIN 0.5 % OPHT DROP,999
RISPERIDONE 1 MG PO TBDL,1000
BENZTROPINE 0.5 MG PO TABS,1001
F20.0,1002
QUETIAPINE 25 MG PO TABS,1003
M19.90,1004
QUETIAPINE 100 MG PO TABS,1005
C61,1006
R41.82,1007
SEROQUEL 50 MG PO TABS,1008
"SODIUM WITH CREATININE, URINE (RANDOM)",1009
E87.1,1010
K63.5,1011
"CYANOCOBALAMIN 1,000 MCG/ML INJ SOLN",1012
H70.90,1013
J45.909,1014
TRANSDERM-SCOP 1.5 MG TD PT72,1015
E03.9,1016
ACCUPRIL PO,1017
G90.529,1018
MOTRIN PO,1019
ZYRTEC PO,1020
ATENOLOL PO,1021
N94.9,1022
Z86.010,1023
METFORMIN PO,1024
E28.2,1025
ACIPHEX PO,1026
Z80.0,1027
ESR_1,1028
M46.20,1029
N19,1030
A49.01,1031
I95.9,1032
E88.09,1033
R09.02,1034
"T84.59XA, Z96.659",1035
LIDOCAINE HCL 10 MG/ML (1 %) INJ SOLN,1036
IMITREX PO,1037
PHYTONADIONE 5 MG PO TABS,1038
TIROFIBAN IN NORMAL SALINE 5 MG/100 ML (50 MCG/ML) IV SOLN,1039
"HEPARIN (PORCINE) 1,000 UNIT/ML INJ SOLN",1040
CEFEPIME 2 GM IVPB,1041
FENTANYL 75 MCG/HR TD PT72,1042
"PROTEIN, URINE (TIMED)",1043
"PROTEIN WITH CREATININE, URINE (RANDOM)",1044
"IG PANEL, SERUM",1045
FREE LIGHT CHAIN RATIO,1046
URINE PROTEIN IMMUNOFIXATION ELECTROPHORESIS,1047
SENOKOT PO,1048
PAMIDRONATE IVPB,1049
SUCRALFATE 100 MG/ML PO SUSP,1050
CYTOGENETICS FISH ORDER,1051
"PROTEIN IMMUNOFIX ELECTROPHORESIS, SERUM",1052
C90.00,1053
E83.52,1054
G95.20,1055
DESMOPRESSIN IVPB,1056
ZOLEDRONIC ACID IVPB,1057
"PTH-RELATED PEPTIDE, PLASMA",1058
"BETA - 2 - MICROGLOBULIN, SERUM",1059
"POTASSIUM, URINE (RANDOM)",1060
I21.4,1061
TNI_0,1062
R10.13,1063
C24.0,1064
K75.0,1065
R56.9,1066
CEFTRIAXONE 1 GRAM IV SOLR,1067
K52.9,1068
PROCHLORPERAZINE MALEATE 5 MG PO TABS,1069
PHV_4,1070
PCO2V_0,1071
OVA AND PARASITES,1072
CEA,1073
R16.0,1074
G40.909,1075
PCO2V_1,1076
FUROSEMIDE IVPB,1077
CASPOFUNGIN 50 MG IVPB,1078
CISATRACURIUM IV INFUSION,1079
PHENOBARBITAL 60 MG PO TABS,1080
FLUCONAZOLE IN SALINE 800 MG/400 ML IVPB,1081
ANTI-HCV,1082
EPINEPHRINE IV INFUSION,1083
HEPATITIS B DIAGNOSTIC PANEL,1084
CISATRACURIUM 2 MG/ML IV SOLN,1085
BIOPSY / TISSUE CULTURE AND GRAM STAIN,1086
PRISMASOL SOLUTION (BGK 2/0) (32 MEQ BICARB/L),1087
HEMOGLOBIN,1088
"ELECTROLYTE PANEL, URINE WITH CREATININE",1089
I51.89,1090
CASPOFUNGIN 70 MG IVPB,1091
PROPOFOL 10 MG/ML IV INJECTION,1092
CALCIUM CHLORIDE 8 G/1000 ML IV INFUSION,1093
"HEPARIN IV INFUSION (A-FIB PROTOCOL, A-FIB & INR > 2)",1094
DAPTOMYCIN IVPB,1095
NOREPINEPHRINE IV INFUSION,1096
HYDROCORTISONE SOD SUCCINATE 100 MG/2 ML INJ SOLR,1097
CANCER AG 19-9,1098
GIARDIA SCREEN,1099
A41.9,1100
Z86.711,1101
"NYSTATIN 100,000 UNIT/G TP POWD",1102
VECURONIUM BROMIDE 10 MG IV SOLR,1103
MIDAZOLAM 100 MG IN D5W 100 ML IV INFUSION,1104
ALBUTEROL SULFATE 90 MCG/ACTUATION INH HFAA,1105
"HEPARIN (PORCINE) IN D5W 25,000 UNIT/250 ML IV SOLP",1106
"HEPARIN IV REBOLUS (A-FIB PROTOCOL, HAL 0.2 - 0.29)",1107
FUNGAL CULTURE AND KOH,1108
LACTULOSE ENEMA,1109
TIGECYCLINE IVPB,1110
VECURONIUM IV INFUSION,1111
ROCURONIUM 10 MG/ML IV SOLN,1112
VASOPRESSIN 1 UNIT/ML IV INFUSION,1113
"HEPARIN IV REBOLUS (A-FIB PROTOCOL, HAL < 0.2)",1114
SODIUM POLYSTYRENE SULFONATE 15 G/60 ML PO SUSP,1115
ANTI-HAV,1116
SLIDE HELD FOR REVIEW,1117
"ALPHA FETOPROTEIN, SERUM",1118
OXYBUTYNIN CHLORIDE 5 MG PO TABS,1119
ANIDULAFUNGIN IVPB,1120
PHENOBARBITAL LEVEL,1121
HYDROCHLOROTHIAZIDE PO,1122
LUMIGAN 0.03 % OPHT DROP,1123
M16.9,1124
NIFEDIPINE PO,1125
DIAZEPAM 10 MG PO TABS,1126
ATROPINE 0.1 MG/ML INJ SYRG,1127
AMOXICILLIN-POT CLAVULANATE 500-125 MG PO TABS,1128
ENTEROVIRUS PCR,1129
CMV SHELL VIAL CULTURE,1130
"CMV DNA PCR QUAL, NON-BLOOD",1131
HERPES VIRAL 6 DNA QUALITATIVE,1132
"SODIUM CHLORIDE 1,000 MG MISC TBSO",1133
GQ1B AB,1134
LAB UNLISTED 2,1135
"HERPES SIMPLEX PCR, CSF",1136
"VARICELLA ZOSTER VIR. DNA,QUAL",1137
UNLISTED MICROBIOLOGY/VIROLOGY TEST,1138
CLOPIDOGREL 75 MG PO TABS,1139
RIZATRIPTAN 10 MG PO TABS,1140
RIZATRIPTAN 10 MG PO TBDL,1141
VIRAL CULTURE,1142
"EBV BY RAPID PCR, CSF",1143
LAB UNLISTED 1,1144
I49.9,1145
ATROPINE 1 MG/ML INJ SOLN,1146
"WEST NILE VIRUS AB PANEL, CSF",1147
"R53.82, D89.89",1148
CELEBREX 400 MG PO CAPS,1149
C03.9,1150
C06.0,1151
CALCIUM + D PO,1152
IBUPROFEN PO,1153
VIAGRA PO,1154
ASPIRIN-HYDROCODONE PO,1155
E66.01,1156
STARLIX 120 MG PO TABS,1157
ALLOPURINOL 300 MG PO TABS,1158
LISINOPRIL 40 MG PO TABS,1159
Z98.84,1160
HYDROCHLOROTHIAZIDE 50 MG PO TABS,1161
ACTOPLUS MET 15-850 MG PO TABS,1162
VERAMYST 27.5 MCG/ACTUATION NASAL SPSN,1163
"N28.9, N18.9",1164
INSERT BLADDER CATHETER,1165
GENTAMICIN SULFATE (PF) 100 MG/10 ML IV SOLN,1166
IRRIGATION OF BLADDER,1167
CONTRAST X-RAY OF BLADDER,1168
INTRAABDOMINAL PRESSURE TEST,1169
LEVOFLOXACIN 750 MG PO TABS,1170
N40.0,1171
N13.30,1172
COMPLEX CYSTOMETROGRAM,1173
URETHRA PRESSURE PROFILE,1174
"ELECTRO-UROFLOWMETRY, FIRST",1175
CONTRAST X-RAY OF URETHRA/BLADDER,1176
"CYSTOSCOPY POST-VOID RESIDUAL. CATHETERIZATION, URETHRA",1177
N35.919,1178
URINE VOIDING PRESSURE STUDY,1179
ELECTROMYOGRAPHY STUDIES (EMG) OF,1180
CHLOROTHIAZIDE IVPB,1181
ACETAMINOPHEN-CODEINE 300-30 MG PO TABS,1182
LEVOTHYROXINE 75 MCG PO TABS,1183
TYLENOL-CODEINE #3 PO,1184
DARBEPOETIN ALFA IN POLYSORBAT 40 MCG/0.4 ML INJ SYRG,1185
CHLOROTHIAZIDE SODIUM 500 MG IV SOLR,1186
H54.40,1187
CALCIUM ACETATE 667 MG PO CAPS,1188
"NYSTATIN 100,000 UNIT/ML PO SUSP",1189
"DOBUTAMINE IN D5W 500 MG/250 ML (2,000 MCG/ML) IV SOLP",1190
K76.9,1191
I25.10,1192
PO2V_1,1193
LEVAQUIN 500 MG PO TABS,1194
"IRON, TOTAL",1195
NOVOLOG SC,1196
ALLOPURINOL PO,1197
NIACIN 750 MG PO TBSR,1198
TEMAZEPAM 7.5 MG PO CAPS,1199
TRAZODONE 150 MG PO TABS,1200
HEPARIN IV INFUSION (MD TO SPECIFY PARAMETERS),1201
LIDOCAINE,1202
ALTACE 5 MG PO TABS,1203
BANOPHEN 25 MG PO CAPS,1204
NIASPAN 750 MG PO TBSR,1205
ATORVASTATIN 40 MG PO TABS,1206
"UREA WITH CREATININE, URINE (RANDOM)",1207
HYDRALAZINE 25 MG PO TABS,1208
FiO2_0,1209
VITAMIN D PO,1210
ISOSORBIDE PO,1211
ZETIA 10 MG PO TABS,1212
LIPITOR 80 MG PO TABS,1213
AMINO ACIDS-MAGNESIUM SULFATE PO TABS,1214
LIDOCAINE IN D5W (PF) 8 MG/ML (0.8 %) IV SOLP,1215
"HEPARIN IV INFUSION (A-FIB PROTOCOL, A-FIB & INR < 2)",1216
ISOSORBIDE MONONITRATE 30 MG PO TB24,1217
PROZAC 20 MG PO CAPS,1218
INSULIN GLARGINE 100 UNIT/ML SC SOLN,1219
LIDOCAINE (PF) 20 MG/ML (2 %) IV SYRG,1220
NAPROXEN PO,1221
M71.30,1222
T14.8XXA,1223
M06.9,1224
F50.00,1225
I49.8,1226
PINDOLOL 5 MG PO TABS,1227
F06.4,1228
POTASSIUM & SODIUM PHOSPHATES 280-160-250 MG PO PWPK,1229
D5W IV BOLUS,1230
LANSOPRAZOLE 15 MG PO CPDR,1231
LAC_0,1232
T14.90XA,1233
"DIPH,PERTUS(ACEL),TET PED (PF) 2.5-8-5 LF-MCG-LF/0.5ML IM SUSP",1234
MORPHINE 4 MG/ML INJ SYRG,1235
SODIUM BICARBONATE 8.4 % (1 MEQ/ML) IV SYRG,1236
METOPROLOL SUCCINATE PO,1237
T14.91XA,1238
LIBRIUM 25 MG PO CAPS,1239
F43.10,1240
NICOTINE 14 MG/24 HR TD PT24,1241
"ACETAMINOPHEN, SERUM",1242
Z86.69,1243
T42.4X1A,1244
T50.901A,1245
PROVENTIL HFA IN,1246
BENADRYL ALLERGY PO,1247
LITHIUM,1248
SALICYLATE LEVEL,1249
IMO0001,1250
F10.239,1251
ACTIVATED CHARCOAL 50 GRAM/240 ML PO SUSP,1252
THIAMINE HCL 100 MG PO TABS,1253
F10.10,1254
TETRAHYDROZOLINE 0.05 % OPHT DROP,1255
ANTABUSE 250 MG PO TABS,1256
NALTREXONE 50 MG PO TABS,1257
DIAZEPAM 5 MG/ML INJ SYRG,1258
VOLATILE SCREEN,1259
R45.851,1260
LOPERAMIDE 2 MG PO CAPS,1261
ALUM-MAG HYDROXIDE-SIMETH 400-400-40 MG/5 ML PO SUSP,1262
G47.00,1263
CLONIDINE 0.1 MG PO TABS,1264
FLUOXETINE 20 MG PO CAPS,1265
E11.10,1266
D - DIMER (ELISA),1267
NIFEDICAL XL 60 MG PO TR24,1268
D50.0,1269
TNI_1,1270
PREDNISONE 20 MG PO TABS,1271
I42.0,1272
ISOSORBIDE DINITRATE 5 MG PO TABS,1273
PHV_3,1274
EB VIRUS EARLY AG (R+D) IGG,1275
MEXILETINE PO,1276
MEXILETINE 150 MG PO CAPS,1277
TOXOPLASMA SEROLOGY,1278
LEVOTHYROXINE 25 MCG PO TABS,1279
EB NUCLEAR AG AB,1280
STANDARD PRE TRANSPLANT PANEL,1281
KLOR-CON 8 PO,1282
ISOSORBIDE DINITRATE 10 MG PO TABS,1283
EB VIRAL CAPSID AG IGG AB,1284
EB VIRAL CAPSID AG IGM AB,1285
HYDRALAZINE 10 MG PO TABS,1286
D46.9,1287
J84.9,1288
R74.01,1289
K05.00,1290
D61.818,1291
E40,1292
K12.30,1293
M51.16,1294
K59.00,1295
T45.1X4A,1296
"GLUCOSE, URINE (RANDOM)",1297
"GLUCOSE WITH CREATININE, URINE (RANDOM)",1298
C40.00,1299
N18.30,1300
"PHOSPHATE WITH CREATININE, URINE (RANDOM)",1301
"PHOSPHATE, URINE (RANDOM)",1302
C49.9,1303
VALSARTAN-HYDROCHLOROTHIAZIDE 80-12.5 MG PO TABS,1304
FORMOTEROL FUMARATE 12 MCG INH CPDV,1305
M54.16,1306
PROPRANOLOL 40 MG PO TABS,1307
ZEGERID 40-1.1 MG-GRAM PO CAPS,1308
FORADIL AEROLIZER 12 MCG INH CPDV,1309
METHYLCELLULOSE (LAXATIVE) PO POWD,1310
FORTEO 20 MCG/DOSE (750 MCG/3 ML) SC PNIJ,1311
DULOXETINE 30 MG PO CPDR,1312
ULTRAM ER 100 MG PO TB24,1313
PROPRANOLOL 80 MG PO TABS,1314
OMEPRAZOLE-SODIUM BICARBONATE 40-1.1 MG-GRAM PO CAPS,1315
CONJUGATED ESTROGENS 0.3 MG PO TABS,1316
TERIPARATIDE 20 MCG/DOSE (750 MCG/3 ML) SC PNIJ,1317
M47.16,1318
DIOVAN PO,1319
ZEGERID PO,1320
CITRUCEL PO,1321
CYMBALTA 30 MG PO CPDR,1322
POTASSIUM 20 MG PO CHEW,1323
VALSARTAN 40 MG PO TABS,1324
GLUCOSAMINE 1500 COMPLEX PO,1325
DIOVAN HCT 80-12.5 MG PO TABS,1326
M17.11,1327
D69.59,1328
K74.60,1329
"A49.1, Z16.21",1330
M10.9,1331
LACTULOSE 10 GRAM PO PACK,1332
I85.00,1333
LACTULOSE PO,1334
GOLYTELY 236-22.74-6.74 GRAM PO SOLR,1335
H02.839,1336
CIPROFLOXACIN IN D5W 200 MG/100 ML IV PGBK,1337
H47.20,1338
ENALAPRILAT 1.25 MG/ML IV INJ,1339
CARVEDILOL PHOSPHATE 10 MG PO CM24,1340
ELECTROLYTE PANEL,1341
E78.5,1342
K92.1,1343
N04.9,1344
Z96.1,1345
VALSARTAN 160 MG PO TABS,1346
1/2 NS WITH KCL IV INFUSION,1347
"UREA NITROGEN, URINE (TIMED)",1348
K26.9,1349
K80.50,1350
PO2V_0,1351
"N40.1, N13.8",1352
ACETONE SEMI QUALITATIVE,1353
ASPIRIN 300 MG PR SUPP,1354
AMLODIPINE 2.5 MG PO TABS,1355
"NYSTATIN 100,000 UNIT/G TP CREA",1356
E86.0,1357
E87.0,1358
G93.6,1359
N93.8,1360
R13.10,1361
BENADRYL COLD PO,1362
COLPOSCOPY & BIOPSY,1363
PHENYTOIN SODIUM 50 MG/ML IV SOLN,1364
LACTATED RINGERS WITH KCL IV INFUSION,1365
PHENYTOIN LEVEL,1366
J40,1367
R00.0,1368
R04.2,1369
PHENYTOIN IVPB,1370
C79.31,1371
S72.009A,1372
"C33, C34.80",1373
"C79.31, C79.49",1374
NITROGLYCERIN 0.4 MG SL SUBL,1375
HYDROXYZINE HCL 25 MG PO TABS,1376
LEVOFLOXACIN IN D5W 750 MG/150 ML IV PGBK,1377
D5-NS WITH POTASSIUM CHLORIDE 40 MEQ/L IV SOLP,1378
LEVETIRACETAM,1379
FOSPHENYTOIN IVPB,1380
MEVACOR 20 MG PO TABS,1381
DIAFOODS THICK-IT #2 PO POWD,1382
LATANOPROST 0.005 % OPHT DROP,1383
SODIUM CHLORIDE 0.45 % 0.45 % IV SOLP,1384
CLINDAMYCIN IN D5W 600 MG/50 ML IV PGBK,1385
CODEINE-GUAIFENESIN 10-100 MG/5 ML PO LIQD,1386
MEPERIDINE (PF) 100 MG/ML INJ SYRG,1387
GLUCAGON (HUMAN RECOMBINANT) 1 MG INJ SOLR,1388
FOSAMAX PO,1389
K85.90,1390
N40.1,1391
COREG PO,1392
COUMADIN PO,1393
AVODART PO,1394
DIGOXIN PO,1395
K70.30,1396
"POTASSIUM, STOOL",1397
"OSMOLALITY, STOOL",1398
A04.72,1399
"FAT STAIN, STOOL",1400
"AMYLASE-LIPASE-PROTEASE 124 MG (16,600- 5K-18.75K UNIT) PO CPDR",1401
K72.90,1402
"SODIUM, STOOL",1403
ANAEROBIC CULTURE BB,1404
"FAT, FECAL QUANTITATIVE",1405
N18.5,1406
IRON 325 MG (65 MG IRON) PO TABS,1407
NEPRO 0.08-1.80 GRAM-KCAL/ML PO LIQD,1408
SPIRONOLACTONE 50 MG PO TABS,1409
G40.919,1410
R10.84,1411
PIPERACILLIN-TAZOBACTAM-DEXTRS 4.5 GRAM/100 ML IV PGBK,1412
HALOPERIDOL INTRAMUSCULAR INJECTION,1413
ASPIRIN (BULK) MISC,1414
ACETAZOLAMIDE SODIUM 500 MG INJ SOLR,1415
ZOCOR PO,1416
FOLIC ACID PO,1417
VERAPAMIL 120 MG PO TABS,1418
ASCORBIC ACID 250 MG PO TABS,1419
"CREATININE CLEARANCE, URINE",1420
MEMANTINE 5 MG PO TABS,1421
VITAMIN E 100 UNIT PO CAPS,1422
RETICULOCYTE COUNT AUTOMATED,1423
CRP_3,1424
ESR_4,1425
COLLAGENASE 250 UNIT/G TP OINT,1426
SODIUM HYPOCHLORITE 0.125 % MISC SOLN,1427
MEGESTROL 400 MG/10 ML (40 MG/ML) PO SUSP,1428
CHOLESTEROL HDL / TOTAL,1429
C78.7,1430
R17,1431
R60.9,1432
B19.20,1433
K80.01,1434
ALBUTEROL IN,1435
LASIX 80 MG PO TABS,1436
CYMBALTA 60 MG PO CPDR,1437
FUROSEMIDE 80 MG PO TABS,1438
"CONFIRMED DRUG ABUSE SURVEY, URINE",1439
METHYLPREDNISOLONE SODIUM SUCC 125 MG/2 ML INJ SOLR,1440
SYPHILIS TREPONEMAL SCREEN,1441
THIAMINE,1442
FLUMAZENIL 0.1 MG/ML IV SOLN,1443
K25.0,1444
"K27.9, B96.81",1445
K92.0,1446
HYDROMORPHONE (PF) 1 MG/ML INJ SYRG,1447
M79.643,1448
S32.10XA,1449
IRBESARTAN 150 MG PO TABS,1450
MAGNESIUM GLUCONATE 500 MG PO TABS,1451
"CALCIUM CARBONATE 500 MG (1,250 MG) PO TABS",1452
GI COCKTAIL,1453
PHENOBARB-BELLADONNA ALKALOIDS 16.2 MG/5 ML PO ELIX,1454
PHENDIMETRAZINE TARTRATE PO,1455
ONDANSETRON 4 MG PO TBDL,1456
MECLIZINE 12.5 MG PO TABS,1457
RANITIDINE HCL 150 MG PO TABS,1458
F32.0,1459
HUMALOG SC,1460
"METFORMIN 1,000 MG PO TABS",1461
F17.200,1462
COZAAR PO,1463
TRICOR PO,1464
E11.40,1465
HYDRALAZINE-RESERPINE-HCTZ PO,1466
DIOVAN 80 MG PO TABS,1467
ZOLOFT 100 MG PO TABS,1468
BUPIVACAINE 0.25 % (2.5 MG/ML) INJ SOLN,1469
BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJ SOLN,1470
ACETAMINOPHEN 500 MG PO CAPS,1471
ASP PO,1472
"DOXORUBICIN, ETOPOSIDE AND VINCRISTINE IV CHEMO INFUSION",1473
METHOTREXATE IV CHEMO INFUSION,1474
LEUCOVORIN IVPB,1475
RESPIRATORY DFA PANEL,1476
METHOTREXATE,1477
N12,1478
B37.0,1479
E87.6,1480
E83.42,1481
