clinical_item_category_id	source_table	description	external_id	clinical_item_id	name	description	item_count	patient_count
8	stride_order_proc	Imaging	474003	48756	IMGDXSPT	XR SPINE, THORACIC 2V	92	75
73	stride_order_med	Med (Oral)	36676	44752	RXCUI36676	Sodium Bicarbonate (Oral)	136	75
16	stride_order_proc	Blood Bank	473672	48499	LABTRXNWI	TRANSFUSION REACTION WORKUP	85	75
48	stride_order_proc	General Supply	669736	62249	SUP197301	DME ORDER, AMBULATORY	109	75
6	stride_order_proc	Lab	889722	63768	LAB12573R	ANCA	83	75
8	stride_order_proc	Imaging	474382	49697	IMGUSPTV	US PELVIS NON OB W TRANSVAG	83	75
73	stride_order_med	Med (Oral)	1037042	54380	RXCUI1037042	Dabigatran Etexilate (Oral)	136	75
73	stride_order_med	Med (Oral)	1808	45065	RXCUI1808	Bumetanide (Oral)	246	74
72	stride_order_med	Med (Intravenous)	3407	46674	RXCUI3407	Digoxin (Intravenous)	141	74
73	stride_order_med	Med (Oral)	38285	46786	MED38285	Aluminum Hydroxide-Magnesium Hydroxide-Simethicone (Oral)	81	74
4	stride_order_proc	Nursing	644482	62148	NUR6132	RECTAL TEMPERATURE	75	74
4	stride_order_proc	Nursing	471729	61859	NUR646	FREE WATER FOR TUBE FEEDING	154	74
8	stride_order_proc	Imaging	898604	62870	IMGCTTAPROF	CT CHEST/ABDOMEN/PELVIS OUTSIDE STUDY FOR REFERENCE ONLY	81	74
4	stride_order_proc	Nursing	668140	51804	NUR11520	GUIDELINES FOR MD ORDERING 4	109	74
8	stride_order_proc	Imaging	473826	48997	IMGCT3D	CT RECONSTRUCTION	90	73
6	stride_order_proc	Lab	472521	49381	LABHBCT	ANTI-HBC	85	73
73	stride_order_med	Med (Oral)	9407	44440	MED9407	Carbidopa-Levodopa (Oral)	171	73
4	stride_order_proc	Nursing	472881	49273	NUR1001	MONITOR CALORIE COUNT	96	73
8	stride_order_proc	Imaging	474497	52248	IMGIRDIALRT	IR DIALYSIS CATH DUAL LUMEN RT	108	73
6	stride_order_proc	Lab	541695	48991	LABDSDNA	ANTI - DSDNA AB	85	72
8	stride_order_proc	Imaging	474095	46293	IMGDXKN3RT	XR KNEE 3V RT	78	72
80	stride_order_med	Med (Feeding Tube)	161	46585	RXCUI161	Acetaminophen (Feeding Tube)	97	72
8	stride_order_proc	Imaging	473984	49264	IMGDXAN3LT	XR ANKLE 3V LT	105	72
6	stride_order_proc	Lab	472347	49721	LABLEID	FACTOR V LEIDEN	86	72
88	stride_order_med	Med (Both Eyes)	540744	56496	MED540744	Mineral Oil-Petrolatum, White (Both Eyes)	99	72
4	stride_order_proc	Nursing	518148	62167	NUR2997	LUMBAR PUNCTURE TRAY TO BEDSIDE	87	72
72	stride_order_med	Med (Intravenous)	6130	44978	RXCUI6130	Ketamine (Intravenous)	112	72
4	stride_order_proc	Nursing	489017	62080	NUR3057	SIGNATURE OF MD WHO VERIFIED HEMATOPOIETIC CELLS IN FREEZER	77	72
4	stride_order_proc	Nursing	498173	48900	NUR1942	EXTERNAL VENTRICULAR DRAIN CARE	350	71
6	stride_order_proc	Lab	471630	49475	LABACA	ANTI CARDIOLIPIN AB	90	71
36	stride_order_proc	Cath Angio	589688	49431	CON103	CONSULT TO IR - BIOPSY	79	71
35	stride_order_proc	SLP	473337	50213	SLP6	SLP PASSY MUIR VALVE EVALUATE AND TREAT	95	71
10	stride_order_proc	OT	473046	46129	OT29	OT SPLINT EVALUATE AND TREAT	88	70
73	stride_order_med	Med (Oral)	136411	46422	RXCUI136411	Sildenafil (Oral)	204	70
75	stride_order_med	Med (Inhalation)	1347	46559	RXCUI1347	Beclomethasone (Inhalation)	125	70
73	stride_order_med	Med (Oral)	8120	46682	RXCUI8120	Phenazopyridine (Oral)	104	70
73	stride_order_med	Med (Oral)	1256	46698	RXCUI1256	Azathioprine (Oral)	146	69
88	stride_order_med	Med (Both Eyes)	8638	46777	RXCUI8638	Prednisolone (Both Eyes)	167	69
25	stride_order_proc	Precaution	3.50E+10	50068	PRE2	SUICIDE PRECAUTIONS	94	69
71	stride_order_med	Med (Topical)	3992	45302	RXCUI3992	Epinephrine (Topical)	80	69
73	stride_order_med	Med (Oral)	623400	47586	RXCUI623400	Lacosamide (Oral)	195	69
8	stride_order_proc	Imaging	898614	62587	IMGMRSROF	MR C, T, OR L-SPINE OUTSIDE STUDY FOR REFERENCE ONLY	88	69
4	stride_order_proc	Nursing	868785	62089	NUR30015	NO SKIN PREP NEEDED	72	69
72	stride_order_med	Med (Intravenous)	236594	44665	RXCUI236594	Amphotericin B Liposomal (Intravenous)	192	68
6	stride_order_proc	Lab	473439	50516	LABTEGCP	THROMBELASTOGRAPH CLOTTING PROFILE	162	68
34	stride_order_proc	Consult	647333	57781	CON410	CONSULT TO NEPHROLOGY TRANSPL	70	68
4	stride_order_proc	Nursing	871562	62317	NUR30023	POST TR BAND	70	68
73	stride_order_med	Med (Oral)	10402	46871	RXCUI10402	Tetrahydrocannabinol (Oral)	142	68
72	stride_order_med	Med (Intravenous)	8.97E+18	52105	RXCUI426,1091,4850,4919,5340,6033,6308,6536,6585,6837,89905,8156,54987,8737,9671,56443,9863,236719,235496,10524,10898,10962,11115,8308	Alanine-Arginine-Glucose-Glycine-Histidine-Isoleucine-Leucine-Lysine-Magnesium Sulfate-Methionine-Multivitamin Preparation-Phenylalanine-Potassium Acetate-Proline-Serine-Sodium Acetate-Sodium Chloride-Sodium Phosphate, Dibasic-Sodium Phosphate, Monobasic-T (...)	160	68
73	stride_order_med	Med (Oral)	49276	45176	RXCUI49276	Doxazosin (Oral)	114	68
72	stride_order_med	Med (Intravenous)	2890	44379	RXCUI2890	Cosyntropin (Intravenous)	79	67
6	stride_order_proc	Lab	633412	46026	LABRPRQT	RPR QUANTITATIVE	85	67
6	stride_order_proc	Lab	472013	49079	LABCLGC2	CHLAMYDIA GC, MOLECULAR DETECTION	103	67
73	stride_order_med	Med (Oral)	1827	44600	RXCUI1827	Buspirone (Oral)	139	67
8	stride_order_proc	Imaging	473968	46079	IMGDXSH1LT	XR SHOULDER 1V LT	82	67
39	stride_order_proc	Outpatient Referral	505833	46295	REF24	REFERRAL TO PULMONARY MEDICINE	71	67
8	stride_order_proc	Imaging	474093	49933	IMGDXAN2RT	XR ANKLE 2V RT	100	67
8	stride_order_proc	Imaging	473878	54299	IMGCTSXO	CT STEREOTACTIC ON CALL	91	67
73	stride_order_med	Med (Oral)	35296	45257	RXCUI35296	Ramipril (Oral)	114	67
73	stride_order_med	Med (Oral)	11170	44296	RXCUI11170	Verapamil (Oral)	137	66
73	stride_order_med	Med (Oral)	7514	46382	RXCUI7514	Norethindrone (Oral)	135	66
4	stride_order_proc	Nursing	473071	48890	NUR1096	AMBULATE WITH PT	73	66
4	stride_order_proc	Nursing	668141	48915	NUR11521	GUIDELINES FOR MD ORDERING 5	102	66
6	stride_order_proc	Lab	473763	62046	LAB11060R	THIAMINE	91	66
80	stride_order_med	Med (Feeding Tube)	17128	46640	RXCUI17128	Lansoprazole (Feeding Tube)	89	66
86	stride_order_med	Med (Swish & Spit)	7597	47169	RXCUI7597	Nystatin (Swish & Spit)	93	66
8	stride_order_proc	Imaging	591914	51022	IMGMRST	MR T-SPINE	85	66
8	stride_order_proc	Imaging	474175	51060	IMGMRSTOW	MR STEREOTACTIC ON-CALL WITH CONTRAST	70	66
4	stride_order_proc	Nursing	670507	53617	NUR11553	GUIDELINES FOR MD ORDERING 9	168	66
6	stride_order_proc	Lab	870889	62203	LABTBPCRS	M. TUBERCULOSIS PCR, SPECIMEN	151	66
4	stride_order_proc	Nursing	489532	62149	NUR1759	USE CVC LINE OR IV FOR TPN/PPN ONLY	77	66
8	stride_order_proc	Imaging	473981	45780	IMGDXKN3LT	XR KNEE 3V LT	74	65
6	stride_order_proc	Lab	473410	50329	LABYFT3	T3, FREE	81	65
72	stride_order_med	Med (Intravenous)	3041	44606	RXCUI3041	Cytarabine (Intravenous)	144	65
73	stride_order_med	Med (Oral)	2516	46242	MED2516	Atropine-Diphenoxylate (Oral)	133	65
73	stride_order_med	Med (Oral)	2101	46333	RXCUI2101	Carisoprodol (Oral)	87	65
6	stride_order_proc	Lab	497500	49283	LABMTXL	METHOTREXATE	354	65
8	stride_order_proc	Imaging	474149	49256	IMGMRSF	MR SPINE FULL	85	65
8	stride_order_proc	Imaging	473813	50737	IMGCT3N	CT ANGIO NECK	80	65
8	stride_order_proc	Imaging	890829	62133	IMGCTLMP	CT TRIPHASIC LIVER MASS PROTOCOL	82	65
34	stride_order_proc	Consult	879651	62296	CON439	NSG REFERRAL TO GERIATRICS	67	65
76	stride_order_med	Med (Rectal)	161	44221	RXCUI161	Acetaminophen (Rectal)	72	64
3	stride_order_proc	Point of Care Testing	507568	46000	POC1	POC URINE DIPSTICK	141	64
33	stride_order_proc	HIV Lab Non-Restricted	472557	62011	LABHIVQ2	HIV-1 RNA PCR QUANTITATIVE	78	64
73	stride_order_med	Med (Oral)	321064	46803	RXCUI321064	Olmesartan (Oral)	108	64
41	stride_order_proc	Isolation	506543	49649	ISO10	CONTACT AND RESPIRATORY ISOLATION	79	64
12	stride_order_proc	Procedures	885255	62171	2109364	PARACENTESIS	91	64
6	stride_order_proc	Lab	472314	63761	LABEVPCR	ENTEROVIRUS BY PCR	106	64
6	stride_order_proc	Lab	472518	48851	LABHAVM	IGM ANTI-HAV	72	64
71	stride_order_med	Med (Topical)	2582	46385	RXCUI2582	Clindamycin (Topical)	93	63
6	stride_order_proc	Lab	473179	49904	LABP20210	PROTHROMBIN 20210A	73	63
56	stride_order_proc	Vascular Ultrasound	519234	62021	VSC08	VSC RENAL ULTRASOUND	76	63
72	stride_order_med	Med (Intravenous)	14859	46277	MED14859	Glucose-Potassium Chloride-Sodium Chloride (Intravenous)	78	63
80	stride_order_med	Med (Feeding Tube)	4278	46863	RXCUI4278	Famotidine (Feeding Tube)	86	63
80	stride_order_med	Med (Feeding Tube)	6918	46791	RXCUI6918	Metoprolol (Feeding Tube)	141	63
4	stride_order_proc	Nursing	473467	48497	NUR1215	BEDREST W/BRP	65	63
34	stride_order_proc	Consult	647355	49731	CON432	CONSULT TO GYNECOLOGY	70	63
8	stride_order_proc	Imaging	473986	50624	IMGDXFT3LT	XR FOOT 3V LT	80	63
39	stride_order_proc	Outpatient Referral	519671	51696	REF90	REFERRAL TO PSYCHIATRY	70	63
15	stride_order_proc	Microbiology	966887	63733	LABVCULT	VIRAL CULTURE, TISSUE	110	63
6	stride_order_proc	Lab	471637	63736	LABAPHSA2	ANTI PHOSPHOLIPID AB PANEL	77	63
8	stride_order_proc	Imaging	473954	61856	IMGFLERCP	ERCPANCREATOGRAM	92	63
56	stride_order_proc	Vascular Ultrasound	519228	62214	VSC02	VSC CAROTID VERTEBRAL ARTERY ULTRASOUND	73	63
79	stride_order_med	Med (Injection)	15954	47605	MED15954	Epinephrine-Lidocaine (Injection)	66	63
6	stride_order_proc	Lab	472516	48579	LABHIPA	HEPARIN INDUCED PLATELET AGGREGATION	71	62
39	stride_order_proc	Outpatient Referral	505847	49891	REF31	REFERRAL TO ENDOCRINOLOGY	68	62
28	stride_order_proc	GI	472389	49563	GIFSIG	FLEXIBLE SIGMOIDOSCOPY	119	62
4	stride_order_proc	Nursing	871153	62015	NUR1152	VITAL SIGNS - RITUXIMAB INFUSION	150	62
30	stride_order_proc	Cast Room	660668	49998	CR132	CAST ROOM UNLISTED	86	62
6	stride_order_proc	Lab	471638	50350	LAB11075R	SMOOTH MUSCLE AB	79	62
8	stride_order_proc	Imaging	591770	49093	IMGMRABWWO	MR ABDOMEN WITH AND WITHOUT CONTRAST	65	61
6	stride_order_proc	Lab	497492	49125	LABLIL	LITHIUM	150	61
73	stride_order_med	Med (Oral)	11246	46911	RXCUI11246	Vitamin A (Oral)	104	61
34	stride_order_proc	Consult	528926	49428	CON376	CONSULT TO PLASTIC SURGERY	67	61
29	stride_order_proc	Nursing Referral	497728	50573	CON22	CONSULT TO SPIRITUAL CARE	66	61
39	stride_order_proc	Outpatient Referral	505821	51727	REF18	REFERRAL TO HEMATOLOGY	67	61
39	stride_order_proc	Outpatient Referral	519669	49817	REF89	REFERRAL TO ANTICOAG CLINIC	66	61
73	stride_order_med	Med (Oral)	12729	44339	MED12729	Hydrochlorothiazide-Triamterene (Oral)	74	60
73	stride_order_med	Med (Oral)	8.38E+18	44628	RXCUI3498,7597	Diphenhydramine-Nystatin (Oral)	70	60
73	stride_order_med	Med (Oral)	7426	46648	RXCUI7426	Nimodipine (Oral)	153	60
6	stride_order_proc	Lab	473456	49729	LABIGET	TOTAL IGE	123	60
8	stride_order_proc	Imaging	473863	49965	IMGCTHFC	CT HEAD, FACIAL BONES & C SPINE	64	60
6	stride_order_proc	Lab	670953	63780	LABHHV6QT	HHV-6 PCR QUANT	130	60
72	stride_order_med	Med (Intravenous)	1808	45023	RXCUI1808	Bumetanide (Intravenous)	251	60
6	stride_order_proc	Lab	473721	49609	LABUUNT	UREA NITROGEN, URINE (TIMED)	114	60
72	stride_order_med	Med (Intravenous)	52769	45427	RXCUI52769	Milrinone (Intravenous)	91	60
73	stride_order_med	Med (Oral)	42351	45329	RXCUI42351	Lithium Carbonate (Oral)	189	60
4	stride_order_proc	Nursing	610660	49201	NUR4051	HEMODIALYSIS WITH PUF	174	60
4	stride_order_proc	Nursing	473012	48777	NUR1282	COOLING BLANKET FOR SURFACE COOLING	63	59
72	stride_order_med	Med (Intravenous)	6851	44582	RXCUI6851	Methotrexate (Intravenous)	120	59
72	stride_order_med	Med (Intravenous)	-6.60E+18	44585	RXCUI10180,10829	Sulfamethoxazole-Trimethoprim (Intravenous)	129	59
74	stride_order_med	Med (Subcutaneous)	283838	46401	RXCUI283838	Darbepoetin Alfa (Subcutaneous)	110	59
4	stride_order_proc	Nursing	472820	48715	NUR979	MEASURE AND ASSESS COLOR OF OUTPUT	70	59
4	stride_order_proc	Nursing	472884	51012	NUR1004	MONITOR CENTRAL VENOUS PRESSURE (CVP)	64	59
12	stride_order_proc	Procedures	885233	62215	2109372	LACERATION REPAIR	68	59
80	stride_order_med	Med (Feeding Tube)	25480	47652	RXCUI25480	Gabapentin (Feeding Tube)	111	59
34	stride_order_proc	Consult	589744	51247	CON318	CONSULT TO VASCULAR	69	59
6	stride_order_proc	Lab	497357	50529	LABFTRPL	TRIGLYCERIDES, PLEURAL	150	59
73	stride_order_med	Med (Oral)	236083	44332	RXCUI236083	Alendronic Acid (Oral)	94	58
6	stride_order_proc	Lab	472550	46268	LABYHISTS	HISTOPLASMA AG, SERUM	74	58
36	stride_order_proc	Cath Angio	589696	49165	CON107	CONSULT TO IR - UNLISTED PROCEDURE	65	58
73	stride_order_med	Med (Oral)	6719	46523	RXCUI6719	Memantine (Oral)	95	58
73	stride_order_med	Med (Oral)	9947	46428	RXCUI9947	Sotalol (Oral)	156	58
73	stride_order_med	Med (Oral)	4018	46576	RXCUI4018	Ergocalciferol (Oral)	114	58
73	stride_order_med	Med (Oral)	8703	46934	RXCUI8703	Fenofibrate (Oral)	74	58
8	stride_order_proc	Imaging	474092	50464	IMGDXEL2RT	XR ELBOW 2V RT	94	58
8	stride_order_proc	Imaging	474073	50621	IMGDXPEL2	XR PELVIS 2V	61	58
16	stride_order_proc	Blood Bank	473671	50581	LABEITC	TRANSFUSION EMERGENCY ISSUE	77	58
9	stride_order_proc	Diet	472157	50919	DIET115	DIET FAT RESTRICTED	85	58
78	stride_order_med	Med (NG Tube)	82003	46751	RXCUI82003	Docusate (NG Tube)	64	58
34	stride_order_proc	Consult	647331	51485	CON408	CONSULT TO INF DIS IMMUNOCOMP	63	57
6	stride_order_proc	Lab	876733	62038	LABDVEHV	HSV/VZV DFA	143	57
39	stride_order_proc	Outpatient Referral	505873	48576	REF44	REFERRAL TO PAIN CLINIC	60	57
74	stride_order_med	Med (Subcutaneous)	82472	46554	MED82472	Nph Insulin, Human-Regular Insulin, Human (Subcutaneous)	145	57
73	stride_order_med	Med (Oral)	407990	46802	RXCUI407990	Cinacalcet (Oral)	109	57
80	stride_order_med	Med (Feeding Tube)	89905	46851	RXCUI89905	Multivitamin Preparation (Feeding Tube)	83	57
6	stride_order_proc	Lab	668083	50442	LABSTOBGC	OCCULT BLD, GUAIAC, STOOL, COLORECTAL SC.	95	57
30	stride_order_proc	Cast Room	658270	50682	CR100	CERVICAL COLLAR (SOFT)	62	57
6	stride_order_proc	Lab	471641	63731	LABANTIXA	LMWH ACTIVITY BY ANTIXA	102	57
8	stride_order_proc	Imaging	505782	62959	IMGMRSTL	MR T-SPINE AND L-SPINE	76	57
4	stride_order_proc	Nursing	489539	46007	NUR1766	VITAL SIGNS DURING INFUSION	76	56
6	stride_order_proc	Lab	471961	49189	LABYCERU	CERULOPLASMIN	69	56
6	stride_order_proc	Lab	472721	50510	LABCLACT	LACTIC ACID, CSF	137	56
4	stride_order_proc	Nursing	489117	52658	NUR1343	ELEVATE HEELS OFF BED	62	56
4	stride_order_proc	Nursing	498193	62227	NUR1962	ASSESS PAIN LEVEL	62	56
6	stride_order_proc	Lab	472723	62156	LABLAMOL	LAMOTRIGINE LEVEL	76	55
6	stride_order_proc	Lab	473114	48669	LABSTPOLY	WBC FOR IBD, STOOL	85	55
8	stride_order_proc	Imaging	473937	48933	IMGFLBE	XR BARIUM ENEMA	81	55
4	stride_order_proc	Nursing	489341	48998	NUR1567	NO STRAWS, NO BLOWING NOSE(BEDSIGN)	58	55
88	stride_order_med	Med (Both Eyes)	134615	44425	RXCUI134615	Brimonidine (Both Eyes)	95	55
72	stride_order_med	Med (Intravenous)	197	44658	RXCUI197	Acetylcysteine (Intravenous)	110	55
71	stride_order_med	Med (Topical)	2590	46860	RXCUI2590	Clobetasol (Topical)	82	55
6	stride_order_proc	Lab	473273	49918	LABRITUX	RITUXAN PANEL	62	55
8	stride_order_proc	Imaging	668526	50073	IMGDXHIP1PLT	HIP 1 VIEW LEFT AND PELVIS	60	55
4	stride_order_proc	Nursing	489187	62059	NUR1413	HEPLOCK CENTRAL VENOUS CATHETER	66	55
37	stride_order_proc	Restraints	471753	62095	RES4	ADULT (>18 YEARS) VIOLENT RESTRAINT	94	55
73	stride_order_med	Med (Oral)	93483	46526	MED93483	Hydrochlorothiazide-Losartan (Oral)	75	55
84	stride_order_med	Med (Intramuscular)	798279	46453	RXCUI798279	Haemophilus Influenzae B, Capsular Polysaccharide Inactivated Tetanus Toxoid Conjugate Vaccine (Intramuscular)	64	55
73	stride_order_med	Med (Oral)	30125	45137	RXCUI30125	Modafinil (Oral)	108	55
8	stride_order_proc	Imaging	474027	49088	IMGFLGIS	XR UPPER GI SMALL BOWEL SERIES	78	54
8	stride_order_proc	Imaging	474211	46178	IMGMRSLWWO	MR L-SPINE WITH AND WITHOUT CONTRAST	58	54
73	stride_order_med	Med (Oral)	5552	44365	RXCUI5552	Hydroxyurea (Oral)	186	54
6	stride_order_proc	Lab	473127	48810	LABURK	POTASSIUM, URINE (RANDOM)	99	54
4	stride_order_proc	Nursing	872048	62031	NUR0732	RESTART TUBE FEEDS	67	54
72	stride_order_med	Med (Intravenous)	4511	44607	RXCUI4511	Folic Acid (Intravenous)	62	54
4	stride_order_proc	Nursing	473007	48870	NUR1281	CONTINUOUS BLADDER IRRIGATION	66	54
39	stride_order_proc	Outpatient Referral	505853	50058	REF34	REFERRAL TO IMMUNOLOGY/RHEUMATOLOGY	58	54
6	stride_order_proc	Lab	472573	62222	LAB11136R	HTLV AB	61	54
6	stride_order_proc	Lab	590497	63897	LABADVQT	ADENOVIRUS DNA PCR QUANT	103	54
4	stride_order_proc	Nursing	508685	46003	NUR2253	LUMBAR DRAIN	170	53
81	stride_order_med	Med (G Tube)	8591	46328	RXCUI8591	Potassium Chloride (G Tube)	105	53
6	stride_order_proc	Lab	472563	48510	LABHMCY	HOMOCYSTEINE TOTAL, PLASMA	60	53
34	stride_order_proc	Consult	519847	49592	CON372	CONSULT TO RADIATION ONCOLOGY	56	53
8	stride_order_proc	Imaging	474099	50449	IMGDXFT2RT	XR FOOT 2V RT	61	53
4	stride_order_proc	Nursing	507036	50951	NUR2173	NURSE VERIFIES PATIENT HAS PRESCRIPTIONS	90	53
4	stride_order_proc	Nursing	871226	62064	NUR30021	NURSING TRIAGE ORDER SET INITIATED AND APPR	53	53
6	stride_order_proc	Lab	473174	48575	LABURTP	PROTEIN, URINE (RANDOM)	80	53
6	stride_order_proc	Lab	472869	62040	LAB11071R	MITOCHONDRIAL AB	60	52
8	stride_order_proc	Imaging	473868	46074	IMGCTLLT	CT LOWER EXTREMITY LT	64	52
76	stride_order_med	Med (Rectal)	5492	46661	RXCUI5492	Hydrocortisone (Rectal)	73	52
6	stride_order_proc	Lab	472096	49702	LABYCOPPR	COPPER, SERUM	72	52
6	stride_order_proc	Lab	471701	50163	LABAST	AST, SERUM/PLASMA	75	52
6	stride_order_proc	Lab	744412	50298	LABCORTS	CORTISOL, POST OP	103	52
110	stride_order_med	Med (Both Nostrils)	19831	51990	RXCUI19831	Budesonide (Both Nostrils)	94	52
72	stride_order_med	Med (Intravenous)	15202	44007	RXCUI15202	Argatroban (Intravenous)	181	52
4	stride_order_proc	Nursing	11971472	54106	11500003	CVC CARE PER PROTOCOL BEACON	54	51
75	stride_order_med	Med (Inhalation)	10627	44298	RXCUI10627	Tobramycin (Inhalation)	84	51
73	stride_order_med	Med (Oral)	6902	44698	RXCUI6902	Methylprednisolone (Oral)	103	51
4	stride_order_proc	Nursing	489309	46188	NUR1535	MONITOR PVR	59	51
8	stride_order_proc	Imaging	474444	48688	IMGIRABSCESSO	IR ABSCESSOGRAM	79	51
6	stride_order_proc	Lab	471651	48834	LABAT3	ANTITHROMBIN III	60	51
8	stride_order_proc	Imaging	474100	49961	IMGDXFT3RT	XR FOOT 3V RT	65	51
8	stride_order_proc	Imaging	474177	50311	IMGMRSFWWO	MR SPINE FULL WITH AND WITHOUT CONTRAST	55	51
8	stride_order_proc	Imaging	473988	50690	IMGDXWR3LT	XR WRIST 3V LT	73	51
6	stride_order_proc	Lab	668192	62129	LABCKITMU	DETECTION OF C-KIT MUTATIONS	86	51
8	stride_order_proc	Imaging	474129	62335	IMGMRHT	MR HEART MORPHOLOGY AND FUNCTION	69	51
8	stride_order_proc	Imaging	473889	51896	IMGCTLRT	CT LOWER EXTREMITY RT	66	51
8	stride_order_proc	Imaging	668524	51307	IMGDXHIP1PRT	HIP 1 VIEW RIGHT AND PELVIS	56	51
39	stride_order_proc	Outpatient Referral	505851	49463	REF33	REFERRAL TO HEPATOLOGY	58	50
72	stride_order_med	Med (Intravenous)	6313	44619	RXCUI6313	Leucovorin (Intravenous)	214	50
4	stride_order_proc	Nursing	473419	49875	NUR1207	BED SIGN:NO BP/IV/VENIPUNCTURE:____	51	50
28	stride_order_proc	GI	473717	49894	GIUEUS	UPPER ENDOSCOPIC ULTRASOUND (EUS)	95	50
73	stride_order_med	Med (Oral)	7258	44341	RXCUI7258	Naproxen (Oral)	79	50
73	stride_order_med	Med (Oral)	72302	44961	RXCUI72302	Ropinirole (Oral)	114	50
4	stride_order_proc	Nursing	498054	46184	NUR1826	PERIPHERAL PULSES	53	50
73	stride_order_med	Med (Oral)	20489	46516	RXCUI20489	Cefpodoxime (Oral)	71	50
81	stride_order_med	Med (G Tube)	82003	47154	RXCUI82003	Docusate (G Tube)	63	50
15	stride_order_proc	Microbiology	472113	50373	LABCRPLB	CRYPTOCOCCAL AG LATEX, BLOOD	67	50
6	stride_order_proc	Lab	473022	51110	LABGASBLD	OCCULT BLOOD GASTRIC	75	50
6	stride_order_proc	Lab	472503	62182	LAB11041R	FREE HEMOGLOBIN	92	50
6	stride_order_proc	Lab	471588	48831	LABALT	ALT, SERUM/PLASMA	73	50
78	stride_order_med	Med (NG Tube)	6218	46289	RXCUI6218	Lactulose (NG Tube)	96	50
4	stride_order_proc	Nursing	489486	45865	NUR1713	STRICT BEDREST WITH HEAD OF BED FLAT	63	49
24	stride_order_proc	Pathology	624415	49348	PATH11	DERMATOPATHOLOGY	62	49
72	stride_order_med	Med (Intravenous)	72236	44574	RXCUI72236	Fosphenytoin (Intravenous)	91	49
84	stride_order_med	Med (Intramuscular)	3423	46812	RXCUI3423	Hydromorphone (Intramuscular)	80	49
78	stride_order_med	Med (NG Tube)	8591	46952	RXCUI8591	Potassium Chloride (NG Tube)	75	49
6	stride_order_proc	Lab	472478	49403	LABGLNF	GLUCOSE NON-FASTING, SERUM/PLASMA	67	49
32	stride_order_proc	ECHO	472280	49780	ECH34	ECHO - 3-DIMENSIONAL ECHO	51	49
6	stride_order_proc	Lab	471579	50082	LABYA1AS	ALPHA - 1 - ANTITRYPSIN	59	49
6	stride_order_proc	Lab	472608	50201	LABIGP	IG PANEL, SERUM	61	49
4	stride_order_proc	Nursing	572382	50863	NUR4004	TUBE CARE	59	49
3	stride_order_proc	Point of Care Testing	472689	52518	LABPCEG7O	ISTAT EG7, OTHER	65	49
6	stride_order_proc	Lab	4.72E+05	61826	LAB11123R	COCCI CF AB, CSF	107	49
74	stride_order_med	Med (Subcutaneous)	29899	47579	RXCUI29899	Methylnaltrexone (Subcutaneous)	90	49
8	stride_order_proc	Imaging	473919	50337	IMGCTNSW	CT NECK W CONTRAST	58	49
6	stride_order_proc	Lab	472508	50792	LABHBPQ	HEPATITIS B PCR QUANTITATIVE	56	49
3	stride_order_proc	Point of Care Testing	591286	50773	POC15	POC ISTAT, ARTERIAL BLOOD GASES AND LACTATE (CG4)	53	48
8	stride_order_proc	Imaging	474528	53803	IMGIRGASTPMT	IR GASTROSTOMY CATHETER PLCMT	69	48
4	stride_order_proc	Nursing	518289	46269	NUR349	PATIENT POSITIONING	52	48
4	stride_order_proc	Nursing	472853	50320	NUR991	MILK/STRIP DRAIN	51	48
8	stride_order_proc	Imaging	473985	49573	IMGDXFT2LT	XR FOOT 2V LT	52	48
15	stride_order_proc	Microbiology	472458	49286	LABGIARS	GIARDIA SCREEN	80	48
4	stride_order_proc	Nursing	498029	50694	NUR1801	STRAIGHT CATH IF UNABLE TO VOID	55	48
8	stride_order_proc	Imaging	474104	51069	IMGDXWR3RT	XR WRIST 3V RT	74	48
6	stride_order_proc	Lab	471708	62107	LABSSBABY	ANTI-LA ANTIBODY	50	48
6	stride_order_proc	Lab	497462	49822	LABFADAG	ADENOVIRUS AG, STOOL	84	48
39	stride_order_proc	Outpatient Referral	505867	55010	REF41	REFERRAL TO RENAL/NEPHROLOGY	57	48
73	stride_order_med	Med (Oral)	87636	47400	RXCUI87636	Fexofenadine (Oral)	73	48
73	stride_order_med	Med (Oral)	10814	44385	RXCUI10814	Triiodothyronine (Oral)	70	47
15	stride_order_proc	Microbiology	471553	49528	LABAFBCF	AFB CULTURE, RESPIRATORY FOR CYSTIC FIBROSIS	115	47
72	stride_order_med	Med (Intravenous)	3640	44626	RXCUI3640	Doxycycline (Intravenous)	60	47
72	stride_order_med	Med (Intravenous)	296	46605	RXCUI296	Adenosine (Intravenous)	73	47
89	stride_order_med	Med (Drain)	8410	46761	RXCUI8410	Alteplase (Drain)	93	47
96	stride_order_med	Med (Intradermal)	6387	46940	RXCUI6387	Lidocaine (Intradermal)	51	47
8	stride_order_proc	Imaging	474021	49006	IMGDXCHPNB	XR CHEST POST NEEDLE BIOPSY	75	47
8	stride_order_proc	Imaging	516116	50436	IMGDXEL2LT	XR ELBOW 2V LT	66	47
6	stride_order_proc	Lab	473168	50678	LABPROTS	PROTEIN S ACTIVITY	53	47
6	stride_order_proc	Lab	472116	50642	LABCRYST	CRYSTAL ANALYSIS, SYNOVIAL FLUID	111	47
6	stride_order_proc	Lab	497327	50654	LABWNVAB	WEST NILE VIRUS AB PANEL, CSF	84	47
