Type	Section	Name	Value	Name	Description	Comment
OrderSet	ChestPain	Stanford-EDChestPain	2	LABDOA	DRUGS OF ABUSE SCREEN, URINE	
OrderSet	ChestPain	Stanford-EDChestPain	2	EKG5	ECG 12-LEAD	
OrderSet	ChestPain	Stanford-EDChestPain	2	LABTYPSNI	TYPE AND SCREEN	
OrderSet	ChestPain	Stanford-EDChestPain	2.5	LABBBPRBC	RED BLOOD CELLS	
OrderSet	ChestPain	Stanford-EDChestPain	2.5	LABBBPFFP	FRESH FROZEN PLASMA PRODUCT	
OrderSet	ChestPain	Stanford-EDChestPain	2.5	LABBBPPLT	PLATELET APHERESIS PRODUCT	
OrderSet	ChestPain	Stanford-EDChestPain	2.5	LABBBPCRY	CRYOPRECIPITATE	
OrderSet	ChestPain	Stanford-EDChestPain	2.5	NUR818	TRANSFUSE CRYO (DOES NOT ORDER PRODUCT)	
OrderSet	ChestPain	Stanford-EDChestPain	2.5	NUR819	TRANSFUSE FFP (DOES NOT ORDER PRODUCT)	
OrderSet	ChestPain	Stanford-EDChestPain	2.5	NUR820	TRANSFUSE PLT (DOES NOT ORDER PRODUCT)	
OrderSet	ChestPain	Stanford-EDChestPain	2.5	NUR821	TRANSFUSE RBC (DOES NOT ORDER PRODUCT)	
OrderSet	ChestPain	Stanford-EDChestPain	2	IMGDXCH2	XR CHEST 2V	
OrderSet	ChestPain	Stanford-EDChestPain	2	IMGDXCH1P	XR CHEST 1V PORTABLE	
OrderSet	ChestPain	Stanford-EDChestPain	2	IMGCT3T	CT ANGIO CHEST	
OrderSet	ChestPain	Stanford-EDChestPain	2	IMGCTPEP	CT PULMONARY EMBOLISM & LOWER EXTREMITY	
OrderSet	ChestPain	Stanford-EDChestPain	2	IMGCTPE	CT PULMONARY EMBOLISM CHEST ONLY	
OrderSet	ChestPain	Stanford-EDChestPain	2	IMGNPVQ	NUC LUNG V/Q	
OrderSet	ChestPain	Stanford-EDChestPain	2	RXCUI9863	Sodium Chloride (Intravenous)	
OrderSet	ChestPain	Stanford-EDChestPain	2	RXCUI8591	Potassium Chloride (Intravenous)	
