Rotation,Role,Provider_ID,Date,Chart_Review_Time,Note_Review_Time,Note_Entry_Time,Order_Entry_Time,Navigator_Time,Results_Review_Time,Total_Time,Number_EHR_Actions,Number_EHR_Actions_Accessed_Remotely,Number_Unique_Patient_Records_Accessed
General Medicine,PGY1,S0195076,2016-07-02,1:29:47,1:22:22,0:00:14,0:28:46,0:17:15,0:06:27,4:25:51,1295,96,8
General Medicine,PGY1,S0195076,2016-07-05,1:29:35,1:07:55,0:00:11,0:22:58,0:23:00,0:04:34,3:51:24,1095,0,8
General Medicine,PGY1,S0195076,2016-07-04,1:05:24,0:40:58,0:00:04,0:21:11,0:15:53,0:00:21,2:53:26,971,0,8
General Medicine,PGY1,S0195076,2016-07-07,1:41:31,0:36:20,0:00:07,0:32:15,0:19:32,0:01:16,4:03:26,1015,25,4
General Medicine,PGY1,S0195076,2016-07-06,0:57:50,0:14:28,0:00:55,0:18:35,0:16:22,0:00:06,2:24:12,730,0,7
General Medicine,PGY1,S0195076,2016-07-09,2:18:09,0:41:56,0:00:03,0:46:39,0:24:35,0:01:30,4:57:34,1624,0,8
General Medicine,PGY1,S0195076,2016-07-08,2:29:14,0:49:10,0:00:12,0:57:36,0:50:20,0:11:19,6:12:26,1559,0,7
General Medicine,PGY1,S0195230,2016-10-15,0:05:44,0:03:33,0:00:00,0:00:00,0:00:01,0:00:00,0:11:25,60,56,5
Night Team,PGY1,S0181061,2016-02-23,1:53:06,0:32:53,0:00:08,1:01:21,0:17:36,0:04:31,4:28:30,1195,0,28
Night Team,PGY2+,S0169398,2016-10-10,1:58:26,1:54:53,0:01:44,0:28:24,0:17:17,0:02:07,5:17:06,1543,0,32
Night Team,PGY2+,S0169398,2016-10-11,2:33:20,1:04:19,0:02:23,0:24:49,0:17:46,0:02:02,4:57:49,1334,0,24
Night Team,PGY1,S0181525,2015-12-13,1:09:49,0:36:36,0:00:22,0:26:10,0:29:16,0:57:23,3:51:16,1281,0,36
Night Team,PGY1,S0181525,2015-12-12,1:15:14,0:51:19,0:49:39,0:29:11,0:25:08,0:47:03,4:59:36,1363,45,65
Night Team,PGY1,S0181525,2015-12-11,0:56:24,0:17:34,0:04:03,0:25:46,0:23:13,0:17:19,2:35:14,876,133,42
Night Team,PGY1,S0181525,2015-12-10,1:22:33,0:25:59,0:18:40,0:41:24,0:34:48,0:46:19,4:23:39,1287,28,50
Night Team,PGY1,S0181525,2015-12-17,0:34:50,0:04:57,0:00:07,0:20:17,0:21:57,0:13:59,1:44:47,596,0,29
Night Team,PGY1,S0181525,2015-12-16,1:02:42,0:06:16,0:00:00,0:22:21,0:10:39,0:27:21,2:21:20,760,74,32
General Medicine,PGY2+,S0181081,2016-10-19,0:57:03,0:17:55,0:00:00,0:02:35,0:03:21,0:00:41,1:39:52,800,0,16
General Medicine,PGY2+,S0181081,2016-10-18,2:34:07,1:18:43,0:00:00,0:12:52,0:11:17,0:07:40,4:53:01,2334,0,26
General Medicine,PGY2+,S0181081,2016-10-17,1:46:58,0:55:55,0:00:02,0:12:51,0:08:51,0:10:18,3:30:15,1129,0,15
General Medicine,PGY2+,S0181081,2016-10-16,2:45:17,1:16:08,0:00:10,0:49:03,0:33:39,0:03:03,6:11:16,2754,0,12
General Medicine,PGY2+,S0181081,2016-10-15,1:43:09,1:04:49,0:00:03,0:18:34,0:10:21,0:09:21,3:53:53,1468,0,18
General Medicine,PGY2+,S0181081,2016-10-14,3:29:43,1:29:05,0:00:01,0:29:32,0:26:12,0:03:53,6:44:20,2624,0,21
General Medicine,PGY2+,S0181081,2016-10-13,2:38:12,1:21:52,0:00:00,0:23:47,0:10:47,0:08:54,5:31:31,2863,0,27
General Medicine,PGY2+,S0181081,2016-10-12,0:09:20,0:00:24,0:00:00,0:00:00,0:00:00,0:00:23,0:11:40,61,6,8
General Medicine,PGY2+,S0181081,2016-10-11,1:41:10,1:01:25,0:00:06,0:11:09,0:11:42,0:01:11,3:39:21,1577,8,19
General Medicine,PGY2+,S0181081,2016-10-10,2:55:43,1:37:48,0:00:00,0:02:58,0:10:07,0:00:53,5:26:39,2316,0,28
Night Team,PGY2+,S0169381,2015-11-14,1:03:56,0:49:41,1:09:25,0:32:44,0:23:01,0:41:57,4:58:01,1325,0,23
Night Team,PGY2+,S0169381,2015-11-10,0:20:18,1:02:34,0:57:27,0:16:44,0:11:27,0:12:25,3:14:14,892,0,10
Night Team,PGY2+,S0169381,2015-11-11,1:16:07,1:10:07,0:29:47,0:34:25,0:25:41,0:39:39,5:00:18,1277,10,36
Night Team,PGY2+,S0169381,2015-11-12,0:53:36,1:24:43,1:50:00,0:36:02,0:27:07,0:30:09,6:09:29,1469,0,34
Night Team,PGY2+,S0169381,2015-11-13,1:03:46,1:20:49,1:41:11,0:17:38,0:17:55,0:41:41,5:35:31,1471,0,33
General Medicine,PGY1,S0173803,2016-01-30,0:58:20,0:49:19,1:19:10,0:09:46,0:10:56,0:28:43,4:19:01,985,27,15
General Medicine,PGY2+,S0169383,2016-07-16,0:03:37,0:02:22,0:00:03,0:19:18,0:00:52,0:00:04,0:40:30,274,35,15
General Medicine,PGY2+,S0169383,2016-07-14,1:26:26,1:05:32,0:13:23,0:11:46,0:06:35,0:11:13,4:32:20,1524,34,20
General Medicine,PGY2+,S0169383,2016-07-15,2:40:02,2:14:07,0:00:02,0:25:46,0:14:31,0:11:28,6:13:58,2365,12,30
General Medicine,PGY2+,S0169383,2016-07-12,0:01:47,0:02:13,0:00:00,0:00:33,0:00:00,0:00:00,0:07:02,135,115,13
General Medicine,PGY2+,S0169383,2016-07-13,2:04:53,2:02:22,0:00:01,0:24:28,0:12:40,0:17:41,5:34:37,2256,275,27
General Medicine,PGY2+,S0169383,2016-07-10,2:42:33,1:24:13,0:00:00,0:17:59,0:15:41,0:07:28,5:33:03,1963,0,20
General Medicine,PGY2+,S0169383,2016-07-11,2:21:44,1:04:19,0:00:07,0:18:00,0:26:22,0:01:39,4:57:24,2089,88,24
Night Team,PGY1,S0181056,2015-07-09,2:08:33,0:12:42,0:08:42,0:09:14,0:10:03,0:13:47,3:14:33,1107,421,38
Night Team,PGY1,S0181056,2015-07-08,4:08:08,0:30:46,0:01:36,0:14:29,0:33:33,0:20:25,6:13:19,1719,835,33
Night Team,PGY1,S0181056,2015-07-07,2:54:03,0:51:55,0:00:12,0:08:11,0:23:48,0:23:36,4:56:43,1418,23,31
Night Team,PGY1,S0181056,2015-07-06,2:53:16,1:01:40,0:10:45,0:17:17,0:23:41,0:27:45,5:31:16,1766,145,31
Night Team,PGY1,S0181056,2015-07-05,4:27:16,0:34:24,0:00:12,0:14:26,0:39:45,0:37:33,6:46:22,1969,84,31
General Medicine,PGY1,S0169401,2015-03-16,0:12:53,0:08:16,0:00:10,0:01:17,0:03:14,0:03:51,0:32:01,368,354,12
General Medicine,PGY1,S0169401,2015-03-17,3:23:14,0:54:46,1:03:45,0:28:49,0:19:25,0:07:59,6:29:01,2303,318,19
General Medicine,PGY1,S0169401,2015-03-14,2:53:05,1:15:53,1:51:16,0:20:44,0:16:53,0:08:00,7:10:49,2116,398,13
General Medicine,PGY2+,S0106952,2015-09-30,2:51:06,0:55:13,0:02:42,0:00:38,0:18:47,0:32:03,5:05:17,1653,344,58
General Medicine,PGY1,S0163425,2014-10-04,3:19:36,0:04:07,0:24:28,0:21:17,0:24:25,0:44:45,5:37:42,1528,0,8
General Medicine,PGY2+,S0169400,2015-09-01,0:00:00,0:11:43,0:00:00,0:00:00,0:00:00,0:01:28,0:13:32,142,132,9
General Medicine,PGY2+,S0169400,2015-09-02,2:53:59,0:41:55,0:15:18,0:24:22,0:14:03,1:30:57,6:28:18,1727,63,34
General Medicine,PGY2+,S0169400,2015-09-03,2:07:35,0:17:36,0:22:44,0:36:32,0:24:44,0:29:11,4:52:57,1829,137,17
General Medicine,PGY2+,S0169400,2015-09-04,0:00:00,0:18:26,0:00:00,0:00:00,0:00:00,0:05:15,0:25:34,189,185,9
General Medicine,PGY2+,S0169400,2015-09-05,2:41:06,0:25:54,0:21:32,0:22:33,0:13:50,0:45:41,5:16:54,1888,0,27
General Medicine,PGY2+,S0169400,2015-09-06,1:19:42,0:06:38,0:37:54,0:26:16,0:11:53,0:12:49,3:16:04,1056,81,15
General Medicine,PGY2+,S0169400,2015-09-07,2:16:53,0:22:15,1:57:28,0:23:29,0:17:18,0:56:20,6:38:56,2025,32,27
General Medicine,PGY2+,S0169400,2015-09-08,0:54:36,0:06:58,0:01:44,0:02:02,0:02:03,0:09:40,1:20:28,490,88,14
General Medicine,PGY2+,S0169400,2015-09-09,0:00:00,0:10:35,0:00:00,0:00:35,0:00:00,0:00:38,0:12:14,114,102,12
General Medicine,PGY1,S0163425,2014-10-08,2:09:07,0:02:15,0:08:48,0:19:41,0:15:18,0:11:43,3:46:03,1062,517,8
General Medicine,PGY1,S0163425,2014-10-09,4:44:12,0:11:20,0:23:09,0:49:17,0:25:47,0:46:32,7:56:29,1870,0,13
General Medicine,PGY1,S0181086,2015-12-23,1:00:19,0:39:53,0:23:50,0:44:01,0:00:36,0:04:49,3:30:45,1396,503,76
Emergency Medicine,PGY1,S0163662,2015-02-12,0:00:23,0:00:00,0:08:16,0:00:00,0:00:03,0:01:11,0:09:56,29,0,3
General Medicine,PGY1,S0169401,2015-03-12,3:14:53,1:02:56,2:07:36,0:21:36,0:15:46,0:11:49,7:27:57,2503,826,32
Emergency Medicine,PGY1,S0163662,2015-02-13,4:18:27,1:01:08,1:02:28,0:49:36,0:28:05,0:10:46,8:51:15,2616,0,22
Night Team,PGY1,S0181070,2015-09-29,0:27:39,0:42:30,2:42:04,0:08:53,0:05:32,0:12:03,4:27:14,888,3,27
General Medicine,PGY1,S0195203,2016-07-10,2:22:08,2:06:00,0:00:14,0:25:50,0:47:17,0:06:50,6:41:16,1667,191,15
Night Team,PGY1,S0181070,2015-09-28,1:04:35,1:34:38,2:14:04,0:35:34,0:18:54,0:29:38,6:38:44,1733,0,39
General Medicine,PGY1,S0181078,2016-03-19,0:00:00,0:00:00,0:00:00,0:01:43,0:00:00,0:00:00,0:01:43,20,0,4
General Medicine,PGY1,S0181078,2016-03-18,3:28:02,1:03:41,0:00:14,1:07:47,0:22:35,0:07:33,6:50:19,2024,220,19
General Medicine,PGY1,S0181078,2016-03-17,1:52:23,0:25:43,0:03:34,0:44:36,0:22:17,0:12:02,4:41:11,1379,115,13
General Medicine,PGY1,S0181078,2016-03-16,3:05:44,1:07:46,0:00:15,0:59:35,0:26:13,0:01:43,6:32:05,1514,193,13
General Medicine,PGY1,S0181078,2016-03-15,0:37:45,0:50:51,0:00:16,0:04:43,0:00:09,0:00:53,2:21:44,916,898,32
General Medicine,PGY1,S0181078,2016-03-14,3:15:19,1:08:36,0:00:28,1:38:59,0:27:51,0:19:17,7:37:32,2167,450,17
General Medicine,PGY1,S0181078,2016-03-13,3:13:00,1:12:31,0:00:10,1:12:35,0:31:19,0:03:34,7:22:50,1990,63,14
General Medicine,PGY1,S0181078,2016-03-12,2:52:30,0:57:22,0:00:14,1:05:42,0:18:47,0:03:38,5:54:43,1750,209,13
General Medicine,PGY1,S0181078,2016-03-11,3:34:42,1:10:09,0:00:12,1:20:04,0:31:51,0:03:20,7:28:13,2268,29,15
General Medicine,PGY1,S0181078,2016-03-10,0:30:50,0:31:51,0:00:19,0:09:29,0:00:42,0:00:06,1:21:18,368,340,16
General Medicine,PGY1,S0195203,2016-07-11,1:05:23,0:49:22,0:00:21,0:19:43,0:21:30,0:07:22,3:12:58,949,307,14
General Medicine,PGY1,S0181088,2016-05-31,2:00:38,0:47:50,0:00:14,0:36:53,0:18:19,0:06:43,4:32:05,1389,48,11
General Medicine,PGY1,S0169411,2015-01-12,4:39:45,0:04:17,3:36:13,0:46:56,0:23:39,0:02:20,9:57:23,2787,0,16
Night Team,PGY2+,S0169395,2016-03-12,4:16:20,1:57:52,0:00:07,0:14:32,0:18:17,0:02:22,7:31:10,2081,99,52
General Medicine,PGY1,S0195225,2016-10-30,1:34:44,1:56:23,0:00:07,0:48:10,0:22:08,0:00:41,5:10:33,1637,76,8
General Medicine,PGY1,S0195225,2016-10-31,1:58:24,1:35:35,0:00:13,0:49:13,0:40:34,0:03:38,5:33:42,1918,0,9
General Medicine,PGY1,S0169411,2015-01-15,5:25:51,0:08:45,2:29:56,1:11:19,0:36:14,0:08:43,10:41:14,3329,0,29
Night Team,PGY2+,S0169386,2016-02-23,2:52:53,0:50:36,0:00:10,0:36:34,0:06:28,0:03:56,5:20:18,2073,0,32
Night Team,PGY2+,S0169386,2016-02-22,4:11:57,1:32:54,0:00:24,0:41:15,0:11:56,0:08:54,7:29:07,3048,183,89
Night Team,PGY2+,S0169386,2016-02-21,2:51:06,0:52:23,0:00:07,1:04:58,0:16:58,0:06:16,6:16:02,2280,0,47
Emergency Medicine,PGY2+,S0169403,2016-01-19,0:00:00,0:03:50,0:00:00,0:00:00,0:00:00,0:00:00,0:05:16,28,28,2
Emergency Medicine,PGY2+,S0169403,2016-01-18,2:05:28,1:00:30,2:58:23,0:29:16,0:49:58,0:40:37,8:39:27,3533,71,27
Night Team,PGY2+,S0169386,2016-02-25,4:30:43,1:08:16,0:00:06,0:38:26,0:13:21,0:03:12,7:07:07,2484,181,74
Night Team,PGY2+,S0169386,2016-02-24,1:18:55,0:31:37,0:04:14,0:23:44,0:04:17,0:01:24,2:53:25,1249,328,30
Emergency Medicine,PGY2+,S0169403,2016-01-15,0:00:09,0:09:03,0:01:07,0:00:00,0:00:08,0:01:44,0:13:27,127,127,8
Emergency Medicine,PGY2+,S0169403,2016-01-14,0:00:00,0:00:13,0:00:00,0:00:00,0:00:00,0:00:00,0:00:25,24,24,3
Emergency Medicine,PGY2+,S0169403,2016-01-17,0:35:00,0:21:48,0:47:11,0:13:01,0:24:50,0:19:50,2:53:50,1132,40,14
Emergency Medicine,PGY2+,S0169403,2016-01-16,0:45:28,0:29:03,1:01:34,0:13:40,0:12:05,0:18:56,3:34:18,1341,0,16
General Medicine,PGY1,S0181087,2016-01-31,1:24:19,1:16:05,0:49:32,1:17:24,0:18:53,0:23:59,5:55:07,2295,0,6
Emergency Medicine,PGY2+,S0169403,2016-01-10,1:15:07,1:05:41,2:34:55,0:27:43,0:26:39,0:44:07,7:24:10,2790,91,21
Emergency Medicine,PGY2+,S0169403,2016-01-13,1:49:04,0:41:32,1:41:00,0:29:50,0:22:55,0:23:09,5:55:42,2234,17,23
Emergency Medicine,PGY2+,S0169403,2016-01-12,0:00:00,0:16:46,0:00:00,0:00:00,0:00:00,0:01:03,0:18:20,102,102,7
General Medicine,PGY1,S0181070,2015-08-28,2:10:26,0:09:03,2:30:18,0:19:19,0:17:22,0:22:41,6:14:47,1927,0,9
General Medicine,PGY1,S0181070,2015-08-29,0:54:43,0:01:40,0:42:05,0:12:41,0:03:34,0:03:05,2:14:02,552,0,4
General Medicine,PGY1,S0181057,2016-05-30,3:20:04,1:42:20,0:00:26,0:42:59,0:19:25,0:11:31,6:45:35,2110,0,13
General Medicine,PGY1,S0181057,2016-05-31,1:19:37,1:12:44,0:09:01,0:46:57,0:12:44,0:04:17,4:20:45,1477,122,13
Intensive Care Unit,PGY2+,S0174975,2016-09-28,1:29:00,0:32:33,0:07:30,0:33:53,0:23:05,0:01:03,3:41:37,1232,142,16
General Medicine,PGY2+,S0169404,2016-04-30,0:25:21,0:09:56,0:00:00,0:00:21,0:00:01,0:02:35,0:40:51,418,409,12
General Medicine,PGY1,S0181070,2015-08-20,2:31:35,0:17:29,3:03:52,0:37:25,0:11:55,0:20:29,7:26:18,1852,0,9
General Medicine,PGY1,S0181070,2015-08-22,1:44:42,0:04:09,1:38:53,0:29:31,0:08:29,0:11:02,4:35:56,1430,0,10
General Medicine,PGY1,S0181070,2015-08-23,2:53:57,0:34:46,3:44:31,0:42:40,0:11:33,0:28:27,8:58:29,1819,0,16
General Medicine,PGY1,S0181070,2015-08-24,1:33:06,0:03:55,1:14:16,0:27:21,0:03:05,0:04:51,3:43:29,1196,0,8
General Medicine,PGY1,S0181070,2015-08-25,2:12:35,0:16:18,0:55:24,0:30:13,0:25:12,0:16:17,4:58:11,1761,0,9
General Medicine,PGY1,S0181070,2015-08-26,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,8,0,2
General Medicine,PGY1,S0181070,2015-08-27,2:27:30,0:00:51,0:34:50,0:04:29,0:01:53,0:03:20,3:39:22,1046,0,29
General Medicine,PGY1,S0169402,2014-11-09,1:47:04,0:00:40,1:07:43,0:12:42,0:08:21,0:01:12,3:36:16,796,0,3
Night Team,PGY2+,S0163425,2015-12-28,0:36:06,0:46:29,0:39:56,0:40:09,0:08:13,0:22:34,3:24:21,1369,104,42
Night Team,PGY2+,S0163425,2015-12-25,2:11:11,1:30:24,1:05:31,0:40:22,0:22:40,0:33:51,6:44:32,2492,0,60
Night Team,PGY2+,S0163425,2015-12-24,1:41:33,1:46:49,1:57:13,0:47:10,0:14:06,0:43:31,7:44:48,2819,32,44
Night Team,PGY2+,S0163425,2015-12-27,0:27:21,0:33:04,1:15:16,0:09:42,0:08:13,0:18:06,3:13:07,1036,0,28
Night Team,PGY2+,S0163425,2015-12-26,0:30:42,0:18:44,0:23:17,0:07:50,0:04:17,0:09:52,1:43:15,763,16,50
Night Team,PGY2+,S0163425,2015-12-21,1:36:32,1:02:06,1:35:15,0:39:49,0:13:45,0:23:05,5:55:57,2208,30,82
Night Team,PGY2+,S0163425,2015-12-20,2:08:59,1:28:46,2:16:41,0:50:02,0:15:53,0:39:18,8:25:32,3166,23,50
Night Team,PGY2+,S0163425,2015-12-23,0:41:56,0:34:24,1:02:04,0:28:22,0:06:25,0:15:15,3:21:46,917,9,11
Night Team,PGY2+,S0163425,2015-12-22,0:57:37,1:28:30,1:04:13,0:31:08,0:10:44,0:24:40,5:05:06,1789,230,26
Intensive Care Unit,PGY2+,S0174975,2016-09-29,2:42:17,0:55:26,0:03:18,0:57:29,0:34:37,0:00:33,5:42:02,1898,0,18
General Medicine,PGY1,S0169401,2015-03-10,4:36:55,0:47:59,0:50:02,0:57:47,0:33:18,0:16:18,8:26:21,3267,476,14
General Medicine,PGY1,S0195203,2016-07-18,1:45:10,0:43:55,0:00:18,0:17:05,0:23:16,0:07:41,3:59:38,1400,468,10
General Medicine,PGY1,S0169401,2015-03-11,3:10:07,0:35:08,0:53:45,0:50:42,0:24:42,0:17:47,6:22:36,1883,300,14
General Medicine,PGY1,S0195214,2016-07-30,1:46:56,0:43:55,0:01:49,0:47:13,0:08:55,0:00:25,3:54:01,1010,49,11
General Medicine,PGY1,S0195214,2016-07-31,2:21:38,1:09:40,0:00:32,0:46:06,0:20:24,0:00:01,4:57:12,1270,0,11
General Medicine,PGY1,S0181065,2015-11-15,1:11:27,0:19:55,0:19:47,0:35:42,0:10:52,0:19:11,3:10:14,1430,17,3
General Medicine,PGY1,S0181065,2015-11-14,1:50:14,1:03:56,0:50:17,0:34:20,0:21:12,0:23:14,5:45:15,2956,0,6
General Medicine,PGY1,S0181065,2015-11-17,1:36:38,0:58:25,2:04:19,0:57:24,0:28:28,0:25:59,7:46:01,3135,15,10
General Medicine,PGY1,S0181065,2015-11-16,3:24:02,1:01:56,0:52:57,0:57:08,0:32:58,0:22:45,7:52:59,3773,286,17
General Medicine,PGY1,S0181065,2015-11-11,2:24:42,1:00:58,1:50:33,0:49:06,0:26:20,0:25:04,7:46:30,2798,0,11
General Medicine,PGY1,S0181065,2015-11-10,2:05:56,0:34:07,2:20:17,0:51:06,0:29:32,0:19:59,7:17:30,2542,435,11
General Medicine,PGY1,S0181065,2015-11-13,0:11:02,0:06:42,0:12:35,0:00:00,0:00:06,0:00:14,0:35:37,247,245,7
General Medicine,PGY1,S0181065,2015-11-12,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,8,0,2
General Medicine,PGY1,S0181065,2015-11-19,3:05:21,0:44:17,0:46:27,0:55:47,0:47:01,0:36:50,7:30:42,3560,23,12
General Medicine,PGY1,S0181065,2015-11-18,0:03:37,0:00:00,0:02:25,0:00:00,0:00:01,0:03:44,0:19:28,100,96,4
Intensive Care Unit,PGY2+,S0169403,2015-11-30,1:29:08,0:29:59,0:10:25,0:27:20,0:19:50,0:40:47,4:03:04,1686,314,12
General Medicine,PGY1,S0181060,2015-08-07,2:20:04,0:40:24,2:54:36,0:18:38,0:24:09,0:17:57,7:49:20,2286,20,12
General Medicine,PGY2+,S0106952,2015-09-20,2:31:30,0:40:49,0:37:29,0:05:27,0:24:07,0:49:20,6:57:36,2096,56,30
General Medicine,PGY1,S0195202,2016-07-22,2:37:13,1:43:04,0:03:13,1:18:09,0:15:30,0:03:23,6:27:50,1673,0,8
General Medicine,PGY1,S0195202,2016-07-23,0:00:00,0:00:00,0:00:00,0:01:25,0:00:00,0:00:00,0:01:25,10,0,3
General Medicine,PGY1,S0195202,2016-07-20,2:28:43,1:34:18,0:00:41,0:37:30,0:13:59,0:07:35,5:47:00,1996,199,12
General Medicine,PGY1,S0195202,2016-07-21,2:09:15,1:14:57,0:02:49,0:34:04,0:20:07,0:02:55,4:55:10,1761,334,7
General Medicine,PGY1,S0079337,2014-06-26,2:09:41,0:05:25,0:21:21,0:26:55,0:17:05,0:15:56,4:07:21,1111,33,9
General Medicine,PGY1,S0181060,2015-08-06,0:00:00,0:00:00,0:00:00,0:01:34,0:00:00,0:00:00,0:01:34,6,0,2
General Medicine,PGY1,S0079337,2014-06-29,3:54:13,0:01:21,0:23:34,0:16:08,0:11:07,0:15:07,5:24:09,1307,0,36
General Medicine,PGY1,S0079337,2014-06-28,0:04:13,0:00:00,0:01:22,0:00:00,0:00:29,0:00:00,0:06:33,103,0,7
General Medicine,PGY2+,S0106952,2015-09-29,0:18:05,0:09:13,0:00:18,0:00:16,0:00:00,0:00:22,0:35:40,400,396,31
General Medicine,PGY1,S0169384,2015-02-19,2:27:28,0:15:00,1:33:53,0:25:17,0:17:34,0:22:54,5:41:58,1397,508,8
General Medicine,PGY1,S0169384,2015-02-18,3:27:50,0:12:10,1:22:40,0:47:56,0:33:56,0:26:09,7:08:45,2068,271,11
General Medicine,PGY1,S0169384,2015-02-17,1:06:53,0:12:22,2:52:11,0:06:34,0:05:20,0:06:28,4:39:49,670,651,9
General Medicine,PGY1,S0169384,2015-02-16,3:48:51,0:25:52,1:32:58,1:34:26,0:26:59,0:15:42,8:24:12,2185,57,7
General Medicine,PGY1,S0169384,2015-02-15,0:17:57,0:01:30,0:45:45,0:00:03,0:00:07,0:00:15,1:09:59,206,206,4
Night Team,PGY1,S0169386,2015-03-20,2:25:25,0:46:53,1:23:01,0:44:28,0:17:50,1:05:23,7:10:09,2707,33,59
General Medicine,PGY1,S0169384,2015-02-13,2:51:01,0:09:10,2:36:28,1:22:44,0:20:24,0:16:10,7:57:46,2015,164,9
General Medicine,PGY1,S0169384,2015-02-12,2:56:15,0:11:54,1:32:09,1:05:05,0:17:50,0:23:09,6:46:59,2062,135,9
General Medicine,PGY1,S0169384,2015-02-11,3:27:22,0:20:18,1:47:13,0:58:49,0:33:15,0:31:02,7:52:47,1996,123,8
General Medicine,PGY1,S0169384,2015-02-10,3:13:45,0:08:05,1:32:58,0:49:10,0:13:57,0:17:57,6:50:25,2125,427,11
General Medicine,PGY1,S0181060,2015-08-05,2:45:50,0:18:10,1:20:36,1:29:26,0:27:15,0:44:05,8:00:17,2062,35,10
General Medicine,PGY1,S0169404,2014-07-30,4:10:37,0:17:39,0:27:53,0:33:53,0:22:18,0:02:40,6:21:27,2848,41,17
General Medicine,PGY1,S0169404,2014-07-31,4:55:20,0:48:16,0:11:14,0:51:11,0:13:47,0:04:29,7:36:31,2742,24,15
General Medicine,PGY1,S0181060,2015-08-04,0:59:35,0:25:13,0:37:50,0:11:40,0:09:52,0:16:21,3:09:01,715,0,10
General Medicine,PGY2+,S0169400,2015-09-15,3:35:31,0:36:14,0:35:22,0:55:45,0:19:45,0:46:37,7:15:11,3288,90,20
General Medicine,PGY1,S0181063,2016-04-22,0:29:12,0:46:52,0:00:20,0:08:19,0:03:04,0:04:01,1:41:01,680,0,5
General Medicine,PGY1,S0181063,2016-04-21,1:16:35,1:15:02,0:00:14,0:36:17,0:15:12,0:07:18,3:52:49,1374,0,13
General Medicine,PGY2+,S0169400,2015-09-14,0:00:00,0:16:10,0:00:00,0:00:02,0:00:00,0:00:40,0:18:06,185,177,9
General Medicine,PGY1,S0181088,2015-08-09,0:57:56,0:02:02,2:35:53,0:12:12,0:07:57,0:23:36,4:50:04,1107,37,7
General Medicine,PGY1,S0181088,2015-08-08,1:19:58,0:02:50,1:16:56,0:32:01,0:20:24,0:21:51,4:21:37,1208,79,6
General Medicine,PGY1,S0181088,2015-08-01,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,6,0,1
General Medicine,PGY1,S0181088,2015-08-03,1:17:51,0:03:29,0:50:10,0:12:09,0:14:51,0:15:07,3:26:08,1132,39,6
General Medicine,PGY1,S0181088,2015-08-02,2:04:04,0:00:00,2:24:08,0:37:20,0:29:04,0:08:20,6:17:55,1871,0,10
General Medicine,PGY1,S0181088,2015-08-05,1:53:06,0:00:51,2:20:14,0:54:00,0:12:17,0:21:28,6:28:20,1710,7,8
General Medicine,PGY1,S0181088,2015-08-04,1:20:54,0:00:54,1:16:23,0:38:59,0:14:46,0:19:35,4:37:46,1233,11,10
General Medicine,PGY1,S0181088,2015-08-07,1:49:36,0:02:49,2:50:38,0:53:09,0:17:18,0:18:40,7:14:37,1704,0,9
General Medicine,PGY1,S0181088,2015-08-06,0:20:41,0:00:00,0:00:15,0:01:19,0:00:00,0:02:20,0:26:14,227,219,6
General Medicine,PGY1,S0180927,2016-08-18,0:05:31,0:00:39,0:00:00,0:03:08,0:00:00,0:01:24,0:11:24,88,0,6
General Medicine,PGY1,S0180927,2016-08-19,2:28:28,1:36:37,0:00:21,0:36:27,0:19:06,0:07:22,5:50:07,1829,0,12
General Medicine,PGY1,S0180927,2016-08-10,1:13:29,0:44:03,0:00:22,0:21:16,0:04:14,0:02:37,2:48:27,859,0,10
General Medicine,PGY1,S0180927,2016-08-11,3:26:02,2:12:15,0:00:10,0:36:04,0:14:55,0:11:31,7:14:42,2242,109,21
General Medicine,PGY1,S0180927,2016-08-12,1:53:04,1:04:20,0:00:04,0:26:19,0:15:54,0:02:49,4:09:07,1548,56,15
General Medicine,PGY1,S0180927,2016-08-13,1:48:41,1:04:33,0:00:05,0:14:33,0:10:25,0:08:22,4:01:08,1177,12,10
General Medicine,PGY1,S0180927,2016-08-14,2:51:15,1:41:20,0:00:17,0:25:28,0:07:23,0:04:50,5:37:12,1852,75,18
General Medicine,PGY1,S0180927,2016-08-15,0:49:33,0:26:12,0:00:06,0:12:44,0:03:20,0:05:32,1:51:51,585,0,8
General Medicine,PGY1,S0180927,2016-08-16,3:30:33,1:38:33,0:00:09,0:56:46,0:20:22,0:03:21,7:13:14,2122,61,17
General Medicine,PGY1,S0180927,2016-08-17,1:54:06,1:16:18,0:00:11,0:24:16,0:11:55,0:02:17,4:15:53,1464,13,11
General Medicine,PGY1,S0093383,2014-08-31,3:20:15,0:15:28,0:16:10,0:20:46,0:32:57,0:33:57,5:29:34,1503,144,10
Intensive Care Unit,PGY2+,S0169400,2016-06-28,1:05:01,0:11:35,0:03:42,0:05:42,0:05:34,0:01:01,1:44:11,531,60,15
Intensive Care Unit,PGY2+,S0169400,2016-06-29,3:32:22,0:44:46,0:06:44,1:02:29,0:28:43,0:11:49,6:38:52,2231,14,20
General Medicine,PGY1,S0093383,2014-08-30,5:15:11,0:18:43,0:22:42,0:28:26,0:35:30,0:27:49,7:51:14,1959,0,11
